X GeBow200 GeBow300 GeBow400 OrBow200 OrBow300 OrBow400 OrBow500 OrBow600 OrBow700 OrBow750 OsBow200 OsBow300 OsBow400 OsBow500 OsBow600 OsBow700
4.74000E+2 3.70433E+11 1.16163E+12 2.02358E+12 0.00000E+0 0.00000E+0 7.59446E+11 1.67262E+12 2.66169E+12 3.57762E+12 4.03420E+12 2.31959E+11 5.81384E+11 9.38395E+11 1.78989E+12 2.71912E+12 3.66716E+12
4.75000E+2 4.28549E+11 1.22229E+12 2.08368E+12 0.00000E+0 0.00000E+0 8.01319E+11 1.73278E+12 2.74095E+12 3.67594E+12 4.14204E+12 2.58496E+11 6.27065E+11 1.00341E+12 1.88202E+12 2.83973E+12 3.80341E+12
4.76000E+2 4.56758E+11 1.29761E+12 2.20998E+12 0.00000E+0 3.85009E+10 8.61759E+11 1.80620E+12 2.82714E+12 3.75670E+12 4.22014E+12 2.89023E+11 6.76302E+11 1.07147E+12 1.99880E+12 3.00923E+12 3.93232E+12
4.77000E+2 4.95981E+11 1.36754E+12 2.31192E+12 0.00000E+0 7.42278E+10 9.09035E+11 1.86496E+12 2.89734E+12 3.86668E+12 4.34993E+12 3.25357E+11 7.27302E+11 1.13702E+12 2.08848E+12 3.12401E+12 4.10178E+12
4.78000E+2 5.37273E+11 1.43125E+12 2.39824E+12 0.00000E+0 6.67884E+10 9.26181E+11 1.91074E+12 2.97432E+12 3.97055E+12 4.46721E+12 3.53274E+11 7.77813E+11 1.21041E+12 2.17903E+12 3.23158E+12 4.25454E+12
4.79000E+2 5.78414E+11 1.50590E+12 2.50792E+12 0.00000E+0 1.44770E+11 1.00913E+12 1.99547E+12 3.05885E+12 4.06034E+12 4.55964E+12 3.78563E+11 8.33725E+11 1.29753E+12 2.28077E+12 3.34703E+12 4.40556E+12
4.80000E+2 6.22063E+11 1.57019E+12 2.59272E+12 0.00000E+0 1.80456E+11 1.05700E+12 2.05556E+12 3.13118E+12 4.16542E+12 4.68105E+12 3.97702E+11 8.74292E+11 1.35991E+12 2.36967E+12 3.46384E+12 4.55735E+12
4.81000E+2 6.63543E+11 1.63063E+12 2.67190E+12 0.00000E+0 2.24937E+11 1.11130E+12 2.11891E+12 3.20311E+12 4.26946E+12 4.80108E+12 4.10271E+11 9.02949E+11 1.40497E+12 2.44076E+12 3.56281E+12 4.68357E+12
4.82000E+2 6.98798E+11 1.69873E+12 2.77461E+12 0.00000E+0 2.58962E+11 1.16140E+12 2.18579E+12 3.28721E+12 4.38823E+12 4.93713E+12 4.29905E+11 9.45968E+11 1.47182E+12 2.52670E+12 3.66814E+12 4.79882E+12
4.83000E+2 7.35967E+11 1.75845E+12 2.85734E+12 0.00000E+0 2.75580E+11 1.20388E+12 2.25715E+12 3.38936E+12 4.51379E+12 5.07437E+12 4.52224E+11 9.89565E+11 1.53702E+12 2.60082E+12 3.75025E+12 4.93372E+12
4.84000E+2 7.69509E+11 1.82045E+12 2.94918E+12 0.00000E+0 2.94177E+11 1.24787E+12 2.32940E+12 3.49169E+12 4.63532E+12 5.20549E+12 4.79059E+11 1.03135E+12 1.59380E+12 2.68072E+12 3.85439E+12 5.04527E+12
4.85000E+2 8.18708E+11 1.88785E+12 3.03403E+12 0.00000E+0 3.04844E+11 1.29471E+12 2.41728E+12 3.62369E+12 4.79100E+12 5.37301E+12 4.98017E+11 1.07683E+12 1.66635E+12 2.77126E+12 3.96290E+12 5.19470E+12
4.86000E+2 8.56990E+11 1.94547E+12 3.11101E+12 0.00000E+0 3.17843E+11 1.34062E+12 2.50039E+12 3.74669E+12 4.94596E+12 5.54392E+12 5.17902E+11 1.11641E+12 1.72595E+12 2.85622E+12 4.07455E+12 5.33701E+12
4.87000E+2 8.94501E+11 2.01887E+12 3.22231E+12 0.00000E+0 3.36597E+11 1.39337E+12 2.59127E+12 3.87832E+12 5.11706E+12 5.73470E+12 5.34207E+11 1.15613E+12 1.78958E+12 2.95156E+12 4.20359E+12 5.52539E+12
4.88000E+2 9.41901E+11 2.09385E+12 3.32531E+12 0.00000E+0 3.60295E+11 1.44683E+12 2.67775E+12 3.99988E+12 5.30888E+12 5.96150E+12 5.71027E+11 1.21744E+12 1.87559E+12 3.05415E+12 4.32213E+12 5.66000E+12
4.89000E+2 9.92683E+11 2.17633E+12 3.44024E+12 0.00000E+0 3.54528E+11 1.49119E+12 2.78003E+12 4.16499E+12 5.52673E+12 6.20566E+12 5.98747E+11 1.27236E+12 1.95814E+12 3.16669E+12 4.46585E+12 5.82911E+12
4.90000E+2 1.03219E+12 2.25902E+12 3.56884E+12 0.00000E+0 3.66038E+11 1.55374E+12 2.90068E+12 4.34819E+12 5.71038E+12 6.38962E+12 6.25421E+11 1.32809E+12 2.04344E+12 3.28533E+12 4.61934E+12 6.03271E+12
4.91000E+2 1.08258E+12 2.34091E+12 3.68297E+12 0.00000E+0 3.90474E+11 1.62822E+12 3.03145E+12 4.53921E+12 5.92642E+12 6.61819E+12 6.52438E+11 1.39915E+12 2.15953E+12 3.43244E+12 4.79771E+12 6.24344E+12
4.92000E+2 1.13935E+12 2.44799E+12 3.84291E+12 0.00000E+0 4.09825E+11 1.69229E+12 3.14595E+12 4.70775E+12 6.18714E+12 6.92481E+12 6.87039E+11 1.46427E+12 2.25559E+12 3.57143E+12 4.98202E+12 6.45194E+12
4.93000E+2 1.19974E+12 2.54894E+12 3.98564E+12 0.00000E+0 4.09649E+11 1.75410E+12 3.27903E+12 4.91795E+12 6.41703E+12 7.16458E+12 7.30092E+11 1.53423E+12 2.35264E+12 3.72758E+12 5.20167E+12 6.74511E+12
4.94000E+2 1.26464E+12 2.65390E+12 4.13153E+12 0.00000E+0 4.36842E+11 1.83161E+12 3.41301E+12 5.11230E+12 6.65477E+12 7.42399E+12 7.75034E+11 1.62098E+12 2.48183E+12 3.89819E+12 5.41485E+12 7.00677E+12
4.95000E+2 1.32774E+12 2.77694E+12 4.31784E+12 0.00000E+0 4.68597E+11 1.90772E+12 3.53851E+12 5.29039E+12 6.89204E+12 7.69076E+12 8.19631E+11 1.70957E+12 2.61511E+12 4.08022E+12 5.64756E+12 7.27438E+12
4.96000E+2 1.39516E+12 2.90656E+12 4.51298E+12 0.00000E+0 5.20905E+11 1.99537E+12 3.66416E+12 5.45571E+12 7.08720E+12 7.90083E+12 8.67958E+11 1.80327E+12 2.75487E+12 4.28078E+12 5.91219E+12 7.60754E+12
4.97000E+2 1.47444E+12 3.04208E+12 4.70668E+12 0.00000E+0 5.97015E+11 2.09801E+12 3.79348E+12 5.61183E+12 7.28979E+12 8.12661E+12 9.21239E+11 1.90617E+12 2.90814E+12 4.48693E+12 6.17305E+12 7.95508E+12
4.98000E+2 1.55512E+12 3.18033E+12 4.90453E+12 0.00000E+0 6.57633E+11 2.19604E+12 3.93147E+12 5.79139E+12 7.52839E+12 8.39464E+12 9.71374E+11 2.00842E+12 3.06338E+12 4.69770E+12 6.44147E+12 8.28599E+12
4.99000E+2 1.62927E+12 3.33187E+12 5.13815E+12 0.00000E+0 7.09557E+11 2.29206E+12 4.07557E+12 5.98610E+12 7.76921E+12 8.65847E+12 1.04347E+12 2.12688E+12 3.22855E+12 4.92584E+12 6.73530E+12 8.62383E+12
5.00000E+2 1.71965E+12 3.45384E+12 5.29013E+12 0.00000E+0 7.63628E+11 2.39313E+12 4.22796E+12 6.19254E+12 8.03680E+12 8.95655E+12 1.11997E+12 2.25128E+12 3.40116E+12 5.15630E+12 7.02546E+12 8.99253E+12
5.01000E+2 1.78178E+12 3.56621E+12 5.45497E+12 0.00000E+0 8.19656E+11 2.50921E+12 4.41024E+12 6.44494E+12 8.33811E+12 9.28231E+12 1.14220E+12 2.33502E+12 3.54806E+12 5.35347E+12 7.27460E+12 9.33080E+12
5.02000E+2 1.83947E+12 3.69127E+12 5.65190E+12 0.00000E+0 8.74077E+11 2.62158E+12 4.58650E+12 6.68883E+12 8.65276E+12 9.63224E+12 1.20079E+12 2.42289E+12 3.66521E+12 5.52296E+12 7.49936E+12 9.61278E+12
5.03000E+2 1.89544E+12 3.80096E+12 5.81831E+12 0.00000E+0 8.95470E+11 2.71105E+12 4.75316E+12 6.93842E+12 8.94049E+12 9.93906E+12 1.24128E+12 2.50705E+12 3.79379E+12 5.70158E+12 7.73026E+12 9.88775E+12
5.04000E+2 1.97103E+12 3.92472E+12 5.99147E+12 0.00000E+0 9.15907E+11 2.79076E+12 4.89998E+12 7.15730E+12 9.18324E+12 1.01938E+13 1.26580E+12 2.58750E+12 3.93159E+12 5.90048E+12 7.99361E+12 1.02010E+13
5.05000E+2 2.05524E+12 4.05883E+12 6.17638E+12 0.00000E+0 9.64388E+11 2.88776E+12 5.05031E+12 7.36402E+12 9.43091E+12 1.04619E+13 1.34236E+12 2.69875E+12 4.07742E+12 6.10793E+12 8.26585E+12 1.05321E+13
5.06000E+2 2.13025E+12 4.19173E+12 6.36955E+12 0.00000E+0 1.02458E+12 2.99676E+12 5.21239E+12 7.58190E+12 9.71148E+12 1.07738E+13 1.42129E+12 2.82093E+12 4.24297E+12 6.32417E+12 8.53395E+12 1.08824E+13
5.07000E+2 2.20538E+12 4.34782E+12 6.61167E+12 0.00000E+0 1.07996E+12 3.09957E+12 5.36694E+12 7.79092E+12 9.99694E+12 1.10973E+13 1.48667E+12 2.93940E+12 4.41520E+12 6.54960E+12 8.81386E+12 1.12791E+13
5.08000E+2 2.29338E+12 4.52101E+12 6.87485E+12 0.00000E+0 1.15109E+12 3.22449E+12 5.55013E+12 8.03521E+12 1.03029E+13 1.14340E+13 1.56594E+12 3.07210E+12 4.60177E+12 6.80973E+12 9.15094E+12 1.16934E+13
5.09000E+2 2.39567E+12 4.66651E+12 7.06264E+12 0.00000E+0 1.26435E+12 3.37785E+12 5.74390E+12 8.26961E+12 1.06213E+13 1.17943E+13 1.61977E+12 3.20544E+12 4.81633E+12 7.10417E+12 9.52858E+12 1.20822E+13
5.10000E+2 2.48051E+12 4.81344E+12 7.27396E+12 0.00000E+0 1.32801E+12 3.49228E+12 5.91348E+12 8.49713E+12 1.09137E+13 1.21191E+13 1.62949E+12 3.30348E+12 5.00538E+12 7.34919E+12 9.83065E+12 1.24786E+13
5.11000E+2 2.56792E+12 4.95699E+12 7.47510E+12 0.00000E+0 1.37275E+12 3.59344E+12 6.07726E+12 8.72744E+12 1.11903E+13 1.24188E+13 1.68254E+12 3.41281E+12 5.17198E+12 7.57219E+12 1.01119E+13 1.28635E+13
5.12000E+2 2.64779E+12 5.09628E+12 7.67610E+12 0.00000E+0 1.46242E+12 3.73018E+12 6.26361E+12 8.96502E+12 1.14672E+13 1.27154E+13 1.75710E+12 3.53618E+12 5.34453E+12 7.81602E+12 1.04306E+13 1.32143E+13
5.13000E+2 2.73737E+12 5.24214E+12 7.87956E+12 0.00000E+0 1.54562E+12 3.86521E+12 6.45402E+12 9.21308E+12 1.17380E+13 1.29976E+13 1.82519E+12 3.65791E+12 5.52054E+12 8.06197E+12 1.07497E+13 1.35573E+13
5.14000E+2 2.85579E+12 5.40386E+12 8.08273E+12 0.00000E+0 1.59512E+12 3.97075E+12 6.62150E+12 9.44623E+12 1.20444E+13 1.33405E+13 1.89222E+12 3.78425E+12 5.70703E+12 8.30689E+12 1.10546E+13 1.39400E+13
5.15000E+2 2.92763E+12 5.58507E+12 8.38189E+12 0.00000E+0 1.66326E+12 4.09024E+12 6.79658E+12 9.67962E+12 1.23650E+13 1.37046E+13 1.96303E+12 3.91755E+12 5.90368E+12 8.56680E+12 1.13795E+13 1.43720E+13
5.16000E+2 3.00783E+12 5.74802E+12 8.63257E+12 0.00000E+0 1.81510E+12 4.27949E+12 7.02122E+12 9.93838E+12 1.26969E+13 1.40730E+13 2.03100E+12 4.03852E+12 6.07828E+12 8.82312E+12 1.17224E+13 1.48059E+13
5.17000E+2 3.11409E+12 5.92121E+12 8.87430E+12 0.00000E+0 1.98369E+12 4.49163E+12 7.27495E+12 1.02325E+13 1.30421E+13 1.44437E+13 2.11045E+12 4.17600E+12 6.27440E+12 9.09265E+12 1.20684E+13 1.52002E+13
5.18000E+2 3.22129E+12 6.09862E+12 9.12385E+12 0.00000E+0 2.04821E+12 4.63123E+12 7.49762E+12 1.05433E+13 1.33886E+13 1.48080E+13 2.19436E+12 4.32044E+12 6.47996E+12 9.36494E+12 1.24093E+13 1.55819E+13
5.19000E+2 3.32029E+12 6.26237E+12 9.35413E+12 3.03471E+9 2.14572E+12 4.78656E+12 7.71451E+12 1.08241E+13 1.37510E+13 1.52111E+13 2.26901E+12 4.45492E+12 6.67499E+12 9.62792E+12 1.27427E+13 1.60007E+13
5.20000E+2 3.42938E+12 6.45099E+12 9.62520E+12 6.40359E+10 2.25693E+12 4.95212E+12 7.93696E+12 1.11051E+13 1.41162E+13 1.56184E+13 2.33378E+12 4.58095E+12 6.86323E+12 9.88910E+12 1.30801E+13 1.64411E+13
5.21000E+2 3.52946E+12 6.63011E+12 9.88675E+12 9.03582E+10 2.33795E+12 5.09731E+12 8.15185E+12 1.13932E+13 1.44830E+13 1.60245E+13 2.40366E+12 4.71173E+12 7.05576E+12 1.01623E+13 1.34380E+13 1.68486E+13
5.22000E+2 3.63795E+12 6.80975E+12 1.01395E+13 1.05814E+11 2.41010E+12 5.23745E+12 8.36651E+12 1.16865E+13 1.48625E+13 1.64469E+13 2.48984E+12 4.85302E+12 7.25256E+12 1.04390E+13 1.37985E+13 1.72963E+13
5.23000E+2 3.75694E+12 7.00739E+12 1.04180E+13 1.45403E+11 2.51653E+12 5.42137E+12 8.63417E+12 1.20419E+13 1.52497E+13 1.68501E+13 2.57174E+12 4.99909E+12 7.46355E+12 1.07302E+13 1.41735E+13 1.77547E+13
5.24000E+2 3.87206E+12 7.21541E+12 1.07231E+13 2.41615E+11 2.67373E+12 5.64188E+12 8.91954E+12 1.23931E+13 1.56615E+13 1.72922E+13 2.64280E+12 5.14629E+12 7.68819E+12 1.10346E+13 1.45604E+13 1.82097E+13
5.25000E+2 4.00683E+12 7.42255E+12 1.10032E+13 3.55229E+11 2.84180E+12 5.86303E+12 9.19328E+12 1.27192E+13 1.61057E+13 1.77953E+13 2.72008E+12 5.29943E+12 7.91841E+12 1.13372E+13 1.49374E+13 1.86859E+13
5.26000E+2 4.13966E+12 7.62979E+12 1.12858E+13 4.34210E+11 2.97718E+12 6.05818E+12 9.45033E+12 1.30395E+13 1.65398E+13 1.82861E+13 2.81148E+12 5.46334E+12 8.15570E+12 1.16396E+13 1.53056E+13 1.91610E+13
5.27000E+2 4.26161E+12 7.85195E+12 1.16127E+13 5.06116E+11 3.10074E+12 6.23653E+12 9.68545E+12 1.33327E+13 1.68866E+13 1.86597E+13 2.89815E+12 5.62306E+12 8.38944E+12 1.19548E+13 1.57052E+13 1.96494E+13
5.28000E+2 4.38858E+12 8.08962E+12 1.19666E+13 5.64254E+11 3.21836E+12 6.42028E+12 9.93931E+12 1.36592E+13 1.72605E+13 1.90573E+13 2.97873E+12 5.78289E+12 8.62979E+12 1.22802E+13 1.61187E+13 2.01473E+13
5.29000E+2 4.53266E+12 8.31490E+12 1.22742E+13 6.65957E+11 3.37893E+12 6.64086E+12 1.02208E+13 1.40022E+13 1.76858E+13 1.95237E+13 3.06716E+12 5.95482E+12 8.88648E+12 1.26107E+13 1.65242E+13 2.06495E+13
5.30000E+2 4.68164E+12 8.55087E+12 1.25986E+13 8.70282E+11 3.62244E+12 6.90744E+12 1.05017E+13 1.42918E+13 1.80788E+13 1.99681E+13 3.16749E+12 6.13286E+12 9.14313E+12 1.29588E+13 1.69672E+13 2.11843E+13
5.31000E+2 4.82486E+12 8.80139E+12 1.29606E+13 1.05863E+12 3.85026E+12 7.16065E+12 1.07726E+13 1.45757E+13 1.84556E+13 2.03914E+13 3.26553E+12 6.31266E+12 9.40576E+12 1.33154E+13 1.74214E+13 2.17501E+13
5.32000E+2 4.96058E+12 9.04951E+12 1.33263E+13 1.20297E+12 4.03664E+12 7.38102E+12 1.10227E+13 1.48529E+13 1.88098E+13 2.07839E+13 3.35865E+12 6.49377E+12 9.67622E+12 1.36741E+13 1.78710E+13 2.23233E+13
5.33000E+2 5.09305E+12 9.29833E+12 1.36973E+13 1.30815E+12 4.18647E+12 7.57289E+12 1.12554E+13 1.51256E+13 1.91602E+13 2.11730E+13 3.45666E+12 6.67897E+12 9.94983E+12 1.40340E+13 1.83193E+13 2.28872E+13
5.34000E+2 5.24171E+12 9.54583E+12 1.40465E+13 1.36263E+12 4.29723E+12 7.74631E+12 1.14952E+13 1.54344E+13 1.95662E+13 2.16275E+13 3.56505E+12 6.86947E+12 1.02233E+13 1.43897E+13 1.87591E+13 2.34519E+13
5.35000E+2 5.39749E+12 9.79209E+12 1.43847E+13 1.46394E+12 4.45107E+12 7.95238E+12 1.17536E+13 1.57451E+13 1.99724E+13 2.20814E+13 3.67049E+12 7.05098E+12 1.04817E+13 1.47411E+13 1.92071E+13 2.40179E+13
5.36000E+2 5.53201E+12 1.00386E+13 1.47484E+13 1.58994E+12 4.62674E+12 8.17371E+12 1.20186E+13 1.60526E+13 2.03599E+13 2.25088E+13 3.76864E+12 7.22343E+12 1.07293E+13 1.50921E+13 1.96667E+13 2.45821E+13
5.37000E+2 5.67102E+12 1.02755E+13 1.50866E+13 1.62451E+12 4.72554E+12 8.34741E+12 1.22734E+13 1.63925E+13 2.07603E+13 2.29394E+13 3.86823E+12 7.40153E+12 1.09868E+13 1.54448E+13 2.01185E+13 2.51340E+13
5.38000E+2 5.80450E+12 1.04945E+13 1.53932E+13 1.61652E+12 4.79264E+12 8.50807E+12 1.25383E+13 1.67682E+13 2.11499E+13 2.33360E+13 3.96759E+12 7.58178E+12 1.12490E+13 1.57885E+13 2.05457E+13 2.56371E+13
5.39000E+2 5.91958E+12 1.07028E+13 1.56989E+13 1.66268E+12 4.90667E+12 8.70006E+12 1.28142E+13 1.71317E+13 2.15623E+13 2.37730E+13 4.06149E+12 7.75531E+12 1.15032E+13 1.61146E+13 2.09446E+13 2.61194E+13
5.40000E+2 6.04890E+12 1.09288E+13 1.60254E+13 1.78794E+12 5.08572E+12 8.92994E+12 1.30935E+13 1.74597E+13 2.20400E+13 2.43254E+13 4.14609E+12 7.91826E+12 1.17457E+13 1.64289E+13 2.13322E+13 2.66108E+13
5.41000E+2 6.18076E+12 1.11604E+13 1.63606E+13 1.83489E+12 5.20623E+12 9.13533E+12 1.33904E+13 1.78523E+13 2.25296E+13 2.48633E+13 4.22355E+12 8.07882E+12 1.19908E+13 1.67549E+13 2.17417E+13 2.70800E+13
5.42000E+2 6.30845E+12 1.13819E+13 1.66795E+13 1.82925E+12 5.28387E+12 9.31632E+12 1.36863E+13 1.82704E+13 2.30189E+13 2.53882E+13 4.30711E+12 8.24817E+12 1.22473E+13 1.70948E+13 2.21672E+13 2.75909E+13
5.43000E+2 6.45279E+12 1.16002E+13 1.69719E+13 1.85502E+12 5.38340E+12 9.50358E+12 1.39694E+13 1.86545E+13 2.35251E+13 2.59553E+13 4.40071E+12 8.42685E+12 1.25123E+13 1.74437E+13 2.26023E+13 2.81515E+13
5.44000E+2 6.59879E+12 1.18281E+13 1.72827E+13 1.85005E+12 5.46765E+12 9.69844E+12 1.42872E+13 1.91030E+13 2.40530E+13 2.65229E+13 4.49535E+12 8.60550E+12 1.27762E+13 1.78032E+13 2.30612E+13 2.86787E+13
5.45000E+2 6.74458E+12 1.20714E+13 1.76264E+13 1.85617E+12 5.56786E+12 9.91386E+12 1.46300E+13 1.95809E+13 2.46105E+13 2.71201E+13 4.60489E+12 8.79876E+12 1.30541E+13 1.81859E+13 2.35531E+13 2.92553E+13
5.46000E+2 6.90848E+12 1.23278E+13 1.79766E+13 1.92192E+12 5.71518E+12 1.01536E+13 1.49686E+13 2.00225E+13 2.51953E+13 2.77764E+13 4.72512E+12 9.00741E+12 1.33521E+13 1.85868E+13 2.40605E+13 2.99132E+13
5.47000E+2 7.07531E+12 1.25982E+13 1.83530E+13 1.94832E+12 5.83348E+12 1.03819E+13 1.53174E+13 2.04985E+13 2.57782E+13 2.84126E+13 4.83517E+12 9.21688E+12 1.36624E+13 1.89906E+13 2.45598E+13 3.05822E+13
5.48000E+2 7.23903E+12 1.28793E+13 1.87555E+13 1.96653E+12 5.94963E+12 1.06166E+13 1.56825E+13 2.10014E+13 2.63873E+13 2.90747E+13 4.95779E+12 9.44353E+12 1.39945E+13 1.94292E+13 2.51078E+13 3.12466E+13
5.49000E+2 7.41060E+12 1.31643E+13 1.91572E+13 2.05429E+12 6.12658E+12 1.08926E+13 1.60635E+13 2.14913E+13 2.70539E+13 2.98294E+13 5.09419E+12 9.68045E+12 1.43330E+13 1.98868E+13 2.56889E+13 3.18947E+13
5.50000E+2 7.58868E+12 1.34528E+13 1.95587E+13 2.13057E+12 6.30122E+12 1.11791E+13 1.64697E+13 2.20223E+13 2.77029E+13 3.05373E+13 5.22107E+12 9.90268E+12 1.46516E+13 2.03156E+13 2.62317E+13 3.25275E+13
5.51000E+2 7.77041E+12 1.37565E+13 1.99879E+13 2.16677E+12 6.44855E+12 1.14589E+13 1.68945E+13 2.25999E+13 2.83522E+13 3.12226E+13 5.35499E+12 1.01455E+13 1.50046E+13 2.07883E+13 2.68281E+13 3.32385E+13
5.52000E+2 7.95594E+12 1.40904E+13 2.04767E+13 2.20135E+12 6.59510E+12 1.17392E+13 1.73212E+13 2.31810E+13 2.90823E+13 3.20271E+13 5.50122E+12 1.04137E+13 1.53964E+13 2.13109E+13 2.74856E+13 3.40378E+13
5.53000E+2 8.15133E+12 1.44362E+13 2.09790E+13 2.25174E+12 6.75762E+12 1.20337E+13 1.77593E+13 2.37700E+13 2.98245E+13 3.28457E+13 5.64532E+12 1.06710E+13 1.57682E+13 2.18034E+13 2.81022E+13 3.48357E+13
5.54000E+2 8.35767E+12 1.47769E+13 2.14577E+13 2.33056E+12 6.94655E+12 1.23487E+13 1.82096E+13 2.43615E+13 3.05343E+13 3.36146E+13 5.79628E+12 1.09327E+13 1.61419E+13 2.23048E+13 2.87358E+13 3.56411E+13
5.55000E+2 8.56807E+12 1.51147E+13 2.19255E+13 2.44700E+12 7.16454E+12 1.26774E+13 1.86547E+13 2.49267E+13 3.12491E+13 3.44039E+13 5.95946E+12 1.12143E+13 1.65431E+13 2.28496E+13 2.94297E+13 3.64615E+13
5.56000E+2 8.78613E+12 1.54723E+13 2.24262E+13 2.56420E+12 7.38534E+12 1.30115E+13 1.91079E+13 2.55026E+13 3.19748E+13 3.52044E+13 6.12626E+12 1.15090E+13 1.69672E+13 2.34155E+13 3.01419E+13 3.72727E+13
5.57000E+2 9.01274E+12 1.58610E+13 2.29828E+13 2.65596E+12 7.59187E+12 1.33481E+13 1.95837E+13 2.61235E+13 3.27054E+13 3.59898E+13 6.29883E+12 1.18165E+13 1.74111E+13 2.40009E+13 3.08727E+13 3.81568E+13
5.58000E+2 9.23683E+12 1.62535E+13 2.35503E+13 2.77233E+12 7.81920E+12 1.36979E+13 2.00628E+13 2.67362E+13 3.34376E+13 3.67817E+13 6.47913E+12 1.21333E+13 1.78660E+13 2.46042E+13 3.16286E+13 3.91415E+13
5.59000E+2 9.48003E+12 1.66421E+13 2.40869E+13 2.95081E+12 8.08820E+12 1.40564E+13 2.05107E+13 2.72735E+13 3.41136E+13 3.75269E+13 6.66001E+12 1.24467E+13 1.83132E+13 2.52071E+13 3.23927E+13 4.00716E+13
5.60000E+2 9.76214E+12 1.70372E+13 2.45917E+13 3.19895E+12 8.39714E+12 1.44096E+13 2.08993E+13 2.76920E+13 3.46564E+13 3.81318E+13 6.84816E+12 1.27748E+13 1.87828E+13 2.58347E+13 3.31836E+13 4.09947E+13
5.61000E+2 1.00234E+13 1.74569E+13 2.51733E+13 3.47928E+12 8.72996E+12 1.47725E+13 2.12801E+13 2.80829E+13 3.51437E+13 3.86672E+13 7.05298E+12 1.31401E+13 1.93103E+13 2.65171E+13 3.40236E+13 4.20396E+13
5.62000E+2 1.02538E+13 1.78992E+13 2.58387E+13 3.75776E+12 9.07193E+12 1.51584E+13 2.16992E+13 2.85286E+13 3.56668E+13 3.92289E+13 7.25936E+12 1.35042E+13 1.98341E+13 2.71940E+13 3.48564E+13 4.30927E+13
5.63000E+2 1.05116E+13 1.83396E+13 2.64680E+13 4.03555E+12 9.41840E+12 1.55552E+13 2.21365E+13 2.90002E+13 3.62341E+13 3.98440E+13 7.45969E+12 1.38502E+13 2.03273E+13 2.78448E+13 3.56693E+13 4.40935E+13
5.64000E+2 1.07824E+13 1.87720E+13 2.70649E+13 4.26557E+12 9.72373E+12 1.59249E+13 2.25649E+13 2.94838E+13 3.68279E+13 4.04928E+13 7.66102E+12 1.41987E+13 2.08244E+13 2.85111E+13 3.65104E+13 4.51019E+13
