fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im dev 
0L18 40266 310.02 37.398 1.287924653E-09 2.621994523E+00 1.926671189E+04 1.569581913E-04 4.455944100E+00 1.710249912E+03 0.000000000E+00 1.218916783E-04 5.550000000E+02 1.166431676E-04 3.641290857E-04 2.357260933E-05 2.823692808E-01 8.348164537E-05 1.759378797E-01 
0L19 40892 311.03 37.277 7.483105043E-10 2.511273126E+00 1.836016966E+04 1.614778033E-04 4.671476694E+00 1.649029493E+03 0.000000000E+00 1.220391029E-04 4.328688141E-01 1.166620360E-04 4.666649052E-01 2.356627773E-05 2.826136868E-01 8.338683064E-05 1.539415478E-01 
0L20 41516 312.02 37.159 1.588466857E-09 2.626698973E+00 1.963162615E+04 1.737976581E-04 4.446111266E+00 1.583255706E+03 0.000000000E+00 1.216555826E-04 4.310785942E-01 1.166326262E-04 4.667034730E-01 2.346483721E-05 2.813698574E-01 8.339520375E-05 1.723574829E-01 
0L21 42134 313.02 37.04 1.229177303E-09 2.574450429E+00 1.925255359E+04 1.861274088E-04 4.751976749E+00 1.539391808E+03 0.000000000E+00 1.216131733E-04 4.300881050E-01 1.164795734E-04 4.691689191E-01 2.350371090E-05 2.824591709E-01 8.321102655E-05 1.703503460E-01 
0L22 42750 314.04 36.92 1.821807314E-09 2.608027941E+00 2.004940695E+04 1.919745934E-04 4.697243406E+00 1.467828258E+03 0.000000000E+00 1.212906445E-04 4.274573250E-01 1.164569958E-04 4.710009904E-01 2.344661577E-05 2.797909630E-01 8.379884114E-05 2.116715569E-01 
0L23 43372 315.02 36.805 1.729640750E-09 2.608972533E+00 2.001112564E+04 2.115726566E-04 4.959834420E+00 1.451381309E+03 0.000000000E+00 1.214334802E-04 4.272182014E-01 1.164217717E-04 4.687682293E-01 2.331535976E-05 2.787252308E-01 8.364715011E-05 2.035942218E-01 
0L24 43990 316.04 36.686 2.608025281E-09 2.638283339E+00 2.090708412E+04 2.128627994E-04 4.756968755E+00 1.371645554E+03 0.000000000E+00 1.208210656E-04 4.243708473E-01 1.162220666E-04 4.717278286E-01 2.326620942E-05 2.802713799E-01 8.301334901E-05 1.935573275E-01 
0L25 44612 317.03 36.571 1.454406197E-10 2.296046794E+00 1.579971446E+04 2.673905156E-04 6.628905868E+00 1.487107108E+03 0.000000000E+00 1.237779872E-04 4.235461586E-01 1.167131693E-04 4.669197948E-01 2.308143976E-05 2.768954189E-01 8.335497054E-05 2.883711544E-01 
0L26 45234 318.03 36.456 1.092818457E-09 2.518985126E+00 1.919294502E+04 2.602738889E-04 5.764870945E+00 1.361108929E+03 0.000000000E+00 1.218071150E-04 4.225897793E-01 1.163586381E-04 4.689886990E-01 2.306109880E-05 2.768649809E-01 8.329172951E-05 2.902339658E-01 
0L27 45842 319.02 36.343 1.498883342E-09 2.525552153E+00 1.975331451E+04 2.617573930E-04 5.720830935E+00 1.287322675E+03 0.000000000E+00 1.212970661E-04 5.550000000E+02 1.162200798E-04 3.570605149E-04 2.303116886E-05 2.757677116E-01 8.351431543E-05 3.250656996E-01 
0L28 46462 320.02 36.23 3.540283821E-09 2.638184644E+00 2.205394984E+04 2.702368895E-04 5.382806955E+00 1.225641653E+03 0.000000000E+00 1.204407238E-04 5.550000000E+02 1.159732942E-04 3.560723931E-04 2.291866305E-05 2.746709518E-01 8.344131072E-05 1.438074084E-01 
0L29 47076 321.01 36.118 1.980698729E-09 2.536385429E+00 2.027206715E+04 2.856154061E-04 5.860239414E+00 1.201640845E+03 0.000000000E+00 1.208926494E-04 5.550000000E+02 1.159928408E-04 3.555356745E-04 2.288797405E-05 2.735259081E-01 8.367850752E-05 4.201163203E-01 
0L30 47690 322.03 36.003 7.710971508E-09 2.705780408E+00 2.459224807E+04 2.836164365E-04 5.266902265E+00 1.118358403E+03 0.000000000E+00 1.196433196E-04 4.143132248E-01 1.157388565E-04 4.735408429E-01 2.270729626E-05 2.724100548E-01 8.335703633E-05 1.770299187E-01 
0L31 48910 323.01 35.894 5.809137455E-09 2.648862451E+00 2.338222224E+04 3.000394410E-04 5.576628229E+00 1.101203347E+03 0.000000000E+00 1.201182093E-04 4.132847076E-01 1.159259926E-04 4.731443410E-01 2.266855355E-05 2.704952604E-01 8.380575009E-05 2.146491867E-01 
0L32 49520 324.04 35.78 9.347896606E-09 2.734806249E+00 2.508269432E+04 3.261603295E-04 5.575469607E+00 1.081475776E+03 0.000000000E+00 1.198232376E-04 4.100270912E-01 1.157224049E-04 4.734012059E-01 2.246256581E-05 2.678814520E-01 8.384951929E-05 2.284398634E-01 
0L33 50130 325.01 35.673 7.604399088E-09 2.684773582E+00 2.567225915E+04 3.514844076E-04 6.008067040E+00 1.070603607E+03 0.000000000E+00 1.196583380E-04 4.090632645E-01 1.155094718E-04 4.746379925E-01 2.242696867E-05 2.681415291E-01 8.364039682E-05 8.563113006E-02 
0L34 50730 326.03 35.562 1.113027434E-08 2.717904011E+00 2.769870243E+04 3.648534464E-04 6.093326027E+00 1.030286765E+03 0.000000000E+00 1.192242834E-04 4.073605263E-01 1.154308308E-04 4.776658173E-01 2.246078487E-05 2.680115501E-01 8.380487285E-05 1.311219360E-01 
0L35 51332 327.03 35.453 2.854601215E-09 2.572187447E+00 2.346415877E+04 4.392649056E-04 7.486658503E+00 1.095363470E+03 0.000000000E+00 1.207491168E-04 4.061296257E-01 1.156736667E-04 4.745899288E-01 2.229552437E-05 2.659104956E-01 8.384436027E-05 3.519692340E-01 
0L36 51946 328.04 35.344 1.255147274E-09 2.553524100E+00 2.352699972E+04 5.390623412E-04 8.772752288E+00 1.178696642E+03 0.000000000E+00 1.215974883E-04 4.037471687E-01 1.154042121E-04 4.750886413E-01 2.213633900E-05 2.656042715E-01 8.333870963E-05 5.351101043E-01 
0L37 52612 329.02 35.239 1.433889159E-08 2.743290143E+00 3.109624749E+04 4.500390774E-04 6.893141234E+00 9.892948551E+02 0.000000000E+00 1.188022132E-04 4.014769081E-01 1.148974189E-04 4.775839427E-01 2.203030755E-05 2.638274223E-01 8.350315737E-05 1.791383306E-01 
0L38 53224 330 35.134 7.128269838E-08 2.939857147E+00 3.578880520E+04 3.801251399E-04 5.233838396E+00 8.537310667E+02 0.000000000E+00 1.179585806E-04 4.011986763E-01 1.148279871E-04 4.730131095E-01 2.179116357E-05 2.633254189E-01 8.275511116E-05 1.649164935E-01 
0L39 53990 331.01 35.027 2.881924819E-09 2.615166501E+00 2.589711525E+04 5.915923886E-04 8.784293023E+00 1.056609113E+03 0.000000000E+00 1.205256707E-04 3.989181458E-01 1.148940921E-04 4.741274677E-01 2.173084457E-05 2.609363129E-01 8.328036986E-05 4.204784215E-01 
0L40 54588 332.04 34.918 9.305971922E-10 2.611256131E+00 2.766871101E+04 7.396281522E-04 1.022439294E+01 1.186730566E+03 0.000000000E+00 1.216453346E-04 3.972412483E-01 1.147587123E-04 4.752678068E-01 2.166598319E-05 2.595727114E-01 8.346854335E-05 3.848583398E-01 
0L41 55192 333.02 34.815 2.271187984E-09 2.673057878E+00 2.916777097E+04 7.286631561E-04 9.750317392E+00 1.100476733E+03 0.000000000E+00 1.206960806E-04 3.954117867E-01 1.145650075E-04 4.719406314E-01 2.137907782E-05 2.585299368E-01 8.269690270E-05 3.716600983E-01 
0L42 55874 334.05 34.708 4.906175736E-09 2.750209033E+00 3.655458451E+04 7.603507615E-04 9.662222740E+00 1.069839364E+03 0.000000000E+00 1.193769596E-04 3.938564064E-01 1.141817926E-04 4.766091807E-01 2.143370133E-05 2.564053165E-01 8.359467517E-05 1.945757519E-01 
0L43 56470 335 34.61 9.691135038E-09 2.785853042E+00 4.029770987E+04 7.533552260E-04 9.379672109E+00 1.002333839E+03 0.000000000E+00 1.185079422E-04 3.917768738E-01 1.139363504E-04 4.762402581E-01 2.125823509E-05 2.562587429E-01 8.295695025E-05 1.609803827E-01 
0L44 57140 336.03 34.503 1.744039171E-09 2.739605454E+00 3.570691181E+04 9.307046399E-04 1.088897019E+01 1.134014903E+03 0.000000000E+00 1.205802168E-04 3.902212021E-01 1.142065091E-04 4.744500470E-01 2.114424652E-05 2.554518782E-01 8.277528475E-05 1.626692263E-01 
0L45 57898 337.04 34.4 1.279850422E-08 2.844810869E+00 4.997436826E+04 8.661636099E-04 9.927656847E+00 9.940047503E+02 0.000000000E+00 1.178322576E-04 3.882624115E-01 1.134614256E-04 4.773069943E-01 2.102671277E-05 2.532160919E-01 8.304016878E-05 2.264576830E-01 
0L46 58664 338.03 34.299 7.074979026E-10 2.833973814E+00 5.143304247E+04 1.178352343E-03 1.212379114E+01 1.322378507E+03 0.000000000E+00 1.198082771E-04 3.857319351E-01 1.134391335E-04 4.753974031E-01 2.080201003E-05 2.523613651E-01 8.242941102E-05 2.218057795E-01 
0L47 59344 339.02 34.199 2.499005182E-14 2.758917428E+00 3.952961781E+04 1.724390518E-03 1.650000000E+01 2.827189317E+03 0.000000000E+00 1.298389480E-04 3.851256683E-01 1.134934761E-04 4.729342592E-01 2.067160217E-05 2.497170664E-01 8.277958054E-05 3.298408966E-01 
0L48 60132 340.04 34.097 9.514604435E-14 2.747326272E+00 3.932803750E+04 1.745815260E-03 1.650000000E+01 2.389543836E+03 0.000000000E+00 1.286003406E-04 3.833977341E-01 1.134111148E-04 4.729458250E-01 2.056442436E-05 2.488734806E-01 8.262895835E-05 4.155937691E-01 
