fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im dev 
0L12 36684 305.01 38.013 1.456897109E-09 2.755552639E+00 1.035353197E+04 1.213742920E-04 4.650904073E+00 2.077317187E+03 0.000000000E+00 1.918186398E-04 4.532455894E-01 1.783669515E-04 4.127569067E-01 3.336893343E-05 2.737382578E-01 1.218996875E-04 4.699807993E-02 
0L13 37320 306.03 37.886 2.166670649E-09 2.826135321E+00 1.036936217E+04 1.302014704E-04 4.620492582E+00 1.988630423E+03 0.000000000E+00 1.917674165E-04 4.513516937E-01 1.785145772E-04 4.133714676E-01 3.330652006E-05 2.736875042E-01 1.216946128E-04 9.532422494E-02 
0L14 37974 307.02 37.764 6.595952518E-09 3.026420964E+00 1.134132189E+04 1.380590160E-04 4.420678562E+00 1.888341610E+03 0.000000000E+00 1.904494286E-04 4.499002106E-01 1.783433081E-04 4.138227038E-01 3.320376478E-05 2.759925663E-01 1.203028687E-04 7.889758699E-02 
0L15 38602 308.01 37.642 2.425418758E-09 2.819008691E+00 1.088198629E+04 1.521483386E-04 4.977097384E+00 1.891783127E+03 0.000000000E+00 1.911604511E-04 4.484369667E-01 1.783347828E-04 4.163575645E-01 3.329690929E-05 2.730718460E-01 1.219341346E-04 8.409042321E-02 
0L16 39238 309.02 37.519 1.847713639E-09 2.750242956E+00 1.057603091E+04 1.586982102E-04 5.098397504E+00 1.813130484E+03 0.000000000E+00 1.913305080E-04 4.465459450E-01 1.784600232E-04 4.199906114E-01 3.346930369E-05 2.733865395E-01 1.224252314E-04 1.006023738E-01 
0L17 39866 310.01 37.399 1.032443601E-08 3.061880399E+00 1.221688019E+04 1.640762516E-04 4.588046300E+00 1.695531333E+03 0.000000000E+00 1.895294814E-04 4.457275375E-01 1.785027601E-04 4.186942313E-01 3.331281855E-05 2.737428879E-01 1.216927323E-04 7.747211958E-02 
0L18 40490 311.03 37.277 2.901457567E-09 2.814048469E+00 1.099333869E+04 1.836291317E-04 5.336371917E+00 1.708071527E+03 0.000000000E+00 1.912845626E-04 4.440778419E-01 1.787594706E-04 4.197107110E-01 3.331794571E-05 2.711706905E-01 1.228687793E-04 9.449421471E-02 
0L19 41120 312.01 37.16 4.282786921E-09 2.864843630E+00 1.146562883E+04 1.920454548E-04 5.252116369E+00 1.637028946E+03 0.000000000E+00 1.904768257E-04 5.550000000E+02 1.785090675E-04 3.355786489E-04 3.324662658E-05 2.715647280E-01 1.224279805E-04 6.171053680E-02 
0L20 41746 313.02 37.04 9.664259836E-09 3.016261629E+00 1.244689540E+04 2.056690176E-04 5.106905099E+00 1.568732573E+03 0.000000000E+00 1.896486830E-04 5.550000000E+02 1.786256421E-04 3.354451283E-04 3.325510129E-05 2.714354017E-01 1.225158930E-04 8.838549179E-02 
0L21 42376 314.03 36.921 1.250899719E-08 3.047837952E+00 1.279483828E+04 2.147454185E-04 5.167504111E+00 1.511108398E+03 0.000000000E+00 1.892804481E-04 5.550000000E+02 1.784161629E-04 3.351816850E-04 3.319001571E-05 2.694727148E-01 1.231687093E-04 4.026262641E-02 
0L22 43004 315.02 36.805 6.979248620E-09 2.943962045E+00 1.251008719E+04 2.434738691E-04 5.792736326E+00 1.528291747E+03 0.000000000E+00 1.899860178E-04 5.550000000E+02 1.784243930E-04 3.340970867E-04 3.308414380E-05 2.719046217E-01 1.216766170E-04 7.414020621E-02 
0L23 43900 316.01 36.689 2.006988844E-10 2.219560957E+00 8.281514557E+03 1.939036849E-04 6.990034066E+00 1.340287663E+03 0.000000000E+00 1.928918579E-04 4.355140228E-01 1.782025042E-04 4.261404757E-01 3.307263000E-05 2.674677172E-01 1.236569034E-04 2.106421458E-01 
0L24 44512 317.04 36.57 1.868538155E-08 3.041697729E+00 1.337126312E+04 2.365301244E-04 5.274815384E+00 1.328347017E+03 0.000000000E+00 1.882829113E-04 4.343259880E-01 1.784663426E-04 4.265984758E-01 3.306674446E-05 2.693173956E-01 1.227813175E-04 1.021412603E-01 
0L25 45130 318.03 36.456 1.900439805E-08 3.065823618E+00 1.380188775E+04 2.684006100E-04 5.597803038E+00 1.335460294E+03 0.000000000E+00 1.885127182E-04 4.321290451E-01 1.783051763E-04 4.287006912E-01 3.303175076E-05 2.665097391E-01 1.239502938E-04 9.366261967E-02 
0L26 45742 319.04 36.341 1.990940818E-08 3.051976785E+00 1.345338134E+04 2.729485674E-04 5.539228366E+00 1.271464723E+03 0.000000000E+00 1.886093350E-04 4.306837852E-01 1.785145103E-04 4.276039449E-01 3.287560451E-05 2.670299820E-01 1.231163106E-04 6.919283568E-02 
0L27 47026 319.97 36.235 1.474039136E-08 3.007654855E+00 1.365253505E+04 3.105090565E-04 6.143353005E+00 1.298696847E+03 0.000000000E+00 1.890230163E-04 4.295390541E-01 1.783897302E-04 4.276653383E-01 3.277000878E-05 2.663945532E-01 1.230164243E-04 5.763286870E-02 
0L28 47628 321.03 36.116 3.511520361E-08 3.128090864E+00 1.480657505E+04 3.004149537E-04 5.576640084E+00 1.187999964E+03 0.000000000E+00 1.875003454E-04 4.275404449E-01 1.781120386E-04 4.295180606E-01 3.270784338E-05 2.655232443E-01 1.231881844E-04 3.131587443E-02 
0L29 48248 322.02 36.005 5.185245473E-08 3.201485770E+00 1.576813642E+04 3.181200648E-04 5.608809512E+00 1.154015619E+03 0.000000000E+00 1.871788068E-04 4.252748215E-01 1.780287090E-04 4.301152621E-01 3.256451143E-05 2.627901249E-01 1.239187535E-04 5.630456342E-02 
0L30 48864 323.06 35.889 3.223520556E-08 3.118432832E+00 1.533386451E+04 3.602401988E-04 6.288444468E+00 1.172637181E+03 0.000000000E+00 1.878307587E-04 4.236821083E-01 1.780276320E-04 4.302218826E-01 3.245039862E-05 2.619816511E-01 1.238658204E-04 7.028426146E-02 
0L31 49484 323.99 35.786 6.528211899E-08 3.204793509E+00 1.691694374E+04 3.522350529E-04 5.890948876E+00 1.093334313E+03 0.000000000E+00 1.867265171E-04 4.215882748E-01 1.779138417E-04 4.317777083E-01 3.238608699E-05 2.630029583E-01 1.231415815E-04 1.240996587E-01 
0L32 50080 325.01 35.673 6.389421449E-08 3.212342172E+00 1.668238992E+04 3.777137055E-04 6.010961314E+00 1.073716099E+03 0.000000000E+00 1.871360615E-04 5.550000000E+02 1.780975590E-04 3.263710521E-04 3.225986768E-05 2.607590055E-01 1.237148262E-04 1.175154732E-01 
0L33 50694 326.02 35.563 2.811964956E-07 3.454983246E+00 2.186435383E+04 3.534951307E-04 5.056665493E+00 9.625631516E+02 0.000000000E+00 1.852102274E-04 5.550000000E+02 1.778650494E-04 3.259652501E-04 3.217769305E-05 2.609897604E-01 1.232910326E-04 1.142951671E-01 
0L34 51302 327.02 35.454 2.138217447E-07 3.368976789E+00 2.049001603E+04 3.690358412E-04 5.384682412E+00 9.414627086E+02 0.000000000E+00 1.853382266E-04 5.550000000E+02 1.777835112E-04 3.240091372E-04 3.196993256E-05 2.605969618E-01 1.226804472E-04 6.715947308E-02 
0L35 51916 328.02 35.346 7.687550446E-08 3.208862203E+00 1.812142668E+04 4.503961534E-04 6.741398569E+00 1.010368885E+03 0.000000000E+00 1.868278700E-04 5.550000000E+02 1.778473163E-04 3.237406330E-04 3.195490352E-05 2.597321941E-01 1.230299118E-04 7.082613254E-02 
0L36 52528 329.03 35.238 2.195184438E-07 3.376739000E+00 2.202904545E+04 4.407297507E-04 6.013094003E+00 9.351792501E+02 0.000000000E+00 1.853788407E-04 4.137947983E-01 1.775932954E-04 4.310265594E-01 3.167492715E-05 2.568116167E-01 1.233384211E-04 8.108553544E-02 
0L37 53122 330.02 35.132 1.271464926E-07 3.311334565E+00 2.080723214E+04 5.106626340E-04 6.869290940E+00 9.742742928E+02 0.000000000E+00 1.863366464E-04 4.132789680E-01 1.776089038E-04 4.310245837E-01 3.163807704E-05 2.562310560E-01 1.234736937E-04 7.264567295E-02 
0L38 53742 331.03 35.025 4.806219293E-07 3.498862066E+00 2.736933178E+04 4.788419127E-04 5.974411897E+00 8.787859191E+02 0.000000000E+00 1.846200512E-04 4.097264397E-01 1.773937158E-04 4.327887168E-01 3.145633712E-05 2.560043116E-01 1.228686033E-04 1.068562986E-01 
0L39 54352 332.04 34.918 9.624171258E-07 3.606068215E+00 3.525937288E+04 4.999722742E-04 5.867775635E+00 8.481492547E+02 0.000000000E+00 1.835163108E-04 4.085688980E-01 1.770985968E-04 4.321757708E-01 3.127093297E-05 2.547848475E-01 1.227320969E-04 1.244796613E-01 
0L40 54950 333.01 34.816 7.154290574E-07 3.556978605E+00 3.185481568E+04 5.325606444E-04 6.099713463E+00 8.416177475E+02 0.000000000E+00 1.838408510E-04 4.072150162E-01 1.769203424E-04 4.313603278E-01 3.107719094E-05 2.523188652E-01 1.231663786E-04 5.885469193E-02 
0L41 55720 334 34.713 6.801751397E-07 3.544976900E+00 3.440278016E+04 5.901275866E-04 6.647183295E+00 8.538798160E+02 0.000000000E+00 1.836559014E-04 4.051680214E-01 1.766118180E-04 4.312655132E-01 3.086026507E-05 2.511914345E-01 1.228556687E-04 9.766942883E-02 
0L42 56510 335.03 34.606 2.381629905E-06 3.712923671E+00 4.536496518E+04 5.294549281E-04 5.471398647E+00 7.502734359E+02 0.000000000E+00 1.816673214E-04 4.033233017E-01 1.767362784E-04 4.304220382E-01 3.068128318E-05 2.509919483E-01 1.222405379E-04 6.024004943E-02 
0L43 57112 336.05 34.501 1.633133543E-06 3.661729235E+00 4.662564761E+04 6.254600573E-04 6.324519450E+00 7.980784954E+02 0.000000000E+00 1.823822740E-04 4.017248001E-01 1.764877116E-04 4.304407566E-01 3.051803041E-05 2.492311289E-01 1.224508170E-04 5.852497030E-02 
0L44 57812 336.99 34.405 1.068390345E-05 3.872690258E+00 1.000000000E+05 5.809210360E-04 5.370397602E+00 7.117691880E+02 0.000000000E+00 1.729465197E-04 3.998182144E-01 1.763091733E-04 4.297400169E-01 3.029306948E-05 2.476588442E-01 1.223175478E-04 6.751384279E-02 
