fname time Tem kT_1 Io Et Ud Iph dev 
0025 12:05:52 340.1 34.09 2.484E-002 1.202E-003 5.000E-001 0.000E+000 1.555E-001 
0026 12:09:44 340 34.1 8.890E-001 1.264E-003 5.000E-001 0.000E+000 1.310E-001 
0027 12:14:26 340 34.1 1.885E-005 6.149E-004 5.000E-001 0.000E+000 1.498E-001 
0028 12:19:12 340 34.1 1.881E-001 1.348E-003 5.000E-001 0.000E+000 1.567E-001 
0029 12:23:30 340 34.1 3.016E-005 9.844E-004 5.000E-001 0.000E+000 1.621E-001 
0030 12:29:54 340 34.1 7.048E-004 8.548E-004 5.000E-001 0.000E+000 1.465E-001 
0031 12:33:12 340 34.1 4.885E-006 4.344E-004 5.000E-001 0.000E+000 1.500E-001 
0032 12:39:36 340 34.1 7.559E-005 1.083E-001 5.000E-001 0.000E+000 1.601E-001 
0033 12:44:20 340.1 34.09 7.865E-001 1.261E-003 5.000E-001 0.000E+000 1.311E-001 
0034 12:47:52 339.9 34.11 4.862E-001 2.181E-003 5.000E-001 0.000E+000 1.601E-001 
0035 12:52:52 340.1 34.1 3.854E-001 1.236E-003 5.000E-001 0.000E+000 1.386E-001 
0036 13:00:06 340.1 34.1 1.036E-001 2.117E-003 5.000E-001 0.000E+000 1.622E-001 
0037 13:16:12 339.8 34.12 3.597E-004 9.744E-001 5.000E-001 0.000E+000 1.622E-001 
0038 13:18:48 340.1 34.09 8.320E-001 1.286E-003 5.000E-001 0.000E+000 1.365E-001 
0039 13:28:32 339.9 34.11 2.133E-003 9.047E-004 5.000E-001 0.000E+000 1.477E-001 
0040 13:32:42 340.1 34.09 3.019E-001 1.698E-003 5.000E-001 0.000E+000 1.622E-001 
0041 13:37:40 340.1 34.09 1.489E-005 3.181E-001 5.000E-001 0.000E+000 1.622E-001 
0042 13:42:58 340 34.1 9.757E-001 2.400E-003 5.000E-001 0.000E+000 1.622E-001 
0043 13:48:34 340 34.1 6.414E-001 1.670E-003 5.000E-001 0.000E+000 1.622E-001 
0044 13:52:40 340 34.1 4.858E-002 2.330E-003 5.000E-001 0.000E+000 1.622E-001 
0045 13:57:50 340 34.1 7.464E-001 1.272E-003 5.000E-001 0.000E+000 1.335E-001 
0046 14:04:22 340 34.1 4.522E-003 9.785E-004 5.000E-001 0.000E+000 1.447E-001 
0047 14:08:04 340 34.1 2.363E-001 1.198E-003 5.000E-001 0.000E+000 1.348E-001 
0048 14:13:10 340.1 34.09 7.542E-001 1.465E-003 5.000E-001 0.000E+000 1.600E-001 
0049 14:18:28 340.1 34.09 1.526E-004 7.924E-004 5.000E-001 0.000E+000 1.521E-001 
0050 14:23:04 340.1 34.09 6.799E-002 2.558E-003 5.000E-001 0.000E+000 1.644E-001 
0051 14:28:18 340 34.1 1.938E-001 1.184E-003 5.000E-001 0.000E+000 1.349E-001 
0052 14:34:02 340 34.1 1.531E-004 3.792E-001 5.000E-001 0.000E+000 1.622E-001 
0053 14:37:42 340.1 34.09 1.665E-005 5.868E-004 5.000E-001 0.000E+000 1.515E-001 
0054 14:48:08 340 34.1 4.093E-004 8.424E-004 5.000E-001 0.000E+000 1.498E-001 
0055 14:53:38 339.8 34.12 7.361E-002 1.814E-003 5.000E-001 0.000E+000 1.644E-001 
0056 14:58:08 340 34.1 4.772E-003 2.381E-003 5.000E-001 0.000E+000 1.622E-001 
0057 15:02:26 340 34.1 1.755E-002 1.039E-003 5.000E-001 0.000E+000 1.409E-001 
