N_Fe N_B d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.468000E+10 1.000E+15 3.800E-4 9.9908477E-05 -6.3447790E-03 -4.9240024E-03 -1.7704438E-03 7.9251617E-05 -6.2618036E-03 -4.9005890E-03 -1.6827916E-03 -4.0516547E-03 7.7131651E-03 -5.4556819E-03 7.1994598E-03
1.468000E+10 1.778E+15 1.800E-4 6.2303580E-04 -5.7172500E-03 -4.8585783E-03 -1.6147418E-03 6.2961666E-04 -5.6632696E-03 -4.8374064E-03 -1.5830355E-03 3.9166421E-03 1.5071350E-02 -2.9241369E-02 9.5652973E-03
1.468000E+10 1.778E+15 3.800E-4 1.1773652E-04 -6.2436919E-03 -4.9292932E-03 -1.6631310E-03 1.2077885E-04 -6.1508131E-03 -4.8839315E-03 -1.6095287E-03 7.1517714E-04 1.2335802E-02 -3.8335548E-02 9.0206201E-03
1.468000E+10 3.162E+15 1.800E-4 6.4176410E-04 -5.6635221E-03 -4.8487353E-03 -1.5815224E-03 6.6340650E-04 -5.6100687E-03 -4.8254827E-03 -1.5666442E-03 2.0883607E-02 3.1384760E-02 -1.7685297E-01 1.3237948E-02
1.468000E+10 3.162E+15 3.800E-4 1.4581477E-04 -6.1470185E-03 -4.9048467E-03 -1.6042525E-03 1.8047895E-04 -6.0522949E-03 -4.8590347E-03 -1.5786809E-03 1.2831830E-02 2.4658208E-02 -4.1153553E-01 1.2734538E-02
1.468000E+10 5.623E+15 1.800E-4 6.7547639E-04 -5.6086905E-03 -4.8336367E-03 -1.5671476E-03 7.2099068E-04 -5.5476141E-03 -4.8153502E-03 -1.5608027E-03 -2.9010953E-01 -2.6113578E-01 -5.9638633E-02 2.8290616E-02
1.468000E+10 5.623E+15 3.800E-4 1.9150215E-04 -6.0561342E-03 -4.8720832E-03 -1.5786211E-03 2.7457334E-04 -5.9442220E-03 -4.8377834E-03 -1.5672499E-03 -8.4851769E-01 -5.5891199E-01 -7.0096739E-02 2.7994230E-02
1.468000E+10 1.000E+16 1.800E-4 7.3579248E-04 -5.5409949E-03 -4.8205438E-03 -1.5609081E-03 8.2190340E-04 -5.4538099E-03 -4.8074044E-03 -1.5582280E-03 -3.7609220E-02 -3.2621555E-02 -1.8760355E-02 -3.1668015E-02
1.468000E+10 1.000E+16 3.800E-4 2.6484041E-04 -5.9586864E-03 -4.8447575E-03 -1.5659981E-03 4.2527173E-04 -5.7971633E-03 -4.8211588E-03 -1.5614223E-03 -3.3484458E-02 -3.0214312E-02 -1.9154230E-02 -3.0923440E-02
1.468000E+10 1.778E+16 1.800E-4 8.3998234E-04 -5.4427041E-03 -4.8103326E-03 -1.5578366E-03 9.9526354E-04 -5.3022273E-03 -4.8003047E-03 -1.5567774E-03 -2.4807889E-02 -2.1520975E-02 -8.8774772E-03 -4.7983098E-03
1.468000E+10 1.778E+16 3.800E-4 3.7557841E-04 -5.8406241E-03 -4.8232128E-03 -1.5589188E-03 6.5617388E-04 -5.5879743E-03 -4.8066510E-03 -1.5575148E-03 -2.1991921E-02 -1.9511132E-02 -8.3138025E-03 -3.7296827E-03
1.468000E+10 3.162E+16 1.800E-4 1.0067041E-03 -5.2959497E-03 -4.8017561E-03 -1.5562237E-03 1.2705465E-03 -5.0695206E-03 -4.7928975E-03 -1.5558526E-03 -1.9676287E-02 -1.7613675E-02 -5.7312783E-03 -1.2526188E-03
1.468000E+10 3.162E+16 3.800E-4 5.2642039E-04 -5.6953515E-03 -4.8055693E-03 -1.5542939E-03 9.7566865E-04 -5.3118849E-03 -4.7923038E-03 -1.5543568E-03 -1.7529260E-02 -1.5867258E-02 -4.9894478E-03 -4.8414117E-05
1.468000E+10 5.623E+16 1.800E-4 1.2423637E-03 -5.0945624E-03 -4.7940249E-03 -1.5555842E-03 1.6627157E-03 -4.7387845E-03 -4.7843376E-03 -1.5553088E-03 -1.7215842E-02 -1.5852604E-02 -4.8130736E-03 -7.4542546E-04
1.468000E+10 5.623E+16 3.800E-4 7.1220106E-04 -5.5253870E-03 -4.7908116E-03 -1.5510480E-03 1.3900936E-03 -4.9536617E-03 -4.7767634E-03 -1.5517256E-03 -1.5532273E-02 -1.4376667E-02 -4.1558618E-03 8.0326108E-04
1.468000E+10 1.000E+17 1.800E-4 1.5311718E-03 -4.8520250E-03 -4.7875848E-03 -1.5558706E-03 2.1458929E-03 -4.3288437E-03 -4.7757904E-03 -1.5555305E-03 -1.5657693E-02 -1.4675558E-02 -4.4785576E-03 -6.9052960E-04
1.468000E+10 1.000E+17 3.800E-4 9.4887171E-04 -5.3177070E-03 -4.7788454E-03 -1.5494428E-03 1.9090088E-03 -4.5018138E-03 -4.7618320E-03 -1.5501874E-03 -1.4399316E-02 -1.3537231E-02 -3.9282454E-03 7.3025928E-04
2.154000E+10 1.000E+15 1.800E-4 6.1791173E-04 -5.8254571E-03 -4.8772786E-03 -1.7139330E-03 6.1010431E-04 -5.7595299E-03 -4.8626597E-03 -1.6487545E-03 -2.6021529E-03 8.6343180E-03 -4.5410368E-03 6.9255561E-03
2.154000E+10 1.000E+15 3.800E-4 1.1901443E-04 -6.4312595E-03 -4.9741323E-03 -1.8340979E-03 8.7619429E-05 -6.3242284E-03 -4.9369551E-03 -1.7253400E-03 -4.2522751E-03 7.0666520E-03 -6.6185497E-03 6.5340692E-03
2.154000E+10 1.778E+15 1.800E-4 6.2904396E-04 -5.7553835E-03 -4.8833474E-03 -1.6367141E-03 6.3655018E-04 -5.6810963E-03 -4.8521213E-03 -1.5939070E-03 3.0583022E-03 1.4444023E-02 -3.2630532E-02 9.2573715E-03
2.154000E+10 1.778E+15 3.800E-4 1.3895036E-04 -6.2995635E-03 -4.9784680E-03 -1.6938687E-03 1.4113154E-04 -6.1766952E-03 -4.9121701E-03 -1.6282797E-03 3.5785944E-04 1.1624795E-02 -4.9416930E-02 8.3944411E-03
2.154000E+10 3.162E+15 1.800E-4 6.4861588E-04 -5.6862278E-03 -4.8686751E-03 -1.5918246E-03 6.7658008E-04 -5.6127542E-03 -4.8350845E-03 -1.5714334E-03 1.8455879E-02 2.9887914E-02 -2.1866790E-01 1.3017605E-02
2.154000E+10 3.162E+15 3.800E-4 1.6919087E-04 -6.1773159E-03 -4.9415658E-03 -1.6208322E-03 2.1557972E-04 -6.0486147E-03 -4.8774231E-03 -1.5875905E-03 1.1918904E-02 2.3643813E-02 -2.3708426E+00 1.2610918E-02
2.154000E+10 5.623E+15 1.800E-4 6.8343010E-04 -5.6199124E-03 -4.8469643E-03 -1.5726271E-03 7.4359650E-04 -5.5368094E-03 -4.8208706E-03 -1.5636491E-03 -2.6407058E-01 -2.4931829E-01 -6.0828155E-02 2.8693126E-02
2.154000E+10 5.623E+15 3.800E-4 2.1714073E-04 -6.0665234E-03 -4.8966125E-03 -1.5877135E-03 3.3048925E-04 -5.9128946E-03 -4.8490136E-03 -1.5721080E-03 -8.5711644E-01 -5.7061852E-01 -7.4262893E-02 2.9288275E-02
2.154000E+10 1.000E+16 1.800E-4 7.4511903E-04 -5.5441708E-03 -4.8288997E-03 -1.5639893E-03 8.6009515E-04 -5.4265042E-03 -4.8102839E-03 -1.5601104E-03 -3.4488222E-02 -3.0335859E-02 -1.8555836E-02 -3.0820483E-02
2.154000E+10 1.000E+16 3.800E-4 2.9267874E-04 -5.9549036E-03 -4.8595366E-03 -1.5716091E-03 5.1194753E-04 -5.7336823E-03 -4.8271665E-03 -1.5648966E-03 -3.2207725E-02 -2.9292044E-02 -1.9061194E-02 -3.0687696E-02
2.154000E+10 1.778E+16 1.800E-4 8.5085125E-04 -5.4402877E-03 -4.8153998E-03 -1.5596416E-03 1.0595915E-03 -5.2509488E-03 -4.8015454E-03 -1.5581585E-03 -2.2973060E-02 -2.0014572E-02 -8.5467859E-03 -4.5969230E-03
2.154000E+10 1.778E+16 3.800E-4 4.0516335E-04 -5.8275328E-03 -4.8320277E-03 -1.5620345E-03 7.8684053E-04 -5.4841232E-03 -4.8095124E-03 -1.5601145E-03 -2.1230561E-02 -1.8887167E-02 -8.1757880E-03 -3.5888046E-03
2.154000E+10 3.162E+16 1.800E-4 1.0190259E-03 -5.2897628E-03 -4.8047550E-03 -1.5573164E-03 1.3753123E-03 -4.9843464E-03 -4.7929635E-03 -1.5568656E-03 -1.8392952E-02 -1.6479127E-02 -5.3296986E-03 -1.0661824E-03
2.154000E+10 3.162E+16 3.800E-4 5.5697245E-04 -5.6767352E-03 -4.8105829E-03 -1.5560737E-03 1.1628070E-03 -5.1606424E-03 -4.7932628E-03 -1.5563215E-03 -1.6979482E-02 -1.5376911E-02 -4.7340945E-03 1.6015378E-04
2.154000E+10 5.623E+16 1.800E-4 1.2557256E-03 -5.0859661E-03 -4.7957856E-03 -1.5562522E-03 1.8250839E-03 -4.6050306E-03 -4.7831845E-03 -1.5560176E-03 -1.6265528E-02 -1.4969624E-02 -4.3812929E-03 -5.0338401E-04
2.154000E+10 5.623E+16 3.800E-4 7.4307235E-04 -5.5037132E-03 -4.7934972E-03 -1.5522218E-03 1.6464392E-03 -4.7438335E-03 -4.7760994E-03 -1.5532316E-03 -1.5087302E-02 -1.3956031E-02 -3.7711525E-03 8.7482828E-04
2.154000E+10 1.000E+17 1.800E-4 1.5450400E-03 -4.8421146E-03 -4.7886539E-03 -1.5562904E-03 2.3781793E-03 -4.1343802E-03 -4.7735299E-03 -1.5560776E-03 -1.4958127E-02 -1.4009823E-02 -4.0406350E-03 -3.5224249E-04
2.154000E+10 1.000E+17 3.800E-4 9.7947110E-04 -5.2946701E-03 -4.7804255E-03 -1.5501107E-03 2.2401438E-03 -4.2270243E-03 -4.7599910E-03 -1.5515016E-03 -1.4003680E-02 -1.3149905E-02 -3.4776574E-03 1.0248851E-03
3.162000E+10 1.000E+15 1.800E-4 6.2577500E-04 -5.9006127E-03 -4.9116720E-03 -1.7696828E-03 6.1311995E-04 -5.8116924E-03 -4.8887973E-03 -1.6837622E-03 -2.8877451E-03 8.1919391E-03 -5.2611093E-03 6.5491923E-03
3.162000E+10 1.000E+15 3.800E-4 1.4670450E-04 -6.5361351E-03 -5.0508864E-03 -1.8978990E-03 9.9771076E-05 -6.4048322E-03 -4.9891074E-03 -1.7755586E-03 -4.4166544E-03 6.2524152E-03 -8.8019119E-03 5.6186000E-03
3.162000E+10 1.778E+15 1.800E-4 6.3783485E-04 -5.8069445E-03 -4.9188918E-03 -1.6648095E-03 6.4667249E-04 -5.7057961E-03 -4.8728797E-03 -1.6090421E-03 2.4692367E-03 1.3838997E-02 -3.8474608E-02 8.8614325E-03
3.162000E+10 1.778E+15 3.800E-4 1.6949154E-04 -6.3679653E-03 -5.0491370E-03 -1.7245146E-03 1.7032184E-04 -6.2099940E-03 -4.9526104E-03 -1.6515028E-03 9.9708085E-05 1.0799499E-02 -7.2466105E-02 7.3441531E-03
3.162000E+10 3.162E+15 1.800E-4 6.5862549E-04 -5.7174006E-03 -4.8966561E-03 -1.6058670E-03 6.9576442E-04 -5.6162329E-03 -4.8489273E-03 -1.5781968E-03 1.6792827E-02 2.8652182E-02 -3.2074686E-01 1.2956312E-02
3.162000E+10 3.162E+15 3.800E-4 2.0266330E-04 -6.2147500E-03 -4.9918683E-03 -1.6405032E-03 2.6544433E-04 -6.0426352E-03 -4.9035613E-03 -1.5995561E-03 1.1288688E-02 2.2619466E-02 4.5659332E-01 1.2403032E-02
3.162000E+10 5.623E+15 1.800E-4 6.9503369E-04 -5.6354907E-03 -4.8662896E-03 -1.5798434E-03 7.7640720E-04 -5.5211452E-03 -4.8293926E-03 -1.5672503E-03 -2.4715910E-01 -2.4071222E-01 -6.2644065E-02 2.9447432E-02
3.162000E+10 5.623E+15 3.800E-4 2.5369060E-04 -6.0790195E-03 -4.9295761E-03 -1.6002027E-03 4.0888591E-04 -5.8696166E-03 -4.8648422E-03 -1.5793743E-03 -9.0719513E-01 -6.0971067E-01 -8.0372726E-02 3.1251606E-02
3.162000E+10 1.000E+16 1.800E-4 7.5870303E-04 -5.5485418E-03 -4.8408794E-03 -1.5683193E-03 9.1521815E-04 -5.3872439E-03 -4.8149654E-03 -1.5625706E-03 -3.2361513E-02 -2.8804862E-02 -1.8265429E-02 -3.0714142E-02
3.162000E+10 1.000E+16 3.800E-4 3.3221806E-04 -5.9488473E-03 -4.8804723E-03 -1.5787805E-03 6.3106733E-04 -5.6477094E-03 -4.8366596E-03 -1.5696124E-03 -3.1320125E-02 -2.8687423E-02 -1.9148604E-02 -2.8874325E-02
3.162000E+10 1.778E+16 1.800E-4 8.6666271E-04 -5.4367979E-03 -4.8226759E-03 -1.5622106E-03 1.1515283E-03 -5.1781351E-03 -4.8038229E-03 -1.5599346E-03 -2.1703944E-02 -1.8982495E-02 -8.1797256E-03 -4.8575409E-03
3.162000E+10 1.778E+16 3.800E-4 4.4707993E-04 -5.8089133E-03 -4.8442558E-03 -1.5665749E-03 9.6128671E-04 -5.3473345E-03 -4.8151044E-03 -1.5635004E-03 -2.0637806E-02 -1.8398207E-02 -7.8163330E-03 -4.0818479E-03
3.162000E+10 3.162E+16 1.800E-4 1.0369327E-03 -5.2807755E-03 -4.8091143E-03 -1.5588780E-03 1.5228007E-03 -4.8650308E-03 -4.7935945E-03 -1.5581971E-03 -1.7486125E-02 -1.5675782E-02 -4.9435128E-03 -1.1147412E-03
3.162000E+10 3.162E+16 3.800E-4 6.0023906E-04 -5.6503295E-03 -4.8177090E-03 -1.5586544E-03 1.4039198E-03 -4.9680629E-03 -4.7963697E-03 -1.5589178E-03 -1.6504076E-02 -1.4939582E-02 -4.3307447E-03 9.0184608E-05
3.162000E+10 5.623E+16 1.800E-4 1.2751283E-03 -5.0734934E-03 -4.7983781E-03 -1.5572353E-03 2.0484634E-03 -4.4219141E-03 -4.7823114E-03 -1.5571252E-03 -1.5566337E-02 -1.4319410E-02 -3.9592909E-03 -2.5682081E-04
3.162000E+10 5.623E+16 3.800E-4 7.8684059E-04 -5.4729940E-03 -4.7975191E-03 -1.5537457E-03 1.9639135E-03 -4.4867224E-03 -4.7772986E-03 -1.5553741E-03 -1.4660536E-02 -1.3540980E-02 -3.2794750E-03 1.0561637E-03
3.162000E+10 1.000E+17 1.800E-4 1.5651745E-03 -4.8277319E-03 -4.7902532E-03 -1.5568462E-03 2.6879677E-03 -3.8766404E-03 -4.7715677E-03 -1.5572903E-03 -1.4404499E-02 -1.3478518E-02 -3.5814217E-03 4.6848894E-04
3.162000E+10 1.000E+17 3.800E-4 1.0229605E-03 -5.2619445E-03 -4.7826727E-03 -1.5510649E-03 2.6353105E-03 -3.9024261E-03 -4.7600149E-03 -1.5535590E-03 -1.3598256E-02 -1.2746264E-02 -2.9119188E-03 1.4757405E-03
4.642000E+10 1.000E+15 1.800E-4 6.3729175E-04 -5.9980050E-03 -4.9633271E-03 -1.8354288E-03 6.1753709E-04 -5.8817158E-03 -4.9267068E-03 -1.7283196E-03 -3.0910512E-03 7.6312524E-03 -6.4059413E-03 5.9793107E-03
4.642000E+10 1.000E+15 3.800E-4 1.8655401E-04 -6.6537700E-03 -5.1675904E-03 -1.9445176E-03 1.1733716E-04 -6.5044549E-03 -5.0584065E-03 -1.8340948E-03 -4.5653868E-03 5.2436428E-03 -1.3880662E-02 4.1649666E-03
4.642000E+10 1.778E+15 1.800E-4 6.5068163E-04 -5.8745338E-03 -4.9703432E-03 -1.6975503E-03 6.6141299E-04 -5.7391976E-03 -4.9026819E-03 -1.6291285E-03 2.0610670E-03 1.3163727E-02 -4.7485811E-02 8.1248840E-03
4.642000E+10 1.778E+15 3.800E-4 2.1305480E-04 -6.4466021E-03 -5.1442155E-03 -1.7522287E-03 2.1176715E-04 -6.2507044E-03 -5.0064942E-03 -1.6797954E-03 -9.4828189E-05 9.8564811E-03 -1.8823412E-01 6.1873511E-03
4.642000E+10 3.162E+15 1.800E-4 6.7321831E-04 -5.7591296E-03 -4.9359943E-03 -1.6236726E-03 7.2360854E-04 -5.6206365E-03 -4.8686723E-03 -1.5875611E-03 1.5651023E-02 2.7561451E-02 -8.2747179E-01 1.2800881E-02
4.642000E+10 3.162E+15 3.800E-4 2.5005893E-04 -6.2581521E-03 -5.0587353E-03 -1.6621118E-03 3.3528646E-04 -6.0329440E-03 -4.9402825E-03 -1.6148205E-03 1.0850204E-02 2.1540706E-02 1.9439289E-01 1.1987238E-02
4.642000E+10 5.623E+15 1.800E-4 7.1191119E-04 -5.6566088E-03 -4.8927827E-03 -1.5902879E-03 8.2379330E-04 -5.4985246E-03 -4.8412936E-03 -1.5728626E-03 -2.3677815E-01 -2.3705013E-01 -6.5415366E-02 3.0913635E-02
4.642000E+10 5.623E+15 3.800E-4 3.0512862E-04 -6.0925398E-03 -4.9735703E-03 -1.6160397E-03 5.1668880E-04 -5.8111199E-03 -4.8880230E-03 -1.5893778E-03 -1.0212091E+00 -6.8193648E-01 -8.4819699E-02 3.1162167E-02
4.642000E+10 1.000E+16 1.800E-4 7.7842616E-04 -5.5542724E-03 -4.8582113E-03 -1.5740624E-03 9.9415826E-04 -5.3315240E-03 -4.8218816E-03 -1.5662976E-03 -3.0908604E-02 -2.7791674E-02 -1.8332914E-02 -2.8221259E-02
4.642000E+10 1.000E+16 3.800E-4 3.8759104E-04 -5.9389897E-03 -4.9082886E-03 -1.5888735E-03 7.9047110E-04 -5.5350604E-03 -4.8512307E-03 -1.5763415E-03 -3.0693882E-02 -2.8262751E-02 -1.8815389E-02 -3.1639806E-02
4.642000E+10 1.778E+16 1.800E-4 8.8957250E-04 -5.4314703E-03 -4.8331489E-03 -1.5658787E-03 1.2813693E-03 -5.0760528E-03 -4.8075017E-03 -1.5626904E-03 -2.0812308E-02 -1.8264100E-02 -7.9229123E-03 -4.7499546E-03
4.642000E+10 1.778E+16 3.800E-4 5.0560131E-04 -5.7825516E-03 -4.8613125E-03 -1.5725167E-03 1.1860999E-03 -5.1742795E-03 -4.8245254E-03 -1.5685227E-03 -2.0141389E-02 -1.7984825E-02 -7.4784281E-03 -3.9256881E-03
4.642000E+10 3.162E+16 1.800E-4 1.0628366E-03 -5.2677301E-03 -4.8153688E-03 -1.5611590E-03 1.7267281E-03 -4.7012304E-03 -4.7952625E-03 -1.5603312E-03 -1.6822905E-02 -1.5088766E-02 -4.5772971E-03 -9.7128311E-04
4.642000E+10 3.162E+16 3.800E-4 6.6059763E-04 -5.6135604E-03 -4.8275103E-03 -1.5624072E-03 1.7016700E-03 -4.7337717E-03 -4.8027421E-03 -1.5629942E-03 -1.6061409E-02 -1.4525287E-02 -3.8411793E-03 2.9312046E-04
4.642000E+10 5.623E+16 1.800E-4 1.3031750E-03 -5.0554160E-03 -4.8021193E-03 -1.5586426E-03 2.3477203E-03 -4.1784145E-03 -4.7823685E-03 -1.5590693E-03 -1.5019858E-02 -1.3804227E-02 -3.5231671E-03 3.1925071E-04
4.642000E+10 5.623E+16 3.800E-4 8.4800234E-04 -5.4301801E-03 -4.8031533E-03 -1.5559642E-03 2.3400789E-03 -4.1860153E-03 -4.7815301E-03 -1.5588745E-03 -1.4237430E-02 -1.3122600E-02 -2.7184468E-03 1.6407435E-03
4.642000E+10 1.000E+17 1.800E-4 1.5942710E-03 -4.8068913E-03 -4.7925554E-03 -1.5576535E-03 3.0864687E-03 -3.5478098E-03 -4.7703009E-03 -1.5595211E-03 -1.3928056E-02 -1.3015496E-02 -3.1157524E-03 1.4893037E-03
4.642000E+10 1.000E+17 3.800E-4 1.0839258E-03 -5.2162801E-03 -4.7858712E-03 -1.5525114E-03 3.0886108E-03 -3.5345870E-03 -4.7629476E-03 -1.5569685E-03 -1.3192111E-02 -1.2337792E-02 -2.3038558E-03 2.3113706E-03
6.813000E+10 1.000E+15 1.800E-4 6.5413973E-04 -6.1180910E-03 -5.0433649E-03 -1.9016435E-03 6.2399796E-04 -5.9728244E-03 -4.9793297E-03 -1.7826780E-03 -3.2420127E-03 6.9290433E-03 -9.0053302E-03 5.1540519E-03
6.813000E+10 1.000E+15 3.800E-4 2.4328428E-04 -6.7774528E-03 -5.3323837E-03 -1.9592080E-03 1.4255714E-04 -6.6211911E-03 -5.1548605E-03 -1.8913503E-03 -4.7146842E-03 4.1083776E-03 -2.3850491E-02 2.2017137E-03
6.813000E+10 1.778E+15 1.800E-4 6.6940684E-04 -5.9594973E-03 -5.0449533E-03 -1.7305557E-03 6.8280129E-04 -5.7829707E-03 -4.9447630E-03 -1.6538863E-03 1.7743325E-03 1.2376829E-02 -7.5115851E-02 7.2246563E-03
6.813000E+10 1.778E+15 3.800E-4 2.7434897E-04 -6.5296779E-03 -5.2605869E-03 -1.7772850E-03 2.6977305E-04 -6.2974692E-03 -5.0760678E-03 -1.7130399E-03 -2.5036593E-04 8.8023949E-03 2.4777124E-01 5.0704710E-03
6.813000E+10 3.162E+15 1.800E-4 6.9442556E-04 -5.8128839E-03 -4.9909286E-03 -1.6447582E-03 7.6381279E-04 -5.6255784E-03 -4.8966757E-03 -1.6006793E-03 1.4858344E-02 2.6485679E-02 8.6686929E-01 1.2262875E-02
6.813000E+10 3.162E+15 3.800E-4 3.1611259E-04 -6.3042159E-03 -5.1391331E-03 -1.6886897E-03 4.3120454E-04 -6.0173379E-03 -4.9879371E-03 -1.6350906E-03 1.0542056E-02 2.0405330E-02 1.1438141E-01 1.2204470E-02
6.813000E+10 5.623E+15 1.800E-4 7.3636567E-04 -5.6842710E-03 -4.9295738E-03 -1.6040475E-03 8.9172233E-04 -5.4662264E-03 -4.8589695E-03 -1.5806504E-03 -2.3140316E-01 -2.3670659E-01 -6.5950710E-02 2.9767294E-02
6.813000E+10 5.623E+15 3.800E-4 3.7623862E-04 -6.1048407E-03 -5.0308414E-03 -1.6343246E-03 6.6105781E-04 -5.7344829E-03 -4.9204509E-03 -1.6025202E-03 -1.2718436E+00 -8.2559787E-01 -9.9944205E-02 3.3911329E-02
6.813000E+10 1.000E+16 1.800E-4 8.0691404E-04 -5.5615411E-03 -4.8818236E-03 -1.5826665E-03 1.1059785E-03 -5.2534859E-03 -4.8326205E-03 -1.5715826E-03 -2.9913448E-02 -2.7111048E-02 -1.7902814E-02 -3.1868602E-02
