r0 AplusA epsL
5.000E-9 3.900E-9 -4.905E-2
5.000E-9 3.950E-9 -5.031E-2
5.000E-9 4.000E-9 -5.159E-2
1.500E-8 3.000E-10 2.912E-4
1.500E-8 3.500E-10 3.963E-4
1.500E-8 4.000E-10 5.176E-4
1.500E-8 4.500E-10 6.551E-4
1.500E-8 5.000E-10 8.087E-4
1.500E-8 5.500E-10 9.785E-4
1.500E-8 6.000E-10 1.164E-3
1.500E-8 6.500E-10 1.366E-3
1.500E-8 7.000E-10 1.585E-3
1.500E-8 7.500E-10 1.819E-3
1.500E-8 8.000E-10 2.069E-3
1.500E-8 8.500E-10 2.336E-3
1.500E-8 9.000E-10 2.618E-3
1.500E-8 9.500E-10 2.917E-3
1.500E-8 1.000E-9 3.232E-3
1.500E-8 1.050E-9 3.563E-3
1.500E-8 1.100E-9 3.909E-3
1.500E-8 1.150E-9 4.272E-3
1.500E-8 1.200E-9 4.651E-3
1.500E-8 1.250E-9 5.046E-3
1.500E-8 1.300E-9 5.457E-3
1.500E-8 1.350E-9 5.884E-3
1.500E-8 1.400E-9 6.327E-3
1.500E-8 1.450E-9 6.785E-3
1.500E-8 1.500E-9 7.260E-3
1.500E-8 1.550E-9 7.751E-3
1.500E-8 1.600E-9 8.257E-3
1.500E-8 1.650E-9 8.779E-3
1.500E-8 1.700E-9 9.318E-3
1.500E-8 1.750E-9 9.871E-3
1.500E-8 1.800E-9 1.044E-2
1.500E-8 1.850E-9 1.103E-2
1.500E-8 1.900E-9 1.163E-2
1.500E-8 1.950E-9 1.225E-2
1.500E-8 2.000E-9 1.288E-2
1.500E-8 2.050E-9 1.353E-2
1.500E-8 2.100E-9 1.419E-2
1.500E-8 2.150E-9 1.487E-2
1.500E-8 2.200E-9 1.557E-2
1.500E-8 2.250E-9 1.628E-2
1.500E-8 2.300E-9 1.700E-2
1.500E-8 2.350E-9 1.774E-2
1.500E-8 2.400E-9 1.850E-2
1.500E-8 2.450E-9 1.927E-2
1.500E-8 2.500E-9 2.006E-2
1.500E-8 2.550E-9 2.087E-2
1.500E-8 2.600E-9 2.168E-2
1.500E-8 2.650E-9 2.252E-2
1.500E-8 2.700E-9 2.337E-2
1.500E-8 2.750E-9 2.423E-2
1.500E-8 2.800E-9 2.511E-2
1.500E-8 2.850E-9 2.601E-2
1.500E-8 2.900E-9 2.692E-2
1.500E-8 2.950E-9 2.784E-2
1.500E-8 3.000E-9 2.878E-2
1.500E-8 3.050E-9 2.974E-2
1.500E-8 3.100E-9 3.071E-2
1.500E-8 3.150E-9 3.169E-2
1.500E-8 3.200E-9 3.270E-2
1.500E-8 3.250E-9 3.371E-2
1.500E-8 3.300E-9 3.474E-2
1.500E-8 3.350E-9 3.578E-2
1.500E-8 3.400E-9 3.684E-2
1.500E-8 3.450E-9 3.792E-2
1.500E-8 3.500E-9 3.901E-2
1.500E-8 3.550E-9 4.011E-2
1.500E-8 3.600E-9 4.123E-2
1.500E-8 3.650E-9 4.236E-2
1.500E-8 3.700E-9 4.350E-2
1.500E-8 3.750E-9 4.466E-2
1.500E-8 3.800E-9 4.584E-2
1.500E-8 3.850E-9 4.703E-2
1.500E-8 3.900E-9 4.823E-2
1.500E-8 3.950E-9 4.945E-2
1.500E-8 4.000E-9 5.068E-2
2.500E-8 3.000E-10 5.354E-4
2.500E-8 3.500E-10 7.288E-4
2.500E-8 4.000E-10 9.519E-4
2.500E-8 4.500E-10 1.205E-3
2.500E-8 5.000E-10 1.488E-3
2.500E-8 5.500E-10 1.800E-3
2.500E-8 6.000E-10 2.142E-3
2.500E-8 6.500E-10 2.515E-3
2.500E-8 7.000E-10 2.917E-3
2.500E-8 7.500E-10 3.349E-3
2.500E-8 8.000E-10 3.810E-3
2.500E-8 8.500E-10 4.302E-3
2.500E-8 9.000E-10 4.824E-3
2.500E-8 9.500E-10 5.375E-3
2.500E-8 1.000E-9 5.957E-3
2.500E-8 1.050E-9 6.568E-3
2.500E-8 1.100E-9 7.210E-3
2.500E-8 1.150E-9 7.882E-3
2.500E-8 1.200E-9 8.584E-3
2.500E-8 1.250E-9 9.315E-3
2.500E-8 1.300E-9 1.008E-2
2.500E-8 1.350E-9 1.087E-2
2.500E-8 1.400E-9 1.169E-2
2.500E-8 1.450E-9 1.254E-2
2.500E-8 1.500E-9 1.343E-2
2.500E-8 1.550E-9 1.434E-2
2.500E-8 1.600E-9 1.528E-2
2.500E-8 1.650E-9 1.626E-2
2.500E-8 1.700E-9 1.726E-2
2.500E-8 1.750E-9 1.830E-2
2.500E-8 1.800E-9 1.936E-2
2.500E-8 1.850E-9 2.046E-2
2.500E-8 1.900E-9 2.159E-2
2.500E-8 1.950E-9 2.274E-2
2.500E-8 2.000E-9 2.393E-2
2.500E-8 2.050E-9 2.515E-2
2.500E-8 2.100E-9 2.640E-2
2.500E-8 2.150E-9 2.768E-2
2.500E-8 2.200E-9 2.899E-2
2.500E-8 2.250E-9 3.034E-2
2.500E-8 2.300E-9 3.171E-2
2.500E-8 2.350E-9 3.312E-2
2.500E-8 2.400E-9 3.455E-2
2.500E-8 2.450E-9 3.602E-2
2.500E-8 2.500E-9 3.752E-2
2.500E-8 2.550E-9 3.905E-2
2.500E-8 2.600E-9 4.061E-2
2.500E-8 2.650E-9 4.220E-2
2.500E-8 2.700E-9 4.383E-2
2.500E-8 2.750E-9 4.548E-2
2.500E-8 2.800E-9 4.717E-2
2.500E-8 2.850E-9 4.889E-2
2.500E-8 2.900E-9 5.064E-2
2.500E-8 2.950E-9 5.243E-2
2.500E-8 3.000E-9 5.424E-2
2.500E-8 3.050E-9 5.609E-2
2.500E-8 3.100E-9 5.797E-2
2.500E-8 3.150E-9 5.988E-2
2.500E-8 3.200E-9 6.182E-2
2.500E-8 3.250E-9 6.380E-2
2.500E-8 3.300E-9 6.581E-2
2.500E-8 3.350E-9 6.785E-2
2.500E-8 3.400E-9 6.993E-2
2.500E-8 3.450E-9 7.203E-2
2.500E-8 3.500E-9 7.417E-2
2.500E-8 3.550E-9 7.635E-2
2.500E-8 3.600E-9 7.855E-2
2.500E-8 3.650E-9 8.079E-2
2.500E-8 3.700E-9 8.306E-2
2.500E-8 3.750E-9 8.537E-2
2.500E-8 3.800E-9 8.771E-2
2.500E-8 3.850E-9 9.008E-2
2.500E-8 3.900E-9 9.249E-2
2.500E-8 3.950E-9 9.493E-2
2.500E-8 4.000E-9 9.740E-2
