N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Vmp_Fe Jmp_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Vmp_FeB Jmp_FeB Jsc_e Eta_e Voc_e FF_e Vmp_e Jmp_e
4.642000E+12 1.000E+15 290 1.800E-4 3.274058E+1 1.459640E+1 6.075300E-1 7.338250E+1 4.753030E-1 3.070979E+1 3.347515E+1 1.486940E+1 5.487930E-1 8.093990E+1 4.694430E-1 3.167455E+1 2.1943740E+00 1.8359853E+00 -1.0702943E+01 9.3370513E+00 -1.2482879E+00 3.0458523E+00
6.813000E+12 1.000E+15 290 1.800E-4 3.188909E+1 1.393130E+1 5.964200E-1 7.324830E+1 4.650490E-1 2.995666E+1 3.277066E+1 1.435700E+1 5.426820E-1 8.072960E+1 4.635840E-1 3.096956E+1 2.6901198E+00 2.9651041E+00 -9.9023001E+00 9.2671090E+00 -3.1601608E-01 3.2706309E+00
1.000000E+13 1.000E+15 290 1.800E-4 3.104396E+1 1.332330E+1 5.762430E-1 7.447830E+1 4.570800E-1 2.914878E+1 3.203953E+1 1.384980E+1 5.369450E-1 8.050590E+1 4.580370E-1 3.023727E+1 3.1073177E+00 3.8014989E+00 -7.3188129E+00 7.4871531E+00 2.0893509E-01 3.5998290E+00
1.468000E+13 1.000E+15 290 1.800E-4 3.020038E+1 1.274750E+1 5.476010E-1 7.708120E+1 4.500290E-1 2.832594E+1 3.129204E+1 1.334920E+1 5.314820E-1 8.026600E+1 4.526660E-1 2.949008E+1 3.4886188E+00 4.5073862E+00 -3.0328402E+00 3.9678070E+00 5.8254872E-01 3.9475647E+00
2.154000E+13 1.000E+15 290 1.800E-4 2.934523E+1 1.218370E+1 5.355050E-1 7.753180E+1 4.432710E-1 2.748594E+1 3.052884E+1 1.285190E+1 5.260960E-1 8.001890E+1 4.473930E-1 2.872626E+1 3.8770225E+00 5.1992312E+00 -1.7884569E+00 3.1081407E+00 9.2133762E-01 4.3177218E+00
3.162000E+13 1.000E+15 290 1.800E-4 2.847077E+1 1.162260E+1 5.269590E-1 7.746890E+1 4.366500E-1 2.661761E+1 2.974554E+1 1.235410E+1 5.207690E-1 7.975270E+1 4.421580E-1 2.794052E+1 4.2855837E+00 5.9211112E+00 -1.1886268E+00 2.8636021E+00 1.2457085E+00 4.7347365E+00
4.642000E+13 1.000E+15 290 1.800E-4 2.757617E+1 1.106190E+1 5.186770E-1 7.733930E+1 4.300290E-1 2.572368E+1 2.893780E+1 1.185270E+1 5.153480E-1 7.947870E+1 4.368850E-1 2.712999E+1 4.7053681E+00 6.6718975E+00 -6.4597127E-01 2.6917904E+00 1.5692917E+00 5.1835994E+00
6.813000E+13 1.000E+15 290 1.800E-4 2.666511E+1 1.050040E+1 5.104380E-1 7.714730E+1 4.232520E-1 2.480896E+1 2.810395E+1 1.134670E+1 5.098970E-1 7.918060E+1 4.315530E-1 2.629266E+1 5.1197074E+00 7.4585562E+00 -1.0609986E-01 2.5679270E+00 1.9235181E+00 5.6430198E+00
1.000000E+14 1.000E+15 290 1.800E-4 2.574440E+1 9.937800E+0 5.021890E-1 7.686710E+1 4.162210E-1 2.387627E+1 2.724505E+1 1.083650E+1 5.043020E-1 7.886960E+1 4.261620E-1 2.542803E+1 5.5079730E+00 8.2932681E+00 4.1899497E-01 2.5390011E+00 2.3326810E+00 6.1025569E+00
1.000000E+10 1.000E+15 295 1.800E-4 3.685216E+1 1.869850E+1 6.167350E-1 8.227070E+1 5.324900E-1 3.511517E+1 3.685333E+1 1.864800E+1 6.154800E-1 8.221300E+1 5.310060E-1 3.511816E+1 3.1747470E-03 -2.7080652E-01 -2.0390589E-01 -7.0183548E-02 -2.7946954E-01 8.5141135E-03
1.468000E+10 1.000E+15 295 1.800E-4 3.684535E+1 1.869130E+1 6.167160E-1 8.225670E+1 5.324510E-1 3.510421E+1 3.684714E+1 1.861840E+1 6.148910E-1 8.217530E+1 5.303030E-1 3.510908E+1 4.8579076E-03 -3.9154815E-01 -2.9680057E-01 -9.9056529E-02 -4.0505145E-01 1.3871056E-02
2.154000E+10 1.000E+15 295 1.800E-4 3.683536E+1 1.868070E+1 6.166870E-1 8.223620E+1 5.324120E-1 3.508693E+1 3.683807E+1 1.857650E+1 6.140460E-1 8.212320E+1 5.292870E-1 3.509718E+1 7.3565200E-03 -5.6092375E-01 -4.3009807E-01 -1.3759815E-01 -5.9041692E-01 2.9204626E-02
3.162000E+10 1.000E+15 295 1.800E-4 3.682073E+1 1.866520E+1 6.166460E-1 8.220620E+1 5.323340E-1 3.506294E+1 3.682481E+1 1.851760E+1 6.128430E-1 8.205300E+1 5.279000E-1 3.507782E+1 1.1079487E-02 -7.9707954E-01 -6.2055045E-01 -1.8670859E-01 -8.3993181E-01 4.2419968E-02
4.642000E+10 1.000E+15 295 1.800E-4 3.679930E+1 1.864240E+1 6.165850E-1 8.216190E+1 5.322170E-1 3.502792E+1 3.680545E+1 1.843640E+1 6.111530E-1 8.196210E+1 5.259670E-1 3.505234E+1 1.6709482E-02 -1.1173548E+00 -8.8881180E-01 -2.4377121E-01 -1.1882875E+00 6.9667246E-02
6.813000E+10 1.000E+15 295 1.800E-4 3.676798E+1 1.860910E+1 6.164960E-1 8.209670E+1 5.320610E-1 3.497554E+1 3.677724E+1 1.832710E+1 6.087700E-1 8.185800E+1 5.233890E-1 3.501623E+1 2.5178616E-02 -1.5387050E+00 -1.2691164E+00 -2.9160253E-01 -1.6568938E+00 1.1620326E-01
1.000000E+11 1.000E+15 295 1.800E-4 3.672228E+1 1.856030E+1 6.163650E-1 8.200050E+1 5.318070E-1 3.490038E+1 3.673629E+1 1.818320E+1 6.055300E-1 8.174070E+1 5.200290E-1 3.496568E+1 3.8136676E-02 -2.0738924E+00 -1.7893416E+00 -3.1783432E-01 -2.2648737E+00 1.8675455E-01
1.468000E+11 1.000E+15 295 1.800E-4 3.665577E+1 1.848880E+1 6.161720E-1 8.185850E+1 5.314360E-1 3.479021E+1 3.667714E+1 1.799980E+1 6.013490E-1 8.161040E+1 5.158110E-1 3.489615E+1 5.8265176E-02 -2.7166969E+00 -2.4649580E+00 -3.0400537E-01 -3.0292103E+00 3.0358650E-01
2.154000E+11 1.000E+15 295 1.800E-4 3.655938E+1 1.838430E+1 6.158890E-1 8.164790E+1 5.309080E-1 3.462793E+1 3.659229E+1 1.777390E+1 5.960200E-1 8.149510E+1 5.107710E-1 3.479806E+1 8.9936979E-02 -3.4342491E+00 -3.3336130E+00 -1.8749594E-01 -3.9424713E+00 4.8890657E-01
3.162000E+11 1.000E+15 295 1.800E-4 3.642055E+1 1.823180E+1 6.154720E-1 8.133460E+1 5.300680E-1 3.439525E+1 3.647184E+1 1.750330E+1 5.897030E-1 8.138240E+1 5.049120E-1 3.466612E+1 1.4062904E-01 -4.1620723E+00 -4.3698268E+00 5.8735058E-02 -4.9822543E+00 7.8136809E-01
4.642000E+11 1.000E+15 295 1.800E-4 3.622247E+1 1.801030E+1 6.148590E-1 8.086620E+1 5.288180E-1 3.405763E+1 3.630328E+1 1.718810E+1 5.824550E-1 8.128660E+1 4.984670E-1 3.448188E+1 2.2259697E-01 -4.7835421E+00 -5.5633482E+00 5.1718241E-01 -6.0888685E+00 1.2303563E+00
6.813000E+11 1.000E+15 295 1.800E-4 3.594388E+1 1.769010E+1 6.139560E-1 8.016190E+1 5.268460E-1 3.357739E+1 3.607202E+1 1.682950E+1 5.746380E-1 8.119050E+1 4.915530E-1 3.423735E+1 3.5523378E-01 -5.1136397E+00 -6.8422207E+00 1.2668970E+00 -7.1798972E+00 1.9276025E+00
1.000000E+12 1.000E+15 295 1.800E-4 3.556058E+1 1.723040E+1 6.126200E-1 7.909250E+1 5.234860E-1 3.291468E+1 3.576307E+1 1.642910E+1 5.665900E-1 8.107930E+1 4.844240E-1 3.391468E+1 5.6619860E-01 -4.8773213E+00 -8.1240403E+00 2.4504405E+00 -8.0635972E+00 2.9485757E+00
1.468000E+12 1.000E+15 295 1.800E-4 3.505077E+1 1.658980E+1 6.106320E-1 7.751130E+1 5.171190E-1 3.208126E+1 3.536424E+1 1.599020E+1 5.586140E-1 8.094260E+1 4.772750E-1 3.350304E+1 8.8640389E-01 -3.7497968E+00 -9.3119757E+00 4.2391769E+00 -8.3482269E+00 4.2437343E+00
2.154000E+12 1.000E+15 295 1.800E-4 3.440605E+1 1.575710E+1 6.075560E-1 7.537990E+1 5.011820E-1 3.143996E+1 3.487061E+1 1.551900E+1 5.509280E-1 8.078100E+1 4.702640E-1 3.300065E+1 1.3322394E+00 -1.5342483E+00 -1.0278657E+01 6.6861019E+00 -6.5746049E+00 4.7292705E+00
3.162000E+12 1.000E+15 295 1.800E-4 3.364540E+1 1.492030E+1 6.029040E-1 7.355360E+1 4.771000E-1 3.127291E+1 3.428824E+1 1.502450E+1 5.436540E-1 8.059960E+1 4.635450E-1 3.241225E+1 1.8748119E+00 6.9353389E-01 -1.0898476E+01 8.7419789E+00 -2.9242037E+00 3.5151525E+00
4.642000E+12 1.000E+15 295 1.800E-4 3.281669E+1 1.418860E+1 5.955630E-1 7.259650E+1 4.621780E-1 3.069935E+1 3.363441E+1 1.451810E+1 5.369070E-1 8.039460E+1 4.571970E-1 3.175456E+1 2.4312007E+00 2.2695807E+00 -1.0924797E+01 9.6997808E+00 -1.0894647E+00 3.3230188E+00
6.813000E+12 1.000E+15 295 1.800E-4 3.197082E+1 1.353730E+1 5.834290E-1 7.257540E+1 4.519820E-1 2.995091E+1 3.293227E+1 1.401080E+1 5.306770E-1 8.016990E+1 4.512210E-1 3.105088E+1 2.9194769E+00 3.3795358E+00 -9.9405100E+00 9.4730067E+00 -1.6865350E-01 3.5424761E+00
1.000000E+13 1.000E+15 295 1.800E-4 3.113055E+1 1.294300E+1 5.612290E-1 7.408100E+1 4.439360E-1 2.915506E+1 3.220232E+1 1.350930E+1 5.247900E-1 7.993900E+1 4.455370E-1 3.032129E+1 3.3282385E+00 4.1919270E+00 -6.9435393E+00 7.3280877E+00 3.5934165E-01 3.8462414E+00
1.468000E+13 1.000E+15 295 1.800E-4 3.029076E+1 1.237820E+1 5.335400E-1 7.659150E+1 4.368260E-1 2.833669E+1 3.145579E+1 1.301510E+1 5.192120E-1 7.968980E+1 4.400680E-1 2.957519E+1 3.7037061E+00 4.8935467E+00 -2.7595664E+00 3.8879505E+00 7.3670433E-01 4.1876316E+00
2.154000E+13 1.000E+15 295 1.800E-4 2.943885E+1 1.182600E+1 5.222150E-1 7.692510E+1 4.300680E-1 2.749797E+1 3.069393E+1 1.252530E+1 5.137300E-1 7.943310E+1 4.346970E-1 2.881391E+1 4.0890169E+00 5.5830998E+00 -1.6516458E+00 3.1573739E+00 1.0648797E+00 4.5670303E+00
3.162000E+13 1.000E+15 295 1.800E-4 2.856744E+1 1.127710E+1 5.136290E-1 7.685540E+1 4.233690E-1 2.663646E+1 2.991254E+1 1.203570E+1 5.082880E-1 7.916060E+1 4.293850E-1 2.803017E+1 4.4967763E+00 6.3029155E+00 -1.0507822E+00 2.9120547E+00 1.4010736E+00 4.9721782E+00
4.642000E+13 1.000E+15 295 1.800E-4 2.767572E+1 1.072800E+1 5.052700E-1 7.671780E+1 4.166700E-1 2.574701E+1 2.910710E+1 1.154330E+1 5.027990E-1 7.887490E+1 4.240330E-1 2.722274E+1 4.9176318E+00 7.0629716E+00 -4.9144887E-01 2.7348371E+00 1.7364215E+00 5.4209459E+00
6.813000E+13 1.000E+15 295 1.800E-4 2.676730E+1 1.017880E+1 4.969610E-1 7.651890E+1 4.098540E-1 2.483516E+1 2.827568E+1 1.104690E+1 4.972210E-1 7.857370E+1 4.186230E-1 2.638859E+1 5.3345490E+00 7.8583132E+00 5.2290631E-02 2.6151244E+00 2.0947248E+00 5.8867488E+00
1.000000E+14 1.000E+15 295 1.800E-4 2.584877E+1 9.628600E+0 4.886510E-1 7.622970E+1 4.027440E-1 2.390744E+1 2.741914E+1 1.054670E+1 4.915660E-1 7.824970E+1 4.131350E-1 2.552859E+1 5.7272766E+00 8.7050926E+00 5.9300277E-01 2.5814795E+00 2.5151585E+00 6.3503311E+00
1.000000E+10 1.000E+15 300 1.800E-4 3.695723E+1 1.833420E+1 6.063600E-1 8.181480E+1 5.216110E-1 3.514913E+1 3.695927E+1 1.828400E+1 6.050900E-1 8.175750E+1 5.201070E-1 3.515423E+1 5.5195895E-03 -2.7455699E-01 -2.0988613E-01 -7.0085313E-02 -2.8917127E-01 1.4507500E-02
1.468000E+10 1.000E+15 300 1.800E-4 3.695026E+1 1.832670E+1 6.063390E-1 8.179980E+1 5.215720E-1 3.513750E+1 3.695326E+1 1.825430E+1 6.044920E-1 8.171880E+1 5.194040E-1 3.514472E+1 8.1183636E-03 -3.9661888E-01 -3.0554581E-01 -9.9120398E-02 -4.1740148E-01 2.0543626E-02
2.154000E+10 1.000E+15 300 1.800E-4 3.694004E+1 1.831580E+1 6.063090E-1 8.177780E+1 5.215330E-1 3.511919E+1 3.694445E+1 1.821210E+1 6.036350E-1 8.166530E+1 5.183890E-1 3.513221E+1 1.1936840E-02 -5.6940166E-01 -4.4298293E-01 -1.3775741E-01 -6.0649435E-01 3.7060008E-02
3.162000E+10 1.000E+15 300 1.800E-4 3.692506E+1 1.829980E+1 6.062640E-1 8.174540E+1 5.214360E-1 3.509506E+1 3.693158E+1 1.815290E+1 6.024140E-1 8.159310E+1 5.169820E-1 3.511325E+1 1.7654268E-02 -8.0923709E-01 -6.3909537E-01 -1.8665794E-01 -8.6153870E-01 5.1803806E-02
4.642000E+10 1.000E+15 300 1.800E-4 3.690314E+1 1.827630E+1 6.061990E-1 8.169780E+1 5.213180E-1 3.505790E+1 3.691277E+1 1.807150E+1 6.006990E-1 8.150080E+1 5.150100E-1 3.508971E+1 2.6088533E-02 -1.1332762E+00 -9.1559999E-01 -2.4171542E-01 -1.2248306E+00 9.0653357E-02
6.813000E+10 1.000E+15 300 1.800E-4 3.687111E+1 1.824190E+1 6.061030E-1 8.162760E+1 5.211430E-1 3.500366E+1 3.688536E+1 1.796140E+1 5.982660E-1 8.139390E+1 5.124120E-1 3.505263E+1 3.8633214E-02 -1.5616823E+00 -1.3099524E+00 -2.8712225E-01 -1.7039023E+00 1.3970421E-01
1.000000E+11 1.000E+15 300 1.800E-4 3.682437E+1 1.819150E+1 6.059620E-1 8.152420E+1 5.208890E-1 3.492391E+1 3.684555E+1 1.781670E+1 5.949870E-1 8.127060E+1 5.090330E-1 3.500097E+1 5.7483197E-02 -2.1036443E+00 -1.8445781E+00 -3.1204396E-01 -2.3291221E+00 2.2016533E-01
1.468000E+11 1.000E+15 300 1.800E-4 3.675638E+1 1.811770E+1 6.057560E-1 8.137140E+1 5.204980E-1 3.480833E+1 3.678801E+1 1.763260E+1 5.907510E-1 8.113440E+1 5.047560E-1 3.493291E+1 8.5979100E-02 -2.7511541E+00 -2.5399872E+00 -2.9210791E-01 -3.1187346E+00 3.5662646E-01
2.154000E+11 1.000E+15 300 1.800E-4 3.665792E+1 1.800980E+1 6.054520E-1 8.114510E+1 5.199320E-1 3.463883E+1 3.670543E+1 1.740530E+1 5.853380E-1 8.101100E+1 4.996390E-1 3.483570E+1 1.2943589E-01 -3.4730800E+00 -3.4363052E+00 -1.6553308E-01 -4.0615324E+00 5.6513864E-01
3.162000E+11 1.000E+15 300 1.800E-4 3.651624E+1 1.785260E+1 6.050050E-1 8.080840E+1 5.190530E-1 3.439457E+1 3.658807E+1 1.713380E+1 5.789130E-1 8.089090E+1 4.937010E-1 3.470471E+1 1.9632082E-01 -4.1952165E+00 -4.5070676E+00 1.0198922E-01 -5.1350919E+00 8.9365392E-01
4.642000E+11 1.000E+15 300 1.800E-4 3.631437E+1 1.762420E+1 6.043470E-1 8.030530E+1 5.177250E-1 3.404162E+1 3.642360E+1 1.681780E+1 5.715740E-1 8.078160E+1 4.871190E-1 3.452493E+1 2.9988798E-01 -4.7949197E+00 -5.7338157E+00 5.8961447E-01 -6.2830643E+00 1.3998870E+00
6.813000E+11 1.000E+15 300 1.800E-4 3.603103E+1 1.729430E+1 6.033770E-1 7.954960E+1 5.156740E-1 3.353729E+1 3.619751E+1 1.645910E+1 5.636210E-1 8.067500E+1 4.801070E-1 3.428202E+1 4.5992114E-01 -5.0743965E+00 -7.0536761E+00 1.3949799E+00 -7.4081403E+00 2.1723632E+00
1.000000E+12 1.000E+15 300 1.800E-4 3.564235E+1 1.682160E+1 6.019410E-1 7.840570E+1 5.120210E-1 3.285334E+1 3.589467E+1 1.605950E+1 5.554150E-1 8.055330E+1 4.728220E-1 3.396511E+1 7.0294559E-01 -4.7454778E+00 -8.3767993E+00 2.6660609E+00 -8.2904349E+00 3.2732707E+00
1.468000E+12 1.000E+15 300 1.800E-4 3.512747E+1 1.616500E+1 5.997920E-1 7.672340E+1 5.053810E-1 3.198577E+1 3.550247E+1 1.562230E+1 5.472610E-1 8.040660E+1 4.655180E-1 3.355901E+1 1.0562645E+00 -3.4738803E+00 -9.5988934E+00 4.5807185E+00 -8.5631490E+00 4.6879810E+00
2.154000E+12 1.000E+15 300 1.800E-4 3.447968E+1 1.532160E+1 5.964650E-1 7.450010E+1 4.877830E-1 3.141074E+1 3.501520E+1 1.515380E+1 5.394080E-1 8.023220E+1 4.583500E-1 3.306174E+1 1.5293929E+00 -1.1073130E+00 -1.0577707E+01 7.1443884E+00 -6.4215119E+00 4.9936876E+00
3.162000E+12 1.000E+15 300 1.800E-4 3.371956E+1 1.449840E+1 5.914610E-1 7.269610E+1 4.636230E-1 3.127190E+1 3.443802E+1 1.466280E+1 5.319670E-1 8.003780E+1 4.514750E-1 3.247764E+1 2.0862407E+00 1.1212047E+00 -1.1183776E+01 9.1727909E+00 -2.6907359E+00 3.7125234E+00
4.642000E+12 1.000E+15 300 1.800E-4 3.289482E+1 1.378000E+1 5.834930E-1 7.179350E+1 4.490140E-1 3.068941E+1 3.378755E+1 1.416050E+1 5.250330E-1 7.982440E+1 4.449710E-1 3.182346E+1 2.6421862E+00 2.6870520E+00 -1.1134538E+01 1.0060708E+01 -9.0859854E-01 3.5635660E+00
6.813000E+12 1.000E+15 300 1.800E-4 3.205408E+1 1.314320E+1 5.702710E-1 7.190120E+1 4.388960E-1 2.994597E+1 3.308699E+1 1.365760E+1 5.186310E-1 7.959020E+1 4.388570E-1 3.112084E+1 3.1218010E+00 3.7664011E+00 -9.9569829E+00 9.6607371E+00 -8.8867216E-03 3.7751873E+00
1.000000E+13 1.000E+15 300 1.800E-4 3.121821E+1 1.256140E+1 5.458720E-1 7.371230E+1 4.308690E-1 2.915369E+1 3.235753E+1 1.316140E+1 5.126280E-1 7.934580E+1 4.330370E-1 3.039319E+1 3.5210351E+00 4.5587855E+00 -6.4850145E+00 7.0999347E+00 5.0065006E-01 4.0782162E+00
1.468000E+13 1.000E+15 300 1.800E-4 3.038187E+1 1.200860E+1 5.196550E-1 7.606120E+1 4.236820E-1 2.834350E+1 3.161126E+1 1.267310E+1 5.068990E-1 7.908980E+1 4.274710E-1 2.964679E+1 3.8890889E+00 5.2433895E+00 -2.5164776E+00 3.8293181E+00 8.8637592E-01 4.3960577E+00
2.154000E+13 1.000E+15 300 1.800E-4 2.953295E+1 1.146710E+1 5.089190E-1 7.629520E+1 4.168460E-1 2.750915E+1 3.085011E+1 1.219040E+1 5.013410E-1 7.881810E+1 4.220210E-1 2.888563E+1 4.2695472E+00 5.9333574E+00 -1.5115460E+00 3.2009145E+00 1.2262423E+00 4.7652760E+00
3.162000E+13 1.000E+15 300 1.800E-4 2.866434E+1 1.092970E+1 5.003030E-1 7.621340E+1 4.101270E-1 2.664945E+1 3.007000E+1 1.170860E+1 4.957780E-1 7.853880E+1 4.165920E-1 2.810567E+1 4.6746259E+00 6.6523752E+00 -9.1270690E-01 2.9608296E+00 1.5518781E+00 5.1812321E+00
4.642000E+13 1.000E+15 300 1.800E-4 2.777529E+1 1.039280E+1 4.918700E-1 7.607150E+1 4.033500E-1 2.576614E+1 2.926628E+1 1.122490E+1 4.902140E-1 7.823980E+1 4.111620E-1 2.730035E+1 5.0945662E+00 7.4129836E+00 -3.3781165E-01 2.7713517E+00 1.8999810E+00 5.6197448E+00
6.813000E+13 1.000E+15 300 1.800E-4 2.686930E+1 9.855200E+0 4.834880E-1 7.586170E+1 3.964550E-1 2.485825E+1 2.843678E+1 1.073760E+1 4.845230E-1 7.793160E+1 4.056740E-1 2.646860E+1 5.5121571E+00 8.2178513E+00 2.1361215E-01 2.6560471E+00 2.2725144E+00 6.0840014E+00
1.000000E+14 1.000E+15 300 1.800E-4 2.595277E+1 9.317000E+0 4.751000E-1 7.556300E+1 3.893070E-1 2.393238E+1 2.758216E+1 1.024720E+1 4.787610E-1 7.759960E+1 4.001070E-1 2.561124E+1 5.9074054E+00 9.0776017E+00 7.6468217E-01 2.6244981E+00 2.6992779E+00 6.5551687E+00
1.000000E+10 1.000E+15 305 1.800E-4 3.706268E+1 1.796810E+1 5.959580E-1 8.134840E+1 5.107520E-1 3.517965E+1 3.706542E+1 1.791770E+1 5.946660E-1 8.129070E+1 5.092290E-1 3.518604E+1 7.3923350E-03 -2.8128610E-01 -2.1726482E-01 -7.0979829E-02 -2.9907959E-01 1.8160611E-02
1.468000E+10 1.000E+15 305 1.800E-4 3.705555E+1 1.796040E+1 5.959360E-1 8.133230E+1 5.107130E-1 3.516732E+1 3.705952E+1 1.788770E+1 5.940570E-1 8.125070E+1 5.085060E-1 3.517702E+1 1.0712497E-02 -4.0642453E-01 -3.1629961E-01 -1.0042990E-01 -4.3401651E-01 2.7574820E-02
