fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
CS01 27620 300 38.647 1.425189802E-05 5.460578541E+00 9.463694422E+03 9.541597895E-05 2.646550744E+00 2.087575705E+03 5.269304774E+01 1.000919137E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312210682E-01 
CS01 27620 300 38.647 1.425189960E-05 5.460578672E+00 9.463695942E+03 9.541597931E-05 2.646550772E+00 2.087575713E+03 5.269304323E+01 1.000919135E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312210959E-01 
CS01 27620 300 38.647 1.425190423E-05 5.460579060E+00 9.463699673E+03 9.541597912E-05 2.646550788E+00 2.087575718E+03 5.269303170E+01 1.000919131E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312210797E-01 
CS01 27620 300 38.647 1.425189033E-05 5.460577903E+00 9.463687125E+03 9.541597868E-05 2.646550694E+00 2.087575688E+03 5.269306615E+01 1.000919147E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312209617E-01 
CS01 27620 300 38.647 1.425189737E-05 5.460578485E+00 9.463694004E+03 9.541597920E-05 2.646550747E+00 2.087575708E+03 5.269304947E+01 1.000919138E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312209974E-01 
CS01 27620 300 38.647 1.425189662E-05 5.460578421E+00 9.463693445E+03 9.541597772E-05 2.646550695E+00 2.087575684E+03 5.269305315E+01 1.000919139E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312211515E-01 
CS01 27620 300 38.647 1.425188892E-05 5.460577780E+00 9.463686758E+03 9.541597837E-05 2.646550652E+00 2.087575677E+03 5.269307335E+01 1.000919148E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312209117E-01 
CS01 27620 300 38.647 1.425189739E-05 5.460578486E+00 9.463694125E+03 9.541597861E-05 2.646550718E+00 2.087575700E+03 5.269305130E+01 1.000919138E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312208281E-01 
CS01 27620 300 38.647 1.425189789E-05 5.460578524E+00 9.463695046E+03 9.541597883E-05 2.646550734E+00 2.087575701E+03 5.269304985E+01 1.000919137E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312211586E-01 
CS01 27620 300 38.647 1.425189833E-05 5.460578568E+00 9.463694267E+03 9.541597868E-05 2.646550739E+00 2.087575703E+03 5.269304646E+01 1.000919138E-03 5.971196931E-01 9.324547427E-04 3.204418129E-01 1.784178645E-04 3.030846984E-01 5.888190175E-04 6.312209926E-01 
CS05 27620 300 38.647 9.817476575E-06 5.156387658E+00 2.975264474E+03 1.020849430E-04 3.247289843E+00 2.237299670E+03 1.000000000E-01 1.031320438E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617904912E-01 
CS05 27620 300 38.647 9.817480379E-06 5.156388052E+00 2.975265124E+03 1.020849419E-04 3.247289756E+00 2.237299649E+03 1.000000000E-01 1.031320429E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617903217E-01 
CS05 27620 300 38.647 9.817478061E-06 5.156387808E+00 2.975264785E+03 1.020849423E-04 3.247289803E+00 2.237299662E+03 1.000000000E-01 1.031320433E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617902526E-01 
CS05 27620 300 38.647 9.817477525E-06 5.156387754E+00 2.975264670E+03 1.020849429E-04 3.247289838E+00 2.237299668E+03 1.000000000E-01 1.031320436E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617903792E-01 
CS05 27620 300 38.647 9.817480105E-06 5.156388035E+00 2.975264892E+03 1.020849415E-04 3.247289710E+00 2.237299645E+03 1.000000000E-01 1.031320432E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617905214E-01 
CS05 27620 300 38.647 9.817478116E-06 5.156387818E+00 2.975264811E+03 1.020849436E-04 3.247289837E+00 2.237299674E+03 1.000000000E-01 1.031320433E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617902153E-01 
CS05 27620 300 38.647 9.817475485E-06 5.156387539E+00 2.975264462E+03 1.020849492E-04 3.247289968E+00 2.237299769E+03 1.000000000E-01 1.031320436E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617897405E-01 
CS05 27620 300 38.647 9.817478214E-06 5.156387827E+00 2.975264816E+03 1.020849435E-04 3.247289833E+00 2.237299671E+03 1.000000000E-01 1.031320433E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617902798E-01 
CS05 27620 300 38.647 9.817476431E-06 5.156387644E+00 2.975264465E+03 1.020849440E-04 3.247289864E+00 2.237299686E+03 1.000000000E-01 1.031320438E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617903781E-01 
CS05 27620 300 38.647 9.817471263E-06 5.156387141E+00 2.975263628E+03 1.020849857E-04 3.247290935E+00 2.237300225E+03 1.000000000E-01 1.031320473E-03 5.965795310E-01 9.361623439E-04 3.242638351E-01 1.810998253E-04 3.101033022E-01 5.840185293E-04 5.617927436E-01
CS03 27620 300 38.647 7.324168802E-07 3.254523569E+00 2.735139236E+03 8.707777771E-05 2.053538065E+00 1.890680280E+03 1.587435409E+02 1.050935679E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298003696E-02 
CS03 27620 300 38.647 7.324169991E-07 3.254523639E+00 2.735139330E+03 8.707777688E-05 2.053538054E+00 1.890680276E+03 1.587435378E+02 1.050935675E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298001249E-02 
CS03 27620 300 38.647 7.324167777E-07 3.254523503E+00 2.735139174E+03 8.707777644E-05 2.053537999E+00 1.890680260E+03 1.587435476E+02 1.050935682E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298009376E-02 
CS03 27620 300 38.647 7.324171419E-07 3.254523728E+00 2.735139426E+03 8.707777715E-05 2.053538045E+00 1.890680278E+03 1.587435362E+02 1.050935673E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298005538E-02 
CS03 27620 300 38.647 7.324165476E-07 3.254523363E+00 2.735138981E+03 8.707777655E-05 2.053537978E+00 1.890680255E+03 1.587435539E+02 1.050935689E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298007842E-02 
CS03 27620 300 38.647 7.324170971E-07 3.254523701E+00 2.735139406E+03 8.707777763E-05 2.053538074E+00 1.890680286E+03 1.587435353E+02 1.050935673E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298003746E-02 
CS03 27620 300 38.647 7.324170421E-07 3.254523666E+00 2.735139362E+03 8.707777696E-05 2.053538064E+00 1.890680278E+03 1.587435363E+02 1.050935675E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298002829E-02 
CS03 27620 300 38.647 7.324165753E-07 3.254523382E+00 2.735139032E+03 8.707777797E-05 2.053538046E+00 1.890680279E+03 1.587435496E+02 1.050935687E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298002819E-02 
CS03 27620 300 38.647 7.324166723E-07 3.254523441E+00 2.735139067E+03 8.707777776E-05 2.053538042E+00 1.890680280E+03 1.587435471E+02 1.050935686E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298009516E-02 
CS03 27620 300 38.647 7.324171214E-07 3.254523715E+00 2.735139410E+03 8.707777734E-05 2.053538083E+00 1.890680285E+03 1.587435336E+02 1.050935673E-03 5.956742554E-01 9.318982016E-04 3.222361511E-01 1.788757904E-04 3.077609544E-01 5.812816588E-04 4.298003857E-02  
CS02 27620 300 38.647 9.689795751E-07 3.408485025E+00 2.317927119E+03 9.515955224E-05 2.350893700E+00 2.037285275E+03 1.299562342E+02 1.065042464E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643155E-01 
CS02 27620 300 38.647 9.689795889E-07 3.408485032E+00 2.317927143E+03 9.515955245E-05 2.350893724E+00 2.037285279E+03 1.299562324E+02 1.065042463E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155644238E-01 
CS02 27620 300 38.647 9.689800167E-07 3.408485250E+00 2.317927266E+03 9.515955338E-05 2.350893796E+00 2.037285307E+03 1.299562186E+02 1.065042456E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643403E-01 
CS02 27620 300 38.647 9.689799062E-07 3.408485192E+00 2.317927270E+03 9.515955247E-05 2.350893743E+00 2.037285288E+03 1.299562252E+02 1.065042456E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643893E-01 
CS02 27620 300 38.647 9.689796748E-07 3.408485073E+00 2.317927175E+03 9.515955199E-05 2.350893703E+00 2.037285276E+03 1.299562314E+02 1.065042461E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643534E-01 
CS02 27620 300 38.647 9.689800134E-07 3.408485245E+00 2.317927351E+03 9.515955289E-05 2.350893768E+00 2.037285294E+03 1.299562219E+02 1.065042452E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155645215E-01 
CS02 27620 300 38.647 9.689797452E-07 3.408485111E+00 2.317927174E+03 9.515955259E-05 2.350893741E+00 2.037285286E+03 1.299562275E+02 1.065042461E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155642845E-01 
CS02 27620 300 38.647 9.689792707E-07 3.408484872E+00 2.317926978E+03 9.515955234E-05 2.350893705E+00 2.037285274E+03 1.299562386E+02 1.065042471E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643093E-01 
CS02 27620 300 38.647 9.689797268E-07 3.408485102E+00 2.317927187E+03 9.515955317E-05 2.350893756E+00 2.037285295E+03 1.299562276E+02 1.065042460E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155643677E-01 
CS02 27620 300 38.647 9.689796670E-07 3.408485070E+00 2.317927172E+03 9.515955206E-05 2.350893705E+00 2.037285277E+03 1.299562316E+02 1.065042461E-03 5.966745858E-01 9.354715328E-04 3.199029438E-01 1.785608945E-04 3.069120551E-01 5.819500268E-04 6.155644065E-01 
CS015 27620 300 38.647 2.676110330E-05 6.314679567E+00 1.000000000E+06 9.740920920E-05 2.839449089E+00 2.136863336E+03 1.991556568E+01 9.868631172E-04 5.968229220E-01 9.297621436E-04 3.225900086E-01 1.790062794E-04 3.050394300E-01 5.869481337E-04 3.528181884E-01 
CS015 27620 300 38.647 2.676110147E-05 6.314679455E+00 1.000000000E+06 9.740921068E-05 2.839449108E+00 2.136863353E+03 1.991556967E+01 9.868631168E-04 5.968229220E-01 9.297621436E-04 3.225900086E-01 1.790062794E-04 3.050394300E-01 5.869481337E-04 3.528180105E-01 
CS015 27620 300 38.647 2.676110131E-05 6.314679438E+00 1.000000000E+06 9.740920873E-05 2.839448994E+00 2.136863315E+03 1.991557744E+01 9.868631179E-04 5.968229220E-01 9.297621436E-04 3.225900086E-01 1.790062794E-04 3.050394300E-01 5.869481337E-04 3.528181920E-01 
CS015 27620 300 38.647 2.676110355E-05 6.314679584E+00 9.999999999E+05 9.740921074E-05 2.839449130E+00 2.136863360E+03 1.991556340E+01 9.868631171E-04 5.968229220E-01 9.297621436E-04 3.225900086E-01 1.790062794E-04 3.050394300E-01 5.869481337E-04 3.528181928E-01 
CS015 27620 300 38.647 2.676109994E-05 6.314679356E+00 1.000000000E+06 9.740920914E-05 2.839449029E+00 2.136863323E+03 1.991557810E+01 9.868631174E-04 5.968229220E-01 9.297621436E-04 3.225900086E-01 1.790062794E-04 3.050394300E-01 5.869481337E-04 3.528182109E-01 
CS015 27620 300 38.647 4.957777394E-06 4.411078786E+00 4.653383549E+03 9.256381542E-05 2.361245175E+00 2.019514132E+03 9.994550968E+01 1.016241457E-03 5.963328549E-01 9.296998052E-04 3.227443983E-01 1.789328958E-04 3.039749407E-01 5.887811691E-04 7.128283190E+02 
CS015 27620 300 38.647 4.957776127E-06 4.411078580E+00 4.653383030E+03 9.256381545E-05 2.361245149E+00 2.019514125E+03 9.994551773E+01 1.016241461E-03 5.963328549E-01 9.296998052E-04 3.227443983E-01 1.789328958E-04 3.039749407E-01 5.887811691E-04 7.128283173E+02 
CS015 27620 300 38.647 4.957776624E-06 4.411078661E+00 4.653383224E+03 9.256381517E-05 2.361245170E+00 2.019514125E+03 9.994551332E+01 1.016241460E-03 5.963328549E-01 9.296998052E-04 3.227443983E-01 1.789328958E-04 3.039749407E-01 5.887811691E-04 7.128283119E+02 
CS015 27620 300 38.647 4.957776767E-06 4.411078686E+00 4.653383168E+03 9.256381523E-05 2.361245168E+00 2.019514127E+03 9.994551227E+01 1.016241460E-03 5.963328549E-01 9.296998052E-04 3.227443983E-01 1.789328958E-04 3.039749407E-01 5.887811691E-04 7.128283119E+02 
CS015 27620 300 38.647 4.957777150E-06 4.411078747E+00 4.653383432E+03 9.256381573E-05 2.361245184E+00 2.019514135E+03 9.994551024E+01 1.016241458E-03 5.963328549E-01 9.296998052E-04 3.227443983E-01 1.789328958E-04 3.039749407E-01 5.887811691E-04 7.128282873E+02 
0CS1 27620 300 38.647 8.910543948E-11 1.443634002E+00 1.022324368E+03 8.765107337E-05 1.721025151E+00 1.783204213E+03 2.558531246E+02 1.288122497E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139439E+00 
0CS1 27620 300 38.647 8.910546539E-11 1.443634028E+00 1.022324391E+03 8.765107254E-05 1.721025171E+00 1.783204207E+03 2.558531199E+02 1.288122486E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139357E+00 
0CS1 27620 300 38.647 8.910537407E-11 1.443633936E+00 1.022324330E+03 8.765107269E-05 1.721025165E+00 1.783204202E+03 2.558531248E+02 1.288122513E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139582E+00 
0CS1 27620 300 38.647 8.910553484E-11 1.443634098E+00 1.022324422E+03 8.765107331E-05 1.721025204E+00 1.783204220E+03 2.558531156E+02 1.288122474E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139367E+00 
0CS1 27620 300 38.647 8.910552798E-11 1.443634092E+00 1.022324388E+03 8.765107325E-05 1.721025192E+00 1.783204220E+03 2.558531157E+02 1.288122486E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139500E+00 
0CS1 27620 300 38.647 8.910543063E-11 1.443633993E+00 1.022324359E+03 8.765107300E-05 1.721025167E+00 1.783204210E+03 2.558531225E+02 1.288122500E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139523E+00 
0CS1 27620 300 38.647 8.910542332E-11 1.443633985E+00 1.022324356E+03 8.765107250E-05 1.721025128E+00 1.783204201E+03 2.558531259E+02 1.288122502E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139534E+00 
0CS1 27620 300 38.647 8.910547834E-11 1.443634042E+00 1.022324366E+03 8.765107304E-05 1.721025184E+00 1.783204216E+03 2.558531180E+02 1.288122495E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139525E+00 
0CS1 27620 300 38.647 8.910538554E-11 1.443633947E+00 1.022324363E+03 8.765107279E-05 1.721025148E+00 1.783204201E+03 2.558531286E+02 1.288122502E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139394E+00 
