fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0CS1 27620 300 38.647 8.910538412E-11 1.443633946E+00 1.022324361E+03 8.765107333E-05 1.721025144E+00 1.783204202E+03 2.558531295E+02 1.288122504E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139463E+00 
0CS1 27620 300 38.647 8.910539863E-11 1.443633961E+00 1.022324359E+03 8.765107310E-05 1.721025161E+00 1.783204208E+03 2.558531259E+02 1.288122502E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139447E+00 
0CS1 27620 300 38.647 8.910536400E-11 1.443633926E+00 1.022324341E+03 8.765107283E-05 1.721025116E+00 1.783204196E+03 2.558531313E+02 1.288122512E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139544E+00 
0CS1 27620 300 38.647 8.910543892E-11 1.443634001E+00 1.022324387E+03 8.765107345E-05 1.721025162E+00 1.783204211E+03 2.558531247E+02 1.288122491E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139376E+00 
0CS1 27620 300 38.647 8.910553583E-11 1.443634100E+00 1.022324397E+03 8.765107385E-05 1.721025235E+00 1.783204230E+03 2.558531125E+02 1.288122482E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139492E+00 
0CS1 27620 300 38.647 8.910549226E-11 1.443634055E+00 1.022324388E+03 8.765107324E-05 1.721025176E+00 1.783204215E+03 2.558531192E+02 1.288122487E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139436E+00 
0CS1 27620 300 38.647 8.910545554E-11 1.443634018E+00 1.022324381E+03 8.765107250E-05 1.721025150E+00 1.783204199E+03 2.558531240E+02 1.288122493E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139438E+00 
0CS1 27620 300 38.647 8.910545387E-11 1.443634017E+00 1.022324374E+03 8.765107324E-05 1.721025166E+00 1.783204212E+03 2.558531226E+02 1.288122495E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139452E+00 
0CS1 27620 300 38.647 8.910544507E-11 1.443634008E+00 1.022324366E+03 8.765107240E-05 1.721025170E+00 1.783204203E+03 2.558531211E+02 1.288122497E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139470E+00 
0CS1 27620 300 38.647 8.910540981E-11 1.443633972E+00 1.022324363E+03 8.765107268E-05 1.721025104E+00 1.783204195E+03 2.558531306E+02 1.288122503E-03 5.964642740E-01 9.345108376E-04 3.286281481E-01 1.831780949E-04 3.129677713E-01 5.855234994E-04 1.584139471E+00  
