fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L32 49262 325.01 35.673 1.529898780E-05 5.088097398E+00 3.000000000E+06 3.041284187E-04 1.000000000E+00 5.354096436E+02 2.516277157E+02 3.062518840E-04 4.336545246E-01 2.925772195E-04 3.699576983E-01 4.693928383E-05 2.575696976E-01 1.822452161E-04 7.825947583E-03 
0L33 49942 326.01 35.564 9.142842769E-06 4.341395133E+00 3.000000000E+06 4.254044732E-04 1.000000000E+00 5.504092608E+02 3.450372835E+02 3.066103452E-04 4.322789677E-01 2.923351088E-04 3.697282064E-01 4.672267141E-05 2.535983641E-01 1.842388636E-04 1.449273389E-02 
0L34 50628 327.01 35.455 1.462523657E-05 4.943299701E+00 3.000000000E+06 3.519396382E-04 1.000000000E+00 4.988904528E+02 2.593562838E+02 3.060693379E-04 4.305229473E-01 2.924556659E-04 3.698347658E-01 4.656547938E-05 2.535054148E-01 1.836867160E-04 1.562629853E-02 
0L35 51314 328.03 35.345 1.328934441E-05 4.768715736E+00 3.000000000E+06 4.038366502E-04 1.000000000E+00 4.940731034E+02 2.772617872E+02 3.058052842E-04 4.299425301E-01 2.921435186E-04 3.693951491E-01 4.639784945E-05 2.492580824E-01 1.861431876E-04 1.059547024E-02 
0L36 52000 329.01 35.24 9.343748243E-06 4.268157205E+00 3.000000000E+06 5.373960397E-04 1.000000000E+00 5.472280716E+02 3.397045009E+02 3.060831629E-04 4.270985153E-01 2.920492448E-04 3.728480743E-01 4.650675670E-05 2.505096640E-01 1.856478532E-04 2.024397101E-02 
0L37 53196 330.02 35.132 1.116910791E-05 4.453058439E+00 3.000000000E+06 5.011146092E-04 1.000000000E+00 4.860270703E+02 3.048358117E+02 3.055186482E-04 4.253011181E-01 2.918418781E-04 3.705042966E-01 4.598724415E-05 2.479190454E-01 1.854913736E-04 1.451632766E-02 
0L38 53868 331.02 35.026 1.342274888E-05 4.673913635E+00 3.000000000E+06 4.947919513E-04 1.000000000E+00 4.592996856E+02 2.765456537E+02 3.054277465E-04 4.231941513E-01 2.918807028E-04 3.717513846E-01 4.591955122E-05 2.520409986E-01 1.821903270E-04 1.186389276E-02 
0L39 54554 332.01 34.921 6.461961294E-06 3.829020010E+00 2.316960467E+04 1.045869846E-03 4.457308224E+00 2.077430787E+03 2.692047069E+02 3.071543830E-04 4.221375015E-01 2.915480203E-04 3.706626741E-01 4.561869808E-05 2.459820749E-01 1.854493540E-04 1.584949698E-02 
0L40 55310 333.04 34.813 1.968516813E-05 5.210994460E+00 1.502270082E+06 9.094635015E-04 6.991618404E+00 1.891679790E+03 5.781151546E+01 3.030805731E-04 4.206871353E-01 2.916919965E-04 3.700587475E-01 4.541030502E-05 2.451761669E-01 1.852168554E-04 4.995856870E-03 
0L41 55990 334.01 34.712 1.098132574E-05 4.294653758E+00 3.000000000E+06 7.118646240E-04 1.000000000E+00 5.578212343E+02 3.065808509E+02 3.045928898E-04 4.194109688E-01 2.911536665E-04 3.695503814E-01 4.512692100E-05 2.441694683E-01 1.848213744E-04 1.757610348E-02 
0L42 56676 335 34.61 1.415970423E-05 4.607657586E+00 3.000000000E+06 6.262208053E-04 1.000000000E+00 4.364316878E+02 2.625337331E+02 3.042075519E-04 4.167018562E-01 2.911778807E-04 3.702167513E-01 4.492001382E-05 2.425447105E-01 1.852034131E-04 1.062677901E-02 
0L43 57880 336.02 34.505 9.543080073E-06 4.055114414E+00 3.000000000E+06 9.359994296E-04 1.000000000E+00 1.209467307E+03 3.222334842E+02 3.036443470E-04 4.147570122E-01 2.905303513E-04 3.700601651E-01 4.459206504E-05 2.444780272E-01 1.824055822E-04 2.641939736E-02 
0L44 58642 337.01 34.403 1.277620923E-05 4.456907298E+00 8.836241921E+04 7.364464653E-03 1.192540250E+01 7.042673526E+04 2.775386591E+02 3.051753389E-04 4.134616856E-01 2.904928370E-04 3.698723587E-01 4.442450278E-05 2.414165386E-01 1.840159505E-04 1.508644653E-02 
0L45 59412 338 34.302 1.232912948E-05 4.306042085E+00 3.000000000E+06 8.897821075E-04 1.000000000E+00 6.508392805E+02 2.827243952E+02 3.029804445E-04 4.112313805E-01 2.900289450E-04 3.694650449E-01 4.406572770E-05 2.388622935E-01 1.844778074E-04 2.005700915E-02 
0L46 60168 339.01 34.2 1.410908763E-05 4.456558598E+00 3.000000000E+06 8.475523038E-04 1.000000000E+00 5.202787579E+02 2.592095384E+02 3.024316367E-04 4.095122791E-01 2.897657192E-04 3.682228867E-01 4.369429252E-05 2.398793096E-01 1.821549908E-04 1.369892190E-02 
0L47 60932 340.02 34.099 1.371884818E-05 4.381779209E+00 3.000000000E+06 9.558666853E-04 1.000000000E+00 6.468420157E+02 2.640581431E+02 3.020146782E-04 4.079148506E-01 2.893352756E-04 3.693752419E-01 4.359520107E-05 2.373030860E-01 1.837078213E-04 1.990465519E-02 
