fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L12 35132 308.02 37.641 2.747218069E-06 4.176759621E+00 7.060190825E+03 4.628678186E-04 5.567172511E+00 6.169520449E+03 2.769511506E+02 3.118811231E-04 4.672585892E-01 2.834912857E-04 3.615241682E-01 4.788884276E-05 2.642479103E-01 1.812241713E-04 4.932586261E-02 
0L13 35768 309.03 37.518 9.388849089E-06 5.139830538E+00 1.874309685E+04 1.174282278E-04 2.500000000E+00 1.392039167E+03 1.000000000E+02 2.989766302E-04 4.656628494E-01 2.833875251E-04 3.635744349E-01 4.797838857E-05 2.652921152E-01 1.808484889E-04 9.632543781E-03 
0L14 36414 310.02 37.398 8.421295167E-06 4.986219449E+00 2.456980843E+05 5.333650968E-04 7.561866428E+00 1.088269648E+05 2.139674548E+02 3.005827391E-04 4.643728619E-01 2.831436364E-04 3.642724368E-01 4.789607749E-05 2.670814305E-01 1.793279090E-04 2.046486605E-02 
0L15 37054 311.04 37.276 2.157409023E-07 2.434605903E+00 7.220646513E+03 5.385733199E-04 6.867801746E+00 7.558620864E+05 3.804684609E+02 3.122380777E-04 4.627387772E-01 2.830523408E-04 3.672788114E-01 4.810591944E-05 2.664607863E-01 1.805436381E-04 3.133455564E-02 
0L16 37696 312.02 37.159 1.089009470E-05 5.244216187E+00 2.318947298E+04 1.431067231E-04 2.500000000E+00 1.238230000E+03 1.000000000E+02 2.975682127E-04 4.613954304E-01 2.833987547E-04 3.679337193E-01 4.811060486E-05 2.650747785E-01 1.815158622E-04 7.022228850E-03 
0L17 38370 313.02 37.04 1.655806110E-05 5.823731909E+00 3.000000000E+06 1.648441552E-04 2.500000000E+00 1.218302878E+03 1.000000000E+02 2.958524615E-04 4.602761360E-01 2.833690841E-04 3.683781009E-01 4.804682893E-05 2.658763772E-01 1.807124862E-04 1.953288433E-02 
0L18 39016 314.03 36.921 3.528190439E-06 3.943183309E+00 9.552565978E+03 1.739306506E-04 2.500000000E+00 1.110755535E+03 2.143116837E+02 3.032162013E-04 4.582646988E-01 2.837080407E-04 3.697048392E-01 4.806657568E-05 2.635934712E-01 1.823466764E-04 3.678241911E-03 
0L19 39666 315.03 36.803 1.487317510E-05 5.577242455E+00 7.758894383E+04 1.779077989E-04 2.500000000E+00 1.120957490E+03 1.000000000E+02 2.959281549E-04 4.561535851E-01 2.835948501E-04 3.711235603E-01 4.800958572E-05 2.651119411E-01 1.810899948E-04 1.093774505E-02 
0L20 40316 316.01 36.689 1.236276075E-05 5.209778578E+00 3.000000000E+06 2.176263735E-04 2.500000000E+00 1.079284126E+03 1.799188474E+02 2.964428824E-04 4.546655033E-01 2.835393275E-04 3.718355858E-01 4.793538944E-05 2.623318409E-01 1.827278390E-04 1.917586316E-02 
0L21 40960 317 36.575 9.374830230E-06 4.783533669E+00 3.000000000E+06 2.720969420E-04 2.500000000E+00 1.089398381E+03 2.546488219E+02 2.969515328E-04 4.531154457E-01 2.835271952E-04 3.732021354E-01 4.794548413E-05 2.634329384E-01 1.820038143E-04 2.307376521E-02 
0L22 41594 318.03 36.456 2.730192069E-07 2.412357773E+00 7.733822141E+03 7.450070122E-04 4.908528474E+00 8.002870221E+03 4.949286360E+02 3.115383737E-04 4.523569218E-01 2.837613206E-04 3.729434115E-01 4.787153749E-05 2.628512765E-01 1.821254460E-04 2.372251387E-02 
0L23 42234 319.02 36.343 9.870329187E-06 4.807943770E+00 1.142549671E+05 6.971352613E-04 8.393697976E+00 2.055777812E+04 1.029008716E+02 2.968071989E-04 4.500273590E-01 2.835481138E-04 3.749623697E-01 4.784685151E-05 2.610174789E-01 1.833087349E-04 1.652581426E-02 
0L24 42868 320.03 36.228 1.597158852E-05 5.503463167E+00 1.026237711E+05 2.319709550E-04 2.500000000E+00 9.231205093E+02 1.000000000E+02 2.950267056E-04 4.485691437E-01 2.838765018E-04 3.748034895E-01 4.772681643E-05 2.610095200E-01 1.828541398E-04 5.851418047E-03 
0L25 43500 321.01 36.118 1.434694028E-05 5.260631467E+00 3.000000000E+06 2.774150447E-04 2.500000000E+00 8.948026466E+02 1.555185542E+02 2.957883770E-04 4.462680477E-01 2.840541582E-04 3.765904496E-01 4.773822271E-05 2.598093134E-01 1.837389995E-04 1.301183574E-02 
0L26 44136 322.04 36.002 1.151534054E-05 4.892806875E+00 1.296420359E+06 4.171112969E-04 3.718195556E+00 1.249669368E+03 1.762701751E+02 2.959775140E-04 4.447135040E-01 2.837329147E-04 3.757272734E-01 4.740921427E-05 2.601205723E-01 1.822596383E-04 2.749612763E-02 
0L27 44780 323.03 35.892 1.247217494E-05 4.972719810E+00 2.999634720E+06 4.700456046E-04 4.744744569E+00 1.415761918E+03 1.297321975E+02 2.956839652E-04 4.428048492E-01 2.838320793E-04 3.760917587E-01 4.726804755E-05 2.584828709E-01 1.828686811E-04 2.307196650E-02 
0L28 45414 324.02 35.782 1.754044638E-05 5.486533722E+00 3.000000000E+06 2.816804412E-04 2.500000000E+00 7.939469996E+02 1.000000000E+02 2.943813251E-04 4.409748211E-01 2.841625099E-04 3.776964805E-01 4.732858394E-05 2.587068707E-01 1.829383348E-04 1.015390343E-02 
0L29 46038 325.02 35.672 1.751191300E-05 5.445258691E+00 3.000000000E+06 2.945036799E-04 2.500000000E+00 7.658478200E+02 1.000000000E+02 2.942210459E-04 4.395070648E-01 2.841916887E-04 3.770129900E-01 4.709052662E-05 2.564365757E-01 1.836384632E-04 5.535736646E-03 
0L30 46664 326.02 35.563 5.813820227E-06 3.944246110E+00 3.000000000E+06 7.949249826E-04 2.500000000E+00 9.998830344E+08 3.634472929E+02 2.958540618E-04 4.386142326E-01 2.837187084E-04 3.772355212E-01 4.694434394E-05 2.565456753E-01 1.829822655E-04 3.366527427E-02 
0L31 47290 327.02 35.454 1.480795860E-05 5.084288477E+00 3.000000000E+06 3.875984746E-04 2.500000000E+00 7.456399674E+02 1.587597397E+02 2.951838449E-04 4.365772160E-01 2.842725850E-04 3.772264002E-01 4.681641185E-05 2.570514576E-01 1.821362774E-04 1.135853307E-02 
0L32 47924 328.03 35.345 1.632795685E-05 5.244520982E+00 6.199903192E+04 3.343724454E-04 2.500000000E+00 6.891964233E+02 1.000000000E+02 2.944467489E-04 4.349029404E-01 2.843251092E-04 3.779991165E-01 4.674103698E-05 2.555651297E-01 1.828947508E-04 5.208314636E-03 
0L33 48550 329.02 35.239 1.253623463E-05 4.757664313E+00 3.000000000E+06 5.183584145E-04 2.500000000E+00 7.974506957E+02 2.075366904E+02 2.952947051E-04 4.323876583E-01 2.839559476E-04 3.797019759E-01 4.661944683E-05 2.539097405E-01 1.836052203E-04 1.524933728E-02 
0L34 49166 330.03 35.131 1.289411424E-05 4.759922425E+00 3.000000000E+06 5.563250890E-04 2.500000000E+00 8.127518155E+02 2.058410223E+02 2.953546851E-04 4.314389256E-01 2.840662230E-04 3.777500821E-01 4.629600221E-05 2.546858273E-01 1.817828609E-04 1.539196072E-02 
0L35 49792 331.02 35.026 1.256328307E-05 4.690594331E+00 3.000000000E+06 5.935864450E-04 2.500000000E+00 7.985866499E+02 2.101154378E+02 2.950213914E-04 4.292555950E-01 2.838627312E-04 3.793030660E-01 4.621795174E-05 2.529067429E-01 1.827515758E-04 1.089930728E-02 
0L36 50424 332.03 34.919 1.314214260E-05 4.717047054E+00 3.000000000E+06 5.874854548E-04 2.500000000E+00 7.394215998E+02 1.982269037E+02 2.945954004E-04 4.273692734E-01 2.836693682E-04 3.792341703E-01 4.597515454E-05 2.526750479E-01 1.819568381E-04 1.100833348E-02 
0L37 51054 333.04 34.813 6.825042115E-06 3.874585536E+00 3.000000000E+06 1.048600155E-03 2.500000000E+00 9.999986386E+08 3.182329570E+02 2.941379863E-04 4.253179581E-01 2.830107987E-04 3.792224711E-01 4.564684767E-05 2.498305525E-01 1.827168681E-04 3.531204176E-02 
0L38 51680 334.02 34.711 1.174967074E-05 4.488958953E+00 3.000000000E+06 8.184406700E-04 2.500000000E+00 1.160754330E+03 2.309079877E+02 2.944329904E-04 4.236576027E-01 2.833453074E-04 3.795156724E-01 4.555759024E-05 2.486131680E-01 1.832470855E-04 1.734573879E-02 
0L39 53572 333.99 34.714 1.282430231E-05 4.556769897E+00 3.000000000E+06 6.904511875E-04 2.500000000E+00 7.821619262E+02 2.034788895E+02 2.968124070E-04 4.200119522E-01 2.858513463E-04 3.783198844E-01 4.542145682E-05 2.466980459E-01 1.841289461E-04 1.308679453E-02 
0L40 54190 335.02 34.607 3.883334976E-06 3.391950079E+00 1.890548619E+04 3.999866076E-03 5.802894683E+00 1.101535822E+04 3.674205528E+02 2.997134819E-04 4.202729546E-01 2.847492463E-04 3.781862058E-01 4.525845356E-05 2.467314515E-01 1.834261271E-04 1.990937683E-02 
0L41 54810 336.02 34.505 1.211249430E-05 4.436725703E+00 3.000000000E+06 8.984617439E-04 2.500000000E+00 1.218663191E+03 2.217106742E+02 2.953010925E-04 4.181995049E-01 2.844528127E-04 3.798093679E-01 4.518137244E-05 2.457619261E-01 1.838402631E-04 1.287397160E-02 
0L42 55432 336.99 34.405 9.030808497E-06 4.029745302E+00 3.000000000E+06 1.185707837E-03 2.500000000E+00 9.999997768E+08 2.722322549E+02 2.949805921E-04 4.165328136E-01 2.839898743E-04 3.798370484E-01 4.493134280E-05 2.456781929E-01 1.828958856E-04 3.345703943E-02 
0L43 56046 338 34.302 5.899781461E-06 3.576810632E+00 3.000000000E+06 1.000000000E-02 2.500000000E+00 1.000000000E+02 3.796036502E+02 2.943477242E-04 4.154065624E-01 2.833118262E-04 3.787138768E-01 4.457068157E-05 2.452048536E-01 1.817630939E-04 4.149693182E-02 
0L44 56654 339.02 34.199 1.262193383E-05 4.391175162E+00 3.000000000E+06 1.153175727E-03 2.500000000E+00 5.014981408E+03 2.196911774E+02 2.942961472E-04 4.133964993E-01 2.836778665E-04 3.777977804E-01 4.430488858E-05 2.426955666E-01 1.825502483E-04 1.192973648E-02 
0L45 57264 340.02 34.099 1.052302527E-05 4.116833533E+00 3.000000000E+06 1.305966495E-03 2.500000000E+00 9.999975079E+08 2.468579250E+02 2.935936937E-04 4.118569565E-01 2.829270196E-04 3.772315468E-01 4.395707997E-05 2.422212456E-01 1.814746773E-04 2.406745310E-02 
