name T n1 I01 n2 I02 Rs Rsh
d64bi1pr 295.03 1.0000000E+0 7.8187060E-12 2.1752248E+0 4.9420551E-8 1.1663064E+3 9.2153885E+4
d84ai4pr 295.28 1.0000000E+0 6.4166160E-11 2.6325034E+0 2.8491814E-7 1.4797158E+3 9.1647298E+4
d84ai3pr 295.22 1.0000000E+0 6.4216131E-11 2.6381173E+0 2.8690301E-7 1.4814534E+3 9.1064584E+4
d84ai2pr 295.13 1.0000000E+0 5.8885160E-11 2.5967903E+0 2.6941521E-7 1.4646742E+3 8.6987898E+4
d84ai1pr 294.98 1.0000000E+0 5.9741025E-11 2.6115865E+0 2.7443469E-7 1.4679994E+3 8.7925521E+4
d84bi4pr 295.24 1.0000000E+0 6.8336501E-11 7.3469310E+0 2.0110592E-6 4.7747733E+3 7.2052312E+4
d84bi3pr 295.18 1.0000000E+0 6.9415329E-11 1.3351086E+1 8.3780469E-6 4.7725436E+3 2.1695166E+9
d84bi2pr 295.08 1.0000000E+0 6.4475614E-11 1.3947858E+1 9.1369196E-6 4.6527285E+3 1.1544913E+18
d84bi1pr 294.94 1.0000000E+0 6.5862115E-11 1.4418847E+1 9.6586148E-6 4.6987603E+3 5.8006517E+18
D33ai4pr 295.07 1.0000000E+0 8.6543811E-16 2.4700300E+0 4.8076789E-9 2.1500820E+3 2.1197727E+5
D33ai3pr 295.05 1.0000000E+0 7.8932929E-16 2.4514311E+0 4.6801294E-9 2.1830931E+3 2.1255236E+5
D33ai2pr 295.03 1.0000000E+0 8.3592863E-16 2.4542784E+0 4.8185995E-9 2.1590436E+3 2.0954602E+5
D33ai1pr 294.96 1.0000000E+0 8.2735580E-16 2.4161638E+0 4.4716869E-9 2.2128945E+3 2.0966168E+5
D33bi4pr 295.07 1.0000000E+0 7.1636875E-10 3.6770294E+1 1.6666491E-20 4.3955045E+3 1.3365938E+5
D33bi3pr 295.05 1.0000000E+0 7.1984787E-10 3.7323186E+1 1.3696940E-20 4.4000156E+3 1.3360153E+5
D33bi2pr 295.03 1.0000000E+0 7.0832262E-10 3.4303526E+1 1.6038134E-20 4.3939936E+3 1.3340623E+5
D33bi1pr 294.97 1.0000000E+0 7.1251472E-10 4.8332072E+1 2.1930592E-20 4.3990787E+3 1.3288311E+5
D35i4pr 295.09 1.0000000E+0 9.2140311E-16 2.3149425E+0 2.8666523E-9 1.3542744E+3 9.6298927E+5
D35i3pr 295.09 1.0000000E+0 1.0121490E-15 2.3165417E+0 2.9085797E-9 1.3679910E+3 9.6005649E+5
D35i2pr 295.08 1.0000000E+0 1.6506575E-15 2.3545126E+0 3.3458512E-9 1.4139409E+3 9.6085920E+5
D35i1pr 295.03 1.0000000E+0 9.8146964E-16 2.3280690E+0 3.0477024E-9 1.3584562E+3 9.3866235E+5
d43si4pr 295.04 1.0000000E+0 2.0159626E-27 1.6792300E+0 3.1665870E-9 1.9405662E+3 2.0591848E+4
d43si3pr 295.02 1.0000000E+0 3.7070562E-28 1.6676697E+0 3.0717318E-9 1.9122268E+3 2.0374640E+4
d43si2pr 295 1.0000000E+0 2.6717715E-27 1.6964889E+0 3.4173468E-9 1.8509157E+3 2.0988310E+4
d43si1pr 294.95 1.0000000E+0 9.4933067E-28 1.6911306E+0 3.3586952E-9 1.7985459E+3 2.1132189E+4
d43bi4pr 295.06 1.0000000E+0 5.4655490E-9 2.3910930E+0 4.8595083E-7 2.0327319E+3 4.8141885E+4
d43bi3pr 295.05 1.0000000E+0 5.3959517E-9 2.3235366E+0 4.5214276E-7 2.0325399E+3 4.6959568E+4
d43bi2pr 295.04 1.0000000E+0 5.5022251E-9 2.3289326E+0 4.5279621E-7 2.0337144E+3 4.6825730E+4
d43bi1pr 294.99 1.0000000E+0 5.5514146E-9 2.3054410E+0 4.3850234E-7 2.0373205E+3 4.6283332E+4
d51ai1pr 295.05 1.0000000E+0 7.8712261E-9 3.7636474E+0 3.4669772E-6 1.3576497E+3 3.3520412E+18
d51ai2pr 295 1.0000000E+0 7.5579122E-9 3.7866215E+0 3.4607839E-6 1.3522801E+3 4.7715571E+18
d51ai3pr 294.98 1.0000000E+0 8.0589871E-9 3.8464899E+0 3.5264995E-6 1.3595058E+3 9.9995093E+18
d51ai4pr 294.95 1.0000000E+0 7.4115916E-9 3.8340936E+0 3.4915523E-6 1.3518922E+3 9.8450972E+18
d51bi4pr 295.07 1.0000000E+0 8.2794613E-30 3.5105566E+0 2.9859620E-7 9.1958357E+2 3.4597568E+4
d51bi3pr 295.06 1.0000000E+0 1.8385831E-28 3.5098579E+0 2.9511967E-7 9.0471750E+2 3.4596444E+4
d51bi2pr 295.03 1.0000000E+0 1.0255503E-13 3.2085607E+0 2.1663073E-7 1.2268500E+3 3.2705655E+4
d51bi1pr 294.97 1.0000000E+0 1.7002293E-29 3.3580912E+0 2.4284523E-7 9.4630527E+2 3.3438749E+4
d51ci4pr 295.11 1.0000000E+0 5.5725409E-11 3.6270415E+0 1.6766981E-6 9.9069401E+2 8.7047019E+18
d51ci3pr 295.09 1.0000000E+0 5.5882673E-11 3.6214080E+0 1.6605306E-6 9.9087591E+2 8.7910631E+18
d51ci2pr 295.06 1.0000000E+0 5.9925256E-11 3.5022385E+0 1.6174963E-6 9.8495653E+2 8.5632798E+18
d51ci1pr 295 1.0000000E+0 6.4490171E-11 3.5066348E+0 1.7209186E-6 9.6739567E+2 7.8912837E+18
d51di4pr 295.11 1.0000000E+0 2.1010877E-26 2.2844559E+0 7.7573652E-7 3.6025819E+2 9.2654492E+18
d51di3pr 295.11 1.0000000E+0 2.5198154E-26 2.2659890E+0 7.9013003E-7 3.6317567E+2 9.7846710E+18
d51di2pr 295.1 1.0000000E+0 3.0713575E-26 2.2412054E+0 8.1641369E-7 3.6572718E+2 9.0225014E+18
d51di1pr 295.05 1.0000000E+0 5.0135319E-26 2.1959375E+0 8.6976608E-7 3.6783737E+2 2.2303287E+6
d73ai4pr 295.06 1.0000000E+0 3.7208662E-16 3.2157951E+0 1.0295139E-7 3.5421945E+2 3.8003765E+4
d73ai3pr 295.06 1.0000000E+0 4.6435705E-16 3.2029382E+0 1.0004860E-7 3.5328591E+2 3.7615617E+4
d73ai2pr 295.06 1.0000000E+0 7.2941177E-16 3.1676055E+0 9.4690140E-8 3.6851263E+2 3.7429927E+4
d73ai1pr 295.04 1.0000000E+0 1.7533006E-16 3.2056052E+0 1.0024376E-7 3.2917845E+2 3.7941063E+4
d73bi4pr 295.03 1.0000000E+0 4.7680098E-12 3.7441761E+0 2.8512777E-6 5.8359487E+2 1.8952705E+4
d73bi4pr 295.03 1.0000000E+0 4.7680098E-12 3.7441761E+0 2.8512777E-6 5.8359487E+2 1.8952705E+4
d73bi3pr 295.04 1.0000000E+0 2.5162043E-11 4.1381757E+0 4.2024826E-6 6.6618437E+2 2.8609967E+4
d73bi2pr 295.05 1.0000000E+0 2.6183029E-11 4.2357381E+0 4.5026688E-6 6.6642226E+2 3.1122229E+4
d73bi1pr 295.04 1.0000000E+0 1.7361591E-11 3.9061731E+0 3.2705040E-6 6.5796010E+2 2.3915169E+4
d73ci4pr 295.01 1.0000000E+0 2.9192558E-11 2.8260459E+0 5.9083009E-7 1.4911630E+2 6.0647871E+4
d73ci3pr 295.01 1.0000000E+0 2.9212159E-11 2.8273116E+0 5.9264242E-7 1.4905264E+2 5.9991078E+4
d73ci2pr 295.01 1.0000000E+0 2.9415612E-11 2.8213944E+0 5.8637025E-7 1.4925044E+2 5.7778288E+4
d73ci1pr 295 1.0000000E+0 2.9438108E-11 2.8270759E+0 5.9175346E-7 1.4937634E+2 6.0130754E+4
d82ai4pr 294.84 1.0000000E+0 2.9821431E-12 4.4036279E+0 1.4763642E-6 1.4865433E+3 7.4998651E+4
d82ai3pr 294.89 1.0000000E+0 3.0944419E-12 4.3973943E+0 1.4707899E-6 1.4923616E+3 7.2733993E+4
d82ai2pr 294.95 1.0000000E+0 2.9543841E-12 4.3094438E+0 1.3656142E-6 1.4833876E+3 6.5536929E+4
d82ai1pr 295.03 1.0000000E+0 3.1943681E-12 4.2738929E+0 1.3267449E-6 1.5001014E+3 6.2353859E+4
d82bi4pr 294.86 1.0000000E+0 2.0825360E-26 1.9048491E+0 4.1826309E-7 1.2419565E+2 2.7021383E+5
d82bi3pr 294.91 1.0000000E+0 2.1338540E-26 1.9066015E+0 4.2213622E-7 1.2411360E+2 2.6426600E+5
d82bi2pr 294.96 1.0000000E+0 2.1180689E-26 1.9105419E+0 4.2948162E-7 1.2409778E+2 2.5830238E+5
d82bi1pr 295.04 1.0000000E+0 2.2017799E-26 1.9120830E+0 4.3441970E-7 1.2385858E+2 2.5895316E+5
d53ai4pr 295.07 1.0000000E+0 5.5593105E-14 3.3329865E+0 4.1473316E-7 7.4859204E+2 3.4644801E+4
d53ai3pr 295.06 1.0000000E+0 9.1810839E-14 3.2011322E+0 3.3493932E-7 7.7976737E+2 3.3332976E+4
d53ai2pr 295.05 1.0000000E+0 8.1729541E-14 3.2381772E+0 3.6735156E-7 7.8155651E+2 3.4136099E+4
d53ai1pr 295.01 1.0000000E+0 3.3048138E-27 3.4843354E+0 4.7931745E-7 6.3416686E+2 3.5266170E+4
d53bi4pr 295.05 1.0000000E+0 1.1847492E-9 3.1873061E+0 2.7334216E-6 6.6138584E+2 9.5743898E+18
d53bi3pr 295.04 1.0000000E+0 1.1998200E-9 3.1694688E+0 2.7106911E-6 6.6509173E+2 9.5551581E+18
d53bi2pr 295.02 1.0000000E+0 1.0661124E-9 3.1514769E+0 2.7174455E-6 6.5559843E+2 1.0000000E+19
d53bi1pr 294.98 1.0000000E+0 1.3362733E-9 3.1951700E+0 2.7378314E-6 6.6568202E+2 9.5397606E+18
d53ci4pr 295.04 1.0000000E+0 6.8855095E-14 2.7795528E+0 1.0400348E-7 1.3003152E+3 5.8444153E+5
d53ci3pr 295.02 1.0000000E+0 6.9120259E-14 2.7590103E+0 1.0094268E-7 1.3042533E+3 5.1841896E+5
d53ci2pr 295 1.0000000E+0 6.5669113E-14 2.7399703E+0 9.8132751E-8 1.3145103E+3 4.8904452E+5
d53ci1pr 294.94 1.0000000E+0 5.8242572E-14 2.9796197E+0 1.6415020E-7 1.2405395E+3 3.8717443E+5
d44bi4pr 295.09 1.0000000E+0 8.3645681E-12 3.9680835E+0 5.3835920E-7 1.6415893E+3 1.7566748E+5
d44bi3pr 295.07 1.0000000E+0 8.4892242E-12 3.9805114E+0 5.4005192E-7 1.6441437E+3 1.7437061E+5
d44bi2pr 295.06 1.0000000E+0 8.5864524E-12 4.0517171E+0 5.7542711E-7 1.6465077E+3 1.8349232E+5
d44bi1pr 294.99 1.0000000E+0 8.4522110E-12 4.0294621E+0 5.6477820E-7 1.6456901E+3 1.8123800E+5
d52ai4pr 295.05 1.0000000E+0 2.2093848E-11 4.8598971E+0 6.5689252E-6 1.0468097E+3 9.5149625E+18
d52ai3pr 295.06 1.0000000E+0 1.8858364E-11 4.9385308E+0 6.8489747E-6 1.0248676E+3 9.5030448E+18
d52ai2pr 295.06 1.0000000E+0 1.9134955E-11 4.8207202E+0 6.5967948E-6 1.0168526E+3 9.5031991E+18
d52bi4pr 295.01 1.0000000E+0 1.4171703E-10 2.2128413E+0 5.5633689E-7 1.1804209E+2 4.1352258E+4
d52bi3pr 295 1.0000000E+0 1.5671311E-10 2.1660443E+0 5.2469866E-7 1.1808051E+2 4.1263403E+4
d52bi2pr 294.99 1.0000000E+0 1.9445498E-10 2.1363704E+0 5.2110679E-7 1.1899261E+2 4.1699495E+4
d52bi1pr 294.96 1.0000000E+0 2.3218888E-10 2.0994976E+0 5.1639503E-7 1.1928967E+2 4.0346384E+4
d54ai4pr 295.02 1.0000000E+0 4.9272482E-11 2.8135243E+0 4.3958915E-7 7.1751942E+2 5.0672663E+4
d54ai3pr 294.98 1.0000000E+0 5.0280659E-11 2.8215120E+0 4.4308326E-7 7.1950492E+2 5.0679570E+4
d54ai2pr 294.93 1.0000000E+0 5.0144374E-11 2.8208984E+0 4.4281807E-7 7.2053967E+2 5.0195852E+4
d54ai1pr 294.84 1.0000000E+0 4.9496113E-11 2.8367471E+0 4.5142748E-7 7.2046916E+2 5.0376432E+4
d54ci4pr 295.05 1.0000000E+0 1.1414806E-12 2.4834264E+0 5.4701788E-7 1.9832977E+2 1.3224899E+5
d54ci3pr 295.07 1.0000000E+0 1.1416005E-12 2.4851085E+0 5.4871852E-7 1.9845588E+2 1.3040479E+5
d54ci2pr 295.08 1.0000000E+0 1.1216262E-12 2.4947938E+0 5.5774623E-7 1.9856004E+2 1.2944275E+5
d54ci1pr 295.1 1.0000000E+0 1.1524616E-12 2.4975674E+0 5.6199293E-7 1.9923368E+2 1.2944095E+5
d54ci1pr 295.1 1.0000000E+0 1.1524616E-12 2.4975674E+0 5.6199293E-7 1.9923368E+2 1.2944095E+5
d74ai8pr 295.03 1.0000000E+0 2.9201583E-14 2.8346200E+0 1.3224629E-7 9.3597048E+2 4.0357144E+4
d74ai7pr 295.04 1.0000000E+0 3.3312050E-14 2.8945342E+0 1.4719618E-7 9.5380766E+2 4.1337957E+4
d74ai6pr 295.03 1.0000000E+0 5.8142135E-15 2.8488362E+0 1.3078821E-7 9.1689469E+2 3.9285934E+4
d74ai5pr 295.02 1.0000000E+0 1.7317148E-14 2.8870132E+0 1.4150862E-7 9.1789289E+2 4.0038123E+4
d74bi4pr 295.04 1.0000000E+0 1.7970658E-11 3.9516257E+0 4.0966829E-7 3.8176115E+3 6.3061686E+4
d74bi3pr 295.03 1.0000000E+0 1.8528391E-11 3.8770545E+0 3.7829071E-7 3.8365030E+3 6.1272375E+4
d74bi2pr 295.02 1.0000000E+0 1.8632785E-11 3.8853827E+0 3.7851138E-7 3.8548593E+3 6.0511557E+4
d74bi1pr 295 1.0000000E+0 1.8655889E-11 3.9666776E+0 4.0421813E-7 3.8753497E+3 6.2412710E+4
d81ai4pr 294.92 1.0000000E+0 8.0356572E-12 4.8043136E+0 1.1222763E-6 2.3231773E+3 1.5999069E+5
d81ai3pr 294.92 1.0000000E+0 8.0145004E-12 4.8337209E+0 1.1428526E-6 2.3165250E+3 1.5990752E+5
d81ai2pr 294.93 1.0000000E+0 7.8472693E-12 4.8140151E+0 1.1336518E-6 2.3015958E+3 1.5336330E+5
d81ai1pr 294.97 1.0000000E+0 8.0714495E-12 4.8583237E+0 1.1565146E-6 2.3074349E+3 1.5175927E+5
d81bi4pr 294.94 1.0000000E+0 1.0731364E-12 3.0785423E+0 1.5530615E-6 1.9502299E+2 4.3570706E+4
d81bi3pr 294.94 1.0000000E+0 9.3688584E-13 3.0925851E+0 1.6035977E-6 1.9096750E+2 4.3289149E+4
d81bi3pr 294.96 1.0000000E+0 9.3688584E-13 3.0925851E+0 1.6035977E-6 1.9096750E+2 4.3289149E+4
d81bi2pr 294.97 1.0000000E+0 9.7540414E-13 3.1147922E+0 1.6936510E-6 1.8933220E+2 4.3749230E+4
d81bi1pr 294.94 1.0000000E+0 1.1052320E-12 3.1178414E+0 1.8018823E-6 1.8916677E+2 4.4578865E+4
d81bi1pr 294.94 1.0000000E+0 1.1052320E-12 3.1178414E+0 1.8018823E-6 1.8916677E+2 4.4578865E+4
d81ci5pr 295.17 1.0000000E+0 1.0499339E-13 2.3489300E+0 2.4499547E-7 7.0574842E+1 6.5609054E+4
d81ci1pr 295.06 1.0000000E+0 1.0441893E-27 2.1973684E+0 3.1312774E-7 7.5799550E+1 7.2269759E+4
d71ai4pr 294.87 1.0000000E+0 2.8433035E-11 2.2715361E+1 2.2147565E-5 4.8149887E+3 3.1982320E+18
d71ai3pr 294.91 1.0000000E+0 2.8652615E-11 2.2704338E+1 2.2310448E-5 4.8425949E+3 9.9160955E+18
d71ai2pr 295.03 1.0000000E+0 3.0191788E-11 2.3660826E+1 2.3635127E-5 4.8402634E+3 9.0690215E+18
d71ai1pr 295.17 1.0000000E+0 1.9599854E-11 2.4089339E+1 2.3862881E-5 4.4989307E+3 6.6127399E+18
d71bi4pr 295.2 1.0000000E+0 4.6111742E-11 1.9888961E+1 6.7445231E-21 9.1551987E+3 5.9288781E+4
d71bi3pr 295.2 1.0000000E+0 1.1601394E-26 1.1662080E+0 2.0699832E-10 8.7854777E+3 6.0646166E+4
d71bi2pr 295.09 1.0000000E+0 4.5504191E-11 1.9805685E+1 1.5219066E-21 9.2046951E+3 5.9127952E+4
d71bi1pr 294.93 1.0000000E+0 4.3645348E-11 1.8896733E+1 1.4406214E-21 9.2017066E+3 5.9412722E+4
d72ai4pr 295.02 1.0000000E+0 8.5901298E-12 2.6024169E+0 9.7450472E-8 5.0130516E+3 8.9937083E+4
d72ai3pr 295.02 1.0000000E+0 1.5855953E-27 2.6270387E+0 9.5609471E-8 4.1773129E+3 9.0621331E+4
d72ai2pr 295.02 1.0000000E+0 9.6597317E-12 2.6235789E+0 1.0068339E-7 5.0817971E+3 8.8252666E+4
d72ai1pr 295.02 1.0000000E+0 1.1318068E-11 2.6217300E+0 9.9406035E-8 5.2440647E+3 8.8381566E+4
d72bi4pr 295.05 1.0000000E+0 2.1861385E-15 2.5862557E+0 3.9740685E-8 2.6672533E+2 3.6810118E+4
d72bi3pr 295.05 1.0000000E+0 2.6835109E-15 2.5690189E+0 3.8826280E-8 2.6584760E+2 3.6793176E+4
d72bi3pr 295.05 1.0000000E+0 2.6835109E-15 2.5690189E+0 3.8826280E-8 2.6584760E+2 3.6793176E+4
d72bi2pr 295.04 1.0000000E+0 2.8404577E-15 2.5360550E+0 3.6563296E-8 2.6364061E+2 3.6633259E+4
d72bi1pr 295.01 1.0000000E+0 2.8380124E-15 2.5090900E+0 3.5466219E-8 2.6220650E+2 3.6901642E+4
d72ci4pr 295.04 1.0000000E+0 2.2882499E-28 2.1713367E+0 2.4983000E-8 2.2075844E+3 7.2114662E+4
d72ci3pr 295.04 1.0000000E+0 7.0849074E-28 2.1721267E+0 2.5029752E-8 2.2130817E+3 7.1928777E+4
d72ci2pr 295.04 1.0000000E+0 2.5129217E-28 2.1389041E+0 2.2837895E-8 2.2383533E+3 7.0481418E+4
d72ci1pr 295.02 1.0000000E+0 1.2853522E-27 2.1377097E+0 2.2852547E-8 2.2456430E+3 7.1659125E+4
