fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L11 34500 307.03 37.762 8.047316408E-07 4.467637465E+00 9.965995504E+03 1.348081025E-04 3.941993236E+00 1.779943049E+03 0.000000000E+00 3.093462803E-04 4.689932281E-01 2.841303966E-04 3.596770116E-01 4.792884359E-05 2.668243647E-01 1.796210058E-04 4.924296125E-03 
0L12 35132 308.02 37.641 5.742563216E-07 4.332458715E+00 9.348538893E+03 1.448314756E-04 4.124598331E+00 1.721453396E+03 0.000000000E+00 3.099682807E-04 4.672585892E-01 2.844225639E-04 3.603404380E-01 4.788884276E-05 2.642479103E-01 1.812241713E-04 3.093566827E-02 
0L13 35768 309.03 37.518 2.685260510E-06 4.837286293E+00 1.290015927E+04 1.450821459E-04 3.672239838E+00 1.589004189E+03 0.000000000E+00 3.067087571E-04 4.656628494E-01 2.843297535E-04 3.623696008E-01 4.797838857E-05 2.652921152E-01 1.808484889E-04 1.046506434E-02 
0L14 36414 310.02 37.398 3.015656515E-06 4.837058980E+00 1.369917110E+04 1.559312517E-04 3.755733403E+00 1.546795843E+03 0.000000000E+00 3.058347312E-04 4.643728619E-01 2.843378539E-04 3.627424944E-01 4.789607749E-05 2.670814305E-01 1.793279090E-04 8.627509993E-02 
0L15 37054 311.04 37.276 2.048993473E-06 4.644769017E+00 1.337130560E+04 1.755427929E-04 4.234334517E+00 1.551170622E+03 0.000000000E+00 3.066231028E-04 4.627387772E-01 2.842058856E-04 3.657880873E-01 4.810591944E-05 2.664607863E-01 1.805436381E-04 1.503892042E-01 
0L16 37696 312.02 37.159 3.067622619E-06 4.845829682E+00 1.325531397E+04 1.765770894E-04 3.836809598E+00 1.441676341E+03 0.000000000E+00 3.061263458E-04 4.613954304E-01 2.843304854E-04 3.667280267E-01 4.811060486E-05 2.650747785E-01 1.815158622E-04 4.696402431E-02 
0L17 38370 313.02 37.04 4.446933929E-06 4.943509170E+00 1.498848800E+04 1.894982279E-04 3.880678456E+00 1.398986285E+03 0.000000000E+00 3.048123530E-04 4.602761360E-01 2.844085597E-04 3.670317277E-01 4.804682893E-05 2.658763772E-01 1.807124862E-04 5.263158815E-02 
0L18 39016 314.03 36.921 6.401613909E-06 5.043615889E+00 1.684598897E+04 1.994213067E-04 3.850521614E+00 1.343232898E+03 0.000000000E+00 3.030551884E-04 4.582646988E-01 2.847315559E-04 3.683758734E-01 4.806657568E-05 2.635934712E-01 1.823466764E-04 2.072094485E-02 
0L19 39666 315.03 36.803 6.730787408E-06 4.992092058E+00 1.708619067E+04 2.008348901E-04 3.799398186E+00 1.271968043E+03 0.000000000E+00 3.020342985E-04 4.561535851E-01 2.847994715E-04 3.695538124E-01 4.800958572E-05 2.651119411E-01 1.810899948E-04 1.316560852E-02 
0L20 40316 316.01 36.689 1.492567268E-05 5.156383503E+00 2.617592599E+04 2.308451312E-04 4.093624360E+00 1.275962525E+03 0.000000000E+00 2.941019110E-04 4.546655033E-01 2.848502771E-04 3.701243089E-01 4.793538944E-05 2.623318409E-01 1.827278390E-04 2.261101560E-02 
0L21 40960 317 36.575 2.478152803E-06 4.637252654E+00 1.327368924E+04 2.494414870E-04 4.627664475E+00 1.278787666E+03 0.000000000E+00 3.070838815E-04 4.531154457E-01 2.848082001E-04 3.715235539E-01 4.794548413E-05 2.634329384E-01 1.820038143E-04 3.853915849E-01 
0L22 41594 318.03 36.456 4.938779553E-05 5.412806893E+00 4.489340991E+04 2.494978393E-04 3.848233305E+00 1.165099760E+03 0.000000000E+00 2.607692516E-04 4.523569218E-01 2.849257723E-04 3.714192440E-01 4.787153749E-05 2.628512765E-01 1.821254460E-04 1.663952867E-02 
0L23 42234 319.02 36.343 1.975142482E-05 5.219232115E+00 2.752100786E+04 2.658634740E-04 4.048650044E+00 1.142034058E+03 0.000000000E+00 2.899036858E-04 4.500273590E-01 2.847469051E-04 3.733837691E-01 4.784685151E-05 2.610174789E-01 1.833087349E-04 1.550228512E-01 
0L24 42868 320.03 36.228 1.629565375E-05 5.156498717E+00 2.478338462E+04 2.800029213E-04 4.149008917E+00 1.107482712E+03 0.000000000E+00 2.935370204E-04 4.485691437E-01 2.848931561E-04 3.734659860E-01 4.772681643E-05 2.610095200E-01 1.828541398E-04 5.770732804E-02 
0L25 43500 321.01 36.118 2.480566469E-05 5.275947823E+00 2.894747139E+04 2.929353984E-04 4.063717954E+00 1.058996648E+03 0.000000000E+00 2.859217666E-04 4.462680477E-01 2.852236841E-04 3.750462851E-01 4.773822271E-05 2.598093134E-01 1.837389995E-04 1.327812420E-01 
0L26 44136 322.04 36.002 5.549391304E-05 5.393271562E+00 4.510510433E+04 3.061857795E-04 3.960649161E+00 1.021712282E+03 0.000000000E+00 2.550754129E-04 4.447135040E-01 2.849040258E-04 3.741828292E-01 4.740921427E-05 2.601205723E-01 1.822596383E-04 7.708899663E-02 
0L27 44780 323.03 35.892 5.552649433E-05 5.386090606E+00 4.450026503E+04 3.219889621E-04 4.013038145E+00 9.942653730E+02 0.000000000E+00 2.553142649E-04 4.428048492E-01 2.850223283E-04 3.745212051E-01 4.726804755E-05 2.584828709E-01 1.828686811E-04 9.350590666E-02 
0L28 45414 324.02 35.782 1.230000183E-04 5.484376175E+00 7.104098579E+04 3.384407628E-04 3.970790170E+00 9.603925681E+02 0.000000000E+00 1.886822967E-04 4.409748211E-01 2.852592226E-04 3.762443819E-01 4.732858394E-05 2.587068707E-01 1.829383348E-04 1.085480209E-02 
0L29 46038 325.02 35.672 1.465845653E-04 5.470891680E+00 8.227586999E+04 3.642690897E-04 4.160340643E+00 9.477543576E+02 0.000000000E+00 1.652573683E-04 4.395070648E-01 2.852502271E-04 3.756139281E-01 4.709052662E-05 2.564365757E-01 1.836384632E-04 2.446743661E-02 
0L30 46664 326.02 35.563 1.017168966E-04 5.454038881E+00 5.842973643E+04 3.599281875E-04 3.922262455E+00 8.874826536E+02 0.000000000E+00 2.104326268E-04 4.386142326E-01 2.852700851E-04 3.751840113E-01 4.694434394E-05 2.565456753E-01 1.829822655E-04 4.689214327E-01 
0L31 47290 327.02 35.454 8.868240913E-05 5.439357109E+00 5.286363840E+04 3.804681721E-04 4.011683957E+00 8.656971066E+02 0.000000000E+00 2.237676998E-04 4.365772160E-01 2.854027262E-04 3.757326545E-01 4.681641185E-05 2.570514576E-01 1.821362774E-04 1.425364684E-01 
0L32 47924 328.03 35.345 1.117887705E-04 5.436099155E+00 6.137780619E+04 4.002255381E-04 4.066379594E+00 8.440830583E+02 0.000000000E+00 2.006237546E-04 4.349029404E-01 2.853378273E-04 3.766575259E-01 4.674103698E-05 2.555651297E-01 1.828947508E-04 5.558968278E-03 
0L33 48550 329.02 35.239 1.447924114E-04 5.430259461E+00 7.374145041E+04 4.242949141E-04 4.209435473E+00 8.267864403E+02 0.000000000E+00 1.676965509E-04 4.323876583E-01 2.852227670E-04 3.780155262E-01 4.661944683E-05 2.539097405E-01 1.836052203E-04 1.947290955E-01 
0L34 49166 330.03 35.131 1.435747568E-04 5.529257295E+00 6.315062718E+04 4.251735375E-04 3.853763725E+00 7.800716232E+02 0.000000000E+00 1.703776134E-04 4.314389256E-01 2.853801571E-04 3.760108628E-01 4.629600221E-05 2.546858273E-01 1.817828609E-04 3.215991120E-01 
0L35 49792 331.02 35.026 1.906371832E-04 5.398647864E+00 9.260742730E+04 4.830351331E-04 4.553662567E+00 8.059189912E+02 0.000000000E+00 1.221888262E-04 4.292555950E-01 2.851439130E-04 3.775988171E-01 4.621795174E-05 2.529067429E-01 1.827515758E-04 2.404471485E-01 
0L36 50424 332.03 34.919 1.243206929E-04 5.255714300E+00 7.742508064E+04 5.194008005E-04 5.076018132E+00 8.109291166E+02 0.000000000E+00 1.876448353E-04 4.273692734E-01 2.849221404E-04 3.775667182E-01 4.597515454E-05 2.526750479E-01 1.819568381E-04 2.056772270E-01 
0L37 51054 333.04 34.813 1.975151185E-04 5.445339849E+00 7.499663346E+04 4.540993800E-04 3.849467024E+00 6.971365417E+02 0.000000000E+00 1.157101826E-04 4.253179581E-01 2.846359485E-04 3.770572726E-01 4.564684767E-05 2.498305525E-01 1.827168681E-04 7.536355942E-01 
0L38 51680 334.02 34.711 2.053394768E-04 5.415734428E+00 8.507990926E+04 5.248449356E-04 4.329502373E+00 7.224473747E+02 0.000000000E+00 1.081184417E-04 4.236576027E-01 2.846703068E-04 3.777492148E-01 4.555759024E-05 2.486131680E-01 1.832470855E-04 4.009526333E-01 
0L39 53572 333.99 34.714 2.057889032E-04 5.391336403E+00 7.844778559E+04 5.027377798E-04 4.175656368E+00 7.005624474E+02 0.000000000E+00 1.108168068E-04 4.200119522E-01 2.871916492E-04 3.765542924E-01 4.542145682E-05 2.466980459E-01 1.841289461E-04 4.848124985E-01 
0L40 54190 335.02 34.607 1.924740113E-04 5.367955166E+00 8.275206967E+04 5.646276420E-04 4.545254488E+00 7.189226238E+02 0.000000000E+00 1.231222497E-04 4.202729546E-01 2.861839680E-04 3.762902507E-01 4.525845356E-05 2.467314515E-01 1.834261271E-04 5.823173162E-01 
0L41 54810 336.02 34.505 1.747056021E-04 5.307690404E+00 8.299147019E+04 6.024281106E-04 4.749109839E+00 7.171519686E+02 0.000000000E+00 1.399268608E-04 4.181995049E-01 2.858237835E-04 3.779875895E-01 4.518137244E-05 2.457619261E-01 1.838402631E-04 4.329865909E-01 
0L42 55432 336.99 34.405 1.964492160E-04 5.360588723E+00 8.721087452E+04 6.403040503E-04 4.766217182E+00 7.090123068E+02 0.000000000E+00 1.188513952E-04 4.165328136E-01 2.855732216E-04 3.777310597E-01 4.493134280E-05 2.456781929E-01 1.828958856E-04 7.853558685E-01 
0L43 56046 338 34.302 2.066040619E-04 5.359077517E+00 9.131097077E+04 6.791663469E-04 4.845720731E+00 7.032771853E+02 0.000000000E+00 1.086703920E-04 4.154065624E-01 2.850365197E-04 3.764223621E-01 4.457068157E-05 2.452048536E-01 1.817630939E-04 7.529352052E-01 
0L44 56654 339.02 34.199 3.071864537E-04 5.518692696E+00 8.973945515E+04 6.300410483E-04 4.114361846E+00 6.202119869E+02 0.000000000E+00 1.000000000E-05 4.133964993E-01 2.850366225E-04 3.759968363E-01 4.430488858E-05 2.426955666E-01 1.825502483E-04 5.982310329E-01 
0L45 57264 340.02 34.099 2.026273418E-04 5.328949950E+00 9.770358168E+04 7.771613851E-04 5.240088859E+00 7.072764269E+02 0.000000000E+00 1.126010268E-04 4.118569565E-01 2.845175100E-04 3.751227728E-01 4.395707997E-05 2.422212456E-01 1.814746773E-04 7.076152593E-01 
