fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
SC3492V5_7.6E+12_N 1527487924 0 555 2.548975153E+18 1.000000000E+02 2.289244886E+00 6.326422048E-01 3.334699917E+02 8.174616013E-04 
SC3501V10_2.8E+13_N 1527488046 0 555 6.540505648E+18 1.000000000E+02 2.749154740E+00 6.496913630E-01 5.964165609E+02 1.722712294E-03 
SC3501V11_2.8E+13_N 1527488046 0 555 6.757122709E+18 1.000000000E+02 2.775935394E+00 6.516007143E-01 6.365413433E+02 1.393335767E-03 
SC3501V12_2.8E+13_N 1527488046 0 555 6.892124538E+18 1.000000000E+02 2.778443554E+00 6.524311503E-01 6.548248087E+02 1.911109550E-03 
SC3501V1_2.8E+13_N 1527488018 0 555 5.666085089E+18 1.000000000E+02 2.672700338E+00 6.494941789E-01 5.924196518E+02 1.322277281E-03 
SC3501V2_2.8E+13_N 1527488018 0 555 5.212826847E+18 1.000000000E+02 2.625168427E+00 6.521217231E-01 6.479516513E+02 1.035306200E-03 
SC3501V3_2.8E+13_N 1527488018 0 555 5.173972314E+18 1.000000000E+02 2.620752723E+00 6.443755000E-01 4.975346736E+02 8.690245381E-04 
SC3501V4_2.8E+13_N 1527488019 0 555 5.216095050E+18 1.000000000E+02 2.627877737E+00 6.528596413E-01 6.644632233E+02 1.024546119E-03 
SC3501V5_2.8E+13_N 1527488019 0 555 4.913718388E+18 1.000000000E+02 2.586774598E+00 6.482704165E-01 5.682061128E+02 1.634611188E-03 
SC3501V6_2.8E+13_N 1527488046 0 555 4.550308981E+18 1.000000000E+02 2.552443757E+00 6.510719588E-01 6.251667991E+02 1.104032351E-03 
SC3501V7_2.8E+13_N 1527488046 0 555 6.036710138E+18 1.000000000E+02 2.696508074E+00 6.492991845E-01 5.884934692E+02 1.919512350E-03 
SC3501V8_2.8E+13_N 1527488046 0 555 6.079774664E+18 1.000000000E+02 2.703722386E+00 6.504984587E-01 6.130593781E+02 1.737665713E-03 
SC3501V9_2.8E+13_N 1527488046 0 555 4.500401885E+18 1.000000000E+02 2.547705866E+00 6.462525179E-01 5.304218749E+02 7.003223343E-04 
SC3502V10_1.9E+13_N 1527488096 0 555 3.109028325E+18 1.000000000E+02 2.372856466E+00 6.427488418E-01 4.706878970E+02 8.523304060E-04 
SC3502V11_1.9E+13_N 1527488096 0 555 3.174975228E+18 1.000000000E+02 2.378897805E+00 6.401277904E-01 4.304433912E+02 1.015724709E-03 
SC3502V12_1.9E+13_N 1527488096 0 555 4.296993878E+18 1.000000000E+02 2.514629294E+00 6.463145376E-01 5.315448569E+02 1.893708966E-03 
SC3502V1_1.9E+13_N 1527488071 0 555 4.427363835E+18 1.000000000E+02 2.531919746E+00 6.457528545E-01 5.214606732E+02 1.606783586E-03 
SC3502V2_1.9E+13_N 1527488071 0 555 4.765888416E+18 1.000000000E+02 2.569793721E+00 6.466937097E-01 5.384623540E+02 1.578685908E-03 
SC3502V3_1.9E+13_N 1527488072 0 555 5.071111814E+18 1.000000000E+02 2.603315950E+00 6.471648579E-01 5.471833953E+02 1.545339899E-03 
SC3502V4_1.9E+13_N 1527488072 0 555 5.281374668E+18 1.000000000E+02 2.618524676E+00 6.478660239E-01 5.604243125E+02 2.021940830E-03 
SC3502V5_1.9E+13_N 1527488072 0 555 4.159451003E+18 1.000000000E+02 2.507085491E+00 6.450248592E-01 5.086747355E+02 9.873732178E-04 
SC3502V6_1.9E+13_N 1527488072 0 555 4.239395514E+18 1.000000000E+02 2.508905517E+00 6.414546788E-01 4.503673144E+02 1.494930865E-03 
SC3502V7_1.9E+13_N 1527488096 0 555 4.006425810E+18 1.000000000E+02 2.481273832E+00 6.393964620E-01 4.198414256E+02 1.310421426E-03 
SC3502V8_1.9E+13_N 1527488096 0 555 4.316996924E+18 1.000000000E+02 2.521397862E+00 6.452137643E-01 5.119620817E+02 1.345545419E-03 
SC3502V9_1.9E+13_N 1527488096 0 555 2.774123978E+18 1.000000000E+02 2.330766953E+00 6.422725501E-01 4.631048127E+02 5.483735851E-04 
SC3503_1.4E+13_N 1527488119 0 555 4.113148761E+18 1.000000000E+02 2.494901890E+00 6.519167058E-01 6.434374819E+02 2.038676325E-03 
SC3521V1_4.2E+13_N 1527488141 0 555 8.804379195E+18 1.000000000E+02 2.958297696E+00 6.558793307E-01 7.365320445E+02 1.053154396E-03 
SC3521V2_4.2E+13_N 1527488141 0 555 7.563716505E+18 1.000000000E+02 2.838787671E+00 6.532969393E-01 6.744460291E+02 1.917767635E-03 
SC3521V3_4.2E+13_N 1527488141 0 555 7.448794059E+18 1.000000000E+02 2.834445200E+00 6.504090475E-01 6.111930223E+02 1.460988900E-03 
SC3521V4_4.2E+13_N 1527488141 0 555 8.469456711E+18 1.000000000E+02 2.931708152E+00 6.553410986E-01 7.231370096E+02 1.118469487E-03 
SC3521V5_4.2E+13_N 1527488141 0 555 7.576443233E+18 1.000000000E+02 2.824377353E+00 6.471276245E-01 5.464890864E+02 2.900513880E-03 
SC3521V6_4.2E+13_N 1527488157 0 555 7.774920939E+18 1.000000000E+02 2.851314946E+00 6.474567994E-01 5.526580188E+02 2.255509815E-03 
SC3521V7_4.2E+13_N 1527488157 0 555 8.892635126E+18 1.000000000E+02 2.956582472E+00 6.565436014E-01 7.534063837E+02 1.574472651E-03 
SC3521V8_4.2E+13_N 1527488157 0 555 8.009026706E+18 1.000000000E+02 2.886363847E+00 6.472255615E-01 5.483172533E+02 1.368942179E-03 
SC3753V1_1.3E+12_N 1527488119 0 555 5.528005701E+17 1.000000000E+02 1.887324781E+00 6.473266990E-01 5.502115821E+02 7.940395314E-04 
SC4023V1_3.7E+12_N 1527488203 0 555 1.945585062E+18 1.000000000E+02 2.199045385E+00 6.517536888E-01 6.398705508E+02 1.506793653E-03 
SC4023V2_7.2E+12_N 1527488176 0 555 1.651036717E+18 1.000000000E+02 2.167430966E+00 6.477748958E-01 5.586854854E+02 1.711637721E-03 
SC4023V3_7.2E+12_N 1527488176 0 555 2.419074881E+18 1.000000000E+02 2.279122649E+00 6.509101200E-01 6.217261322E+02 7.330937750E-04 
SC4023V4_7.2E+12_N 1527488176 0 555 2.781989661E+18 1.000000000E+02 2.329916369E+00 6.515147525E-01 6.346781503E+02 8.992074190E-04 
SC4023V5_3.7E+12_N 1527488203 0 555 9.806226369E+17 1.000000000E+02 2.026966950E+00 6.467609148E-01 5.396977806E+02 2.496076187E-03 
