N_Fe N_B d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 5.623E+15 2.300E-4 1.9679214E-05 -6.6873239E-03 -5.2621274E-03 -1.7217517E-03 6.7455553E-05 -6.6276984E-03 -5.2442720E-03 -1.7170533E-03 -7.5033589E-01 -7.1481759E-01 -1.5514411E-01 5.1550695E-02
1.000000E+10 5.623E+15 2.800E-4 1.9216467E-05 -6.6884049E-03 -5.2626336E-03 -1.7219404E-03 7.5360964E-05 -6.6182032E-03 -5.2415165E-03 -1.7163980E-03 -1.3446040E+00 -1.1717828E+00 -1.7052858E-01 5.0890000E-02
1.000000E+10 5.623E+15 3.300E-4 1.9160362E-05 -6.6919609E-03 -5.2654351E-03 -1.7229069E-03 8.2931453E-05 -6.6119327E-03 -5.2412294E-03 -1.7165564E-03 -3.6237877E+00 -2.1642828E+00 -1.8497957E-01 5.1089001E-02
1.000000E+10 5.623E+15 3.800E-4 1.9272445E-05 -6.6963112E-03 -5.2690249E-03 -1.7241045E-03 9.0077883E-05 -6.6072489E-03 -5.2419620E-03 -1.7170368E-03 9.9726946E+00 -1.0440768E+01 -1.9631050E-01 5.1034936E-02
1.000000E+10 1.000E+16 1.800E-4 3.8227014E-05 -6.6678893E-03 -5.2590183E-03 -1.7203821E-03 1.0556432E-04 -6.6023297E-03 -5.2494457E-03 -1.7185751E-03 -4.3416431E-02 -3.6944344E-02 -2.0592388E-02 -2.3586687E-02
1.000000E+10 1.000E+16 2.300E-4 3.7690246E-05 -6.6601304E-03 -5.2505982E-03 -1.7196147E-03 1.2038478E-04 -6.5775442E-03 -5.2387869E-03 -1.7154924E-03 -4.0213101E-02 -3.5732548E-02 -2.0732553E-02 -4.3725579E-02
1.000000E+10 1.000E+16 2.800E-4 3.7336040E-05 -6.6557061E-03 -5.2481184E-03 -1.7167707E-03 1.3356648E-04 -6.5615559E-03 -5.2343555E-03 -1.7143358E-03 -3.8061571E-02 -3.3587366E-02 -2.0666459E-02 -2.2104427E-02
1.000000E+10 1.000E+16 3.300E-4 3.7063290E-05 -6.6557524E-03 -5.2479596E-03 -1.7167076E-03 1.4529884E-04 -6.5498038E-03 -5.2324572E-03 -1.7139771E-03 -3.6540364E-02 -3.2500527E-02 -2.0541935E-02 -2.1969132E-02
1.000000E+10 1.000E+16 3.800E-4 3.6811560E-05 -6.6568328E-03 -5.2486568E-03 -1.7169505E-03 1.5578700E-04 -6.5403264E-03 -5.2315860E-03 -1.7139473E-03 -3.5407538E-02 -3.1701003E-02 -2.0406025E-02 -2.1873902E-02
1.000000E+10 1.778E+16 1.800E-4 7.1349367E-05 -6.6361109E-03 -5.2548832E-03 -1.7193278E-03 1.8627060E-04 -6.5351447E-03 -5.2480811E-03 -1.7186711E-03 -2.6877711E-02 -2.3051617E-02 -8.4773340E-03 -4.8574306E-03
1.000000E+10 1.778E+16 2.300E-4 7.0417928E-05 -6.6241254E-03 -5.2441282E-03 -1.7158427E-03 2.0932029E-04 -6.5019107E-03 -5.2360689E-03 -1.7151060E-03 -2.4523030E-02 -2.1307843E-02 -8.2225716E-03 -3.6101067E-03
1.000000E+10 1.778E+16 2.800E-4 6.8673090E-05 -6.6196622E-03 -5.2393033E-03 -1.7142978E-03 2.2785409E-04 -6.4798040E-03 -5.2302389E-03 -1.7135346E-03 -2.2977735E-02 -2.0086650E-02 -7.8827215E-03 -3.2408848E-03
1.000000E+10 1.778E+16 3.300E-4 6.6635670E-05 -6.6183071E-03 -5.2369023E-03 -1.7133341E-03 2.4309537E-04 -6.4634478E-03 -5.2269274E-03 -1.7127362E-03 -2.1887711E-02 -1.9201211E-02 -7.6640687E-03 -2.2194001E-03
1.000000E+10 1.778E+16 3.800E-4 6.4588009E-05 -6.6181227E-03 -5.2354230E-03 -1.7127537E-03 2.5594056E-04 -6.4504338E-03 -5.2246929E-03 -1.7122507E-03 -2.1081455E-02 -1.8528461E-02 -7.4581011E-03 -1.6754485E-03
1.000000E+10 3.162E+16 1.800E-4 1.2531086E-04 -6.5923688E-03 -5.2545492E-03 -1.7197803E-03 3.1219843E-04 -6.4366173E-03 -5.2491032E-03 -1.7198595E-03 -2.0388846E-02 -1.8082456E-02 -5.0074548E-03 9.2404785E-04
1.000000E+10 3.162E+16 2.300E-4 1.2008822E-04 -6.5810991E-03 -5.2416472E-03 -1.7156683E-03 3.4085322E-04 -6.3977132E-03 -5.2357399E-03 -1.7157180E-03 -1.8496111E-02 -1.6492078E-02 -4.4013601E-03 1.3232475E-04
1.000000E+10 3.162E+16 2.800E-4 1.1334172E-04 -6.5782403E-03 -5.2345686E-03 -1.7134278E-03 3.6147319E-04 -6.3726038E-03 -5.2283664E-03 -1.7136314E-03 -1.7266151E-02 -1.5418121E-02 -3.9433253E-03 6.5657818E-04
1.000000E+10 3.162E+16 3.300E-4 1.0663260E-04 -6.5781959E-03 -5.2301955E-03 -1.7116956E-03 3.7727036E-04 -6.3545259E-03 -5.2236433E-03 -1.7123960E-03 -1.6408627E-02 -1.4658066E-02 -3.7077488E-03 1.9568085E-03
1.000000E+10 3.162E+16 3.800E-4 1.0057442E-04 -6.5789377E-03 -5.2269049E-03 -1.7104056E-03 3.9012507E-04 -6.3402441E-03 -5.2201226E-03 -1.7114939E-03 -1.5777974E-02 -1.4091392E-02 -3.4964803E-03 2.7744123E-03
1.000000E+10 5.623E+16 1.800E-4 1.9466373E-04 -6.5413839E-03 -5.2581266E-03 -1.7219525E-03 4.8011386E-04 -6.3071268E-03 -5.2528006E-03 -1.7225042E-03 -1.7086704E-02 -1.5571683E-02 -3.8016124E-03 2.7453431E-03
1.000000E+10 5.623E+16 2.300E-4 1.7902997E-04 -6.5356107E-03 -5.2428667E-03 -1.7168227E-03 5.0863836E-04 -6.2661180E-03 -5.2376675E-03 -1.7177040E-03 -1.5493273E-02 -1.4134419E-02 -3.0652672E-03 3.6203095E-03
1.000000E+10 5.623E+16 2.800E-4 1.6379773E-04 -6.5367473E-03 -5.2335268E-03 -1.7139029E-03 5.2862322E-04 -6.2394221E-03 -5.2285167E-03 -1.7149671E-03 -1.4484887E-02 -1.3210215E-02 -2.5183303E-03 3.0345305E-03
1.000000E+10 5.623E+16 3.300E-4 1.5098863E-04 -6.5393228E-03 -5.2269991E-03 -1.7116481E-03 5.4483496E-04 -6.2190630E-03 -5.2221248E-03 -1.7131507E-03 -1.3797230E-02 -1.2566921E-02 -2.1644637E-03 3.6344372E-03
1.000000E+10 5.623E+16 3.800E-4 1.4093178E-04 -6.5412037E-03 -5.2220901E-03 -1.7097189E-03 5.5932986E-04 -6.2017396E-03 -5.2172188E-03 -1.7117909E-03 -1.3300381E-02 -1.2103990E-02 -1.9606959E-03 4.3281516E-03
1.000000E+10 1.000E+17 1.800E-4 2.6275256E-04 -6.4976073E-03 -5.2662218E-03 -1.7259805E-03 6.6217959E-04 -6.1690137E-03 -5.2609843E-03 -1.7256870E-03 -1.4829130E-02 -1.3529837E-02 -2.7940855E-03 -1.2493834E-03
1.000000E+10 1.000E+17 2.300E-4 2.3818085E-04 -6.4954485E-03 -5.2482572E-03 -1.7196881E-03 6.9386135E-04 -6.1200120E-03 -5.2432724E-03 -1.7214189E-03 -1.3529804E-02 -1.2506628E-02 -2.2225009E-03 5.1868220E-03
1.000000E+10 1.000E+17 2.800E-4 2.2014326E-04 -6.4958528E-03 -5.2364889E-03 -1.7157497E-03 7.2200019E-04 -6.0831698E-03 -5.2320828E-03 -1.7179958E-03 -1.2737884E-02 -1.1761555E-02 -1.7278747E-03 6.2602492E-03
1.000000E+10 1.000E+17 3.300E-4 2.0858313E-04 -6.4949206E-03 -5.2279653E-03 -1.7131327E-03 7.4881668E-04 -6.0515672E-03 -5.2241303E-03 -1.7156495E-03 -1.2205041E-02 -1.1254894E-02 -1.3131150E-03 5.6941515E-03
1.000000E+10 1.000E+17 3.800E-4 2.0212414E-04 -6.4924751E-03 -5.2215030E-03 -1.7110230E-03 7.7421201E-04 -6.0236284E-03 -5.2181254E-03 -1.7139760E-03 -1.1815195E-02 -1.0880443E-02 -1.0266464E-03 5.8838177E-03
1.468000E+10 1.000E+15 1.800E-4 8.2939759E-06 -6.8557864E-03 -5.3360221E-03 -1.8257414E-03 8.0646579E-06 -6.7878889E-03 -5.3032692E-03 -1.7865145E-03 -1.0437108E-04 8.7241945E-03 -9.2610806E-02 5.5297710E-03
1.468000E+10 1.000E+15 2.300E-4 5.9401645E-06 -6.8847819E-03 -5.3489352E-03 -1.8432714E-03 4.5499270E-06 -6.8039906E-03 -5.3075927E-03 -1.7978210E-03 -4.4883288E-04 8.3339891E-03 -1.0262532E-01 5.3608046E-03
1.468000E+10 1.000E+15 2.800E-4 4.8097421E-06 -6.9142874E-03 -5.3685099E-03 -1.8562759E-03 2.1340768E-06 -6.8269188E-03 -5.3183909E-03 -1.8081626E-03 -6.6962590E-04 8.2933688E-03 -1.2819883E-01 5.3767266E-03
1.468000E+10 1.000E+15 3.300E-4 4.3481972E-06 -6.9495640E-03 -5.3905487E-03 -1.8733728E-03 3.2039266E-07 -6.8507411E-03 -5.3314365E-03 -1.8206193E-03 -8.2687032E-04 8.1093024E-03 -1.8097073E-01 5.2847463E-03
1.468000E+10 1.000E+15 3.800E-4 4.2058916E-06 -6.9820997E-03 -5.4132699E-03 -1.8867159E-03 -1.1704463E-06 -6.8779440E-03 -5.3449087E-03 -1.8369919E-03 -9.4046075E-04 7.5493865E-03 -3.1089398E-01 4.5599918E-03
1.468000E+10 1.778E+15 1.800E-4 9.4844584E-06 -6.7925290E-03 -5.3226930E-03 -1.7665539E-03 2.1308639E-05 -6.7224362E-03 -5.2855795E-03 -1.7395677E-03 6.6002304E-03 1.4697495E-02 5.2383319E-02 9.1065985E-03
1.468000E+10 1.778E+15 2.300E-4 7.2436050E-06 -6.8085235E-03 -5.3315631E-03 -1.7731930E-03 2.1862516E-05 -6.7235375E-03 -5.2853216E-03 -1.7416879E-03 5.7545017E-03 1.4091709E-02 5.0867450E-02 9.0277054E-03
1.468000E+10 1.778E+15 2.800E-4 6.2024032E-06 -6.8299596E-03 -5.3464055E-03 -1.7809679E-03 2.3366647E-05 -6.7312672E-03 -5.2912101E-03 -1.7458592E-03 5.2291021E-03 1.3614623E-02 4.8938696E-02 8.8667860E-03
1.468000E+10 1.778E+15 3.300E-4 5.7879052E-06 -6.8560207E-03 -5.3631917E-03 -1.7928368E-03 2.5399179E-05 -6.7461182E-03 -5.2997161E-03 -1.7564467E-03 4.9008368E-03 1.3059387E-02 4.6878353E-02 8.3203294E-03
1.468000E+10 1.778E+15 3.800E-4 5.6914815E-06 -6.8783789E-03 -5.3801147E-03 -1.8003677E-03 2.7389113E-05 -6.7580081E-03 -5.3091216E-03 -1.7591949E-03 4.6245788E-03 1.3684803E-02 4.4847494E-02 1.0074068E-02
1.468000E+10 3.162E+15 1.800E-4 1.3251390E-05 -6.7402642E-03 -5.2985433E-03 -1.7378592E-03 4.0031140E-05 -6.6806788E-03 -5.2687766E-03 -1.7262019E-03 2.4348281E-02 3.1705674E-02 6.3517794E-02 1.7911691E-02
1.468000E+10 3.162E+15 2.300E-4 1.1502756E-05 -6.7455412E-03 -5.3011191E-03 -1.7393371E-03 4.5454391E-05 -6.6711189E-03 -5.2640836E-03 -1.7250876E-03 2.1457479E-02 2.9456651E-02 6.0832451E-02 1.7761357E-02
1.468000E+10 3.162E+15 2.800E-4 1.0825578E-05 -6.7569857E-03 -5.3094732E-03 -1.7428100E-03 5.1441802E-05 -6.6685947E-03 -5.2655772E-03 -1.7261663E-03 1.9734306E-02 2.8002376E-02 5.8747887E-02 1.7731354E-02
1.468000E+10 3.162E+15 3.300E-4 1.0696688E-05 -6.7753131E-03 -5.3200738E-03 -1.7528954E-03 5.7509816E-05 -6.6689560E-03 -5.2694990E-03 -1.7280290E-03 1.8600597E-02 2.8396053E-02 5.7323634E-02 2.3461740E-02
1.468000E+10 3.162E+15 3.800E-4 1.0830014E-05 -6.7896903E-03 -5.3310781E-03 -1.7548447E-03 6.3429887E-05 -6.6705331E-03 -5.2743349E-03 -1.7302010E-03 1.7815201E-02 2.4380922E-02 5.6064563E-02 1.4096406E-02
1.468000E+10 5.623E+15 1.800E-4 2.1885838E-05 -6.7056264E-03 -5.2787006E-03 -1.7272081E-03 7.1112713E-05 -6.6417510E-03 -5.2582797E-03 -1.7217892E-03 -4.1688347E-01 -4.2515953E-01 -1.3319370E-01 4.9110016E-02
1.468000E+10 5.623E+15 2.300E-4 2.0992022E-05 -6.7030327E-03 -5.2759418E-03 -1.7261504E-03 8.3280874E-05 -6.6228312E-03 -5.2505096E-03 -1.7194941E-03 -6.7726170E-01 -6.6182548E-01 -1.5048866E-01 4.8379374E-02
1.468000E+10 5.623E+15 2.800E-4 2.0853233E-05 -6.7069862E-03 -5.2789752E-03 -1.7271771E-03 9.5117507E-05 -6.6116906E-03 -5.2489955E-03 -1.7193326E-03 -1.2605604E+00 -1.1468151E+00 -1.6390282E-01 4.8267843E-02
1.468000E+10 5.623E+15 3.300E-4 2.1081187E-05 -6.7131886E-03 -5.2841455E-03 -1.7289497E-03 1.0627689E-04 -6.6040928E-03 -5.2499663E-03 -1.7199800E-03 -3.6347702E+00 -2.3844214E+00 -1.7827095E-01 4.9108543E-02
1.468000E+10 5.623E+15 3.800E-4 2.1446974E-05 -6.7200707E-03 -5.2899638E-03 -1.7309978E-03 1.1665412E-04 -6.5983345E-03 -5.2519438E-03 -1.7209638E-03 7.5778588E+00 -1.4189515E+01 -1.9293242E-01 5.0063921E-02
1.468000E+10 1.000E+16 1.800E-4 3.9883447E-05 -6.6748564E-03 -5.2658937E-03 -1.7224553E-03 1.2629579E-04 -6.5892894E-03 -5.2523951E-03 -1.7201316E-03 -3.8162865E-02 -3.3058042E-02 -1.9220976E-02 -3.3649217E-02
1.468000E+10 1.000E+16 2.300E-4 3.9914021E-05 -6.6667039E-03 -5.2591300E-03 -1.7202465E-03 1.4816767E-04 -6.5596851E-03 -5.2425659E-03 -1.7171910E-03 -3.6180564E-02 -3.1975006E-02 -2.0214901E-02 -2.3131494E-02
1.468000E+10 1.000E+16 2.800E-4 4.0073186E-05 -6.6654798E-03 -5.2582436E-03 -1.7198707E-03 1.6771161E-04 -6.5395094E-03 -5.2389336E-03 -1.7163612E-03 -3.4843604E-02 -3.1161732E-02 -2.0303455E-02 -2.2572543E-02
1.468000E+10 1.000E+16 3.300E-4 4.0229575E-05 -6.6669874E-03 -5.2595399E-03 -1.7202661E-03 1.8501076E-04 -6.5242426E-03 -5.2378157E-03 -1.7163403E-03 -3.3891283E-02 -3.0522380E-02 -2.0176607E-02 -2.3398082E-02
1.468000E+10 1.000E+16 3.800E-4 4.0358090E-05 -6.6693798E-03 -5.2616430E-03 -1.7209105E-03 2.0029163E-04 -6.5119083E-03 -5.2377815E-03 -1.7166331E-03 -3.3176626E-02 -3.0020197E-02 -1.9982464E-02 -2.4680909E-02
1.468000E+10 1.778E+16 1.800E-4 7.3852725E-05 -6.6392054E-03 -5.2591493E-03 -1.7206070E-03 2.2225452E-04 -6.5082607E-03 -5.2499469E-03 -1.7199290E-03 -2.3827864E-02 -2.0531210E-02 -7.8710178E-03 -3.7289188E-03
1.468000E+10 1.778E+16 2.300E-4 7.3693991E-05 -6.6276422E-03 -5.2494183E-03 -1.7174502E-03 2.5640094E-04 -6.4666004E-03 -5.2384649E-03 -1.7164973E-03 -2.2244681E-02 -1.9408208E-02 -7.7283614E-03 -3.7333279E-03
1.468000E+10 1.778E+16 2.800E-4 7.2620354E-05 -6.6240283E-03 -5.2454864E-03 -1.7161634E-03 2.8435459E-04 -6.4375441E-03 -5.2331724E-03 -1.7151426E-03 -2.1185916E-02 -1.8588128E-02 -7.4766440E-03 -3.1373790E-03
1.468000E+10 1.778E+16 3.300E-4 7.1143757E-05 -6.6232346E-03 -5.2438638E-03 -1.7156405E-03 3.0732779E-04 -6.4156033E-03 -5.2304360E-03 -1.7146038E-03 -2.0425428E-02 -1.7978627E-02 -7.2470054E-03 -2.8481149E-03
1.468000E+10 1.778E+16 3.800E-4 6.9570946E-05 -6.6236753E-03 -5.2431016E-03 -1.7153982E-03 3.2638513E-04 -6.3983219E-03 -5.2288637E-03 -1.7143971E-03 -1.9848139E-02 -1.7500539E-02 -6.9935567E-03 -2.5258511E-03
1.468000E+10 3.162E+16 1.800E-4 1.2866286E-04 -6.5928801E-03 -5.2572038E-03 -1.7206459E-03 3.7173976E-04 -6.3907396E-03 -5.2502963E-03 -1.7209863E-03 -1.8272614E-02 -1.6190606E-02 -4.4377728E-03 1.7963531E-03
1.468000E+10 3.162E+16 2.300E-4 1.2437422E-04 -6.5815609E-03 -5.2449247E-03 -1.7166747E-03 4.1624447E-04 -6.3396111E-03 -5.2373374E-03 -1.7170775E-03 -1.6950485E-02 -1.5105197E-02 -3.9800644E-03 1.3645914E-03
1.468000E+10 3.162E+16 2.800E-4 1.1841047E-04 -6.5788371E-03 -5.2384651E-03 -1.7145970E-03 4.4931387E-04 -6.3051344E-03 -5.2304699E-03 -1.7152095E-03 -1.6068410E-02 -1.4347543E-02 -3.6137482E-03 1.6932953E-03
1.468000E+10 3.162E+16 3.300E-4 1.1236557E-04 -6.5789117E-03 -5.2343766E-03 -1.7132650E-03 4.7455064E-04 -6.2801971E-03 -5.2262410E-03 -1.7141324E-03 -1.5433706E-02 -1.3788862E-02 -3.2924962E-03 1.9730443E-03
1.468000E+10 3.162E+16 3.800E-4 1.0687718E-04 -6.5797335E-03 -5.2315566E-03 -1.7121426E-03 4.9439665E-04 -6.2610407E-03 -5.2232942E-03 -1.7134603E-03 -1.4951797E-02 -1.3351466E-02 -3.0703659E-03 2.6579500E-03
1.468000E+10 5.623E+16 1.800E-4 1.9870094E-04 -6.5402138E-03 -5.2598321E-03 -1.7225294E-03 5.7344478E-04 -6.2337511E-03 -5.2535105E-03 -1.7236200E-03 -1.5542822E-02 -1.4128987E-02 -3.1808949E-03 3.4856549E-03
1.468000E+10 5.623E+16 2.300E-4 1.8410640E-04 -6.5340822E-03 -5.2449723E-03 -1.7174570E-03 6.2256083E-04 -6.1767672E-03 -5.2387213E-03 -1.7190613E-03 -1.4394665E-02 -1.3106131E-02 -2.6362092E-03 4.6108938E-03
1.468000E+10 5.623E+16 2.800E-4 1.6977787E-04 -6.5349207E-03 -5.2359683E-03 -1.7146457E-03 6.5750351E-04 -6.1386674E-03 -5.2300806E-03 -1.7165482E-03 -1.3639966E-02 -1.2417990E-02 -2.1566607E-03 4.1728652E-03
1.468000E+10 5.623E+16 3.300E-4 1.5775825E-04 -6.5371961E-03 -5.2296334E-03 -1.7126888E-03 6.8422253E-04 -6.1105703E-03 -5.2241886E-03 -1.7149193E-03 -1.3103602E-02 -1.1915538E-02 -1.7932755E-03 4.2543211E-03
1.468000E+10 5.623E+16 3.800E-4 1.4840476E-04 -6.5389875E-03 -5.2249941E-03 -1.7108544E-03 7.0587780E-04 -6.0883156E-03 -5.2198381E-03 -1.7137497E-03 -1.2699112E-02 -1.1536455E-02 -1.5651309E-03 4.8894884E-03
1.468000E+10 1.000E+17 1.800E-4 2.6728054E-04 -6.4953390E-03 -5.2673472E-03 -1.7263960E-03 7.9689247E-04 -6.0647121E-03 -5.2611344E-03 -1.7324046E-03 -1.3731321E-02 -1.2415709E-02 -2.2931963E-03 5.2938269E-03
1.468000E+10 1.000E+17 2.300E-4 2.4385504E-04 -6.4925864E-03 -5.2496665E-03 -1.7201853E-03 8.5307816E-04 -5.9933159E-03 -5.2441374E-03 -1.7217489E-03 -1.2760644E-02 -1.1680188E-02 -1.7462038E-03 8.2851128E-04
1.468000E+10 1.000E+17 2.800E-4 2.2683723E-04 -6.4924407E-03 -5.2381485E-03 -1.7163012E-03 8.9766139E-04 -5.9429351E-03 -5.2334045E-03 -1.7176848E-03 -1.2134759E-02 -1.1125363E-02 -1.3459696E-03 7.2000028E-04
1.468000E+10 1.000E+17 3.300E-4 2.1616097E-04 -6.4910556E-03 -5.2298308E-03 -1.7137258E-03 9.3485815E-04 -5.9037503E-03 -5.2260939E-03 -1.7155984E-03 -1.1687499E-02 -1.0706827E-02 -9.5923395E-04 1.0859730E-03
1.468000E+10 1.000E+17 3.800E-4 2.1045940E-04 -6.4862691E-03 -5.2234698E-03 -1.7097941E-03 9.6620845E-04 -5.8715875E-03 -5.2207384E-03 -1.7162094E-03 -1.1341848E-02 -1.0389295E-02 -6.3840752E-04 9.1807048E-03
2.154000E+10 1.000E+15 1.800E-4 8.6111487E-06 -6.9232742E-03 -5.3795942E-03 -1.8587407E-03 6.9128001E-06 -6.8360980E-03 -5.3307528E-03 -1.8098330E-03 -5.2925036E-04 9.0455827E-03 -1.5187664E-01 5.6714758E-03
2.154000E+10 1.000E+15 2.300E-4 6.3428765E-06 -6.9641392E-03 -5.4033543E-03 -1.8787063E-03 2.8539256E-06 -6.8657588E-03 -5.3414162E-03 -1.8299915E-03 -7.7167834E-04 8.0739176E-03 -2.1474313E-01 4.7417032E-03
2.154000E+10 1.000E+15 2.800E-4 5.3073089E-06 -7.0052903E-03 -5.4333280E-03 -1.8943232E-03 -1.0271214E-07 -6.8972334E-03 -5.3582457E-03 -1.8464044E-03 -9.3012164E-04 7.5011818E-03 -5.0160044E-01 4.1424479E-03
2.154000E+10 1.000E+15 3.300E-4 4.9329027E-06 -7.0469802E-03 -5.4651534E-03 -1.9084543E-03 -2.4470158E-06 -6.9251591E-03 -5.3773077E-03 -1.8576434E-03 -1.0443171E-03 7.2878603E-03 1.2149532E+00 3.9868620E-03
2.154000E+10 1.000E+15 3.800E-4 4.8874740E-06 -7.0929329E-03 -5.4975271E-03 -1.9272771E-03 -4.4547532E-06 -6.9589569E-03 -5.3962814E-03 -1.8753484E-03 -1.1310461E-03 7.1372135E-03 2.7937807E-01 3.8009905E-03
2.154000E+10 1.778E+15 1.800E-4 9.8104538E-06 -6.8437746E-03 -5.3583623E-03 -1.7879655E-03 2.4714314E-05 -6.7519975E-03 -5.3053100E-03 -1.7536790E-03 5.6892474E-03 1.5584415E-02 4.9333680E-02 1.0595933E-02
2.154000E+10 1.778E+15 2.300E-4 7.6794106E-06 -6.8695393E-03 -5.3751860E-03 -1.7975112E-03 2.6481874E-05 -6.7583021E-03 -5.3098030E-03 -1.7578993E-03 5.0737686E-03 1.4616763E-02 4.7140099E-02 1.0238832E-02
2.154000E+10 1.778E+15 2.800E-4 6.7418480E-06 -6.8953462E-03 -5.3972986E-03 -1.8033851E-03 2.9153246E-05 -6.7709245E-03 -5.3203372E-03 -1.7638093E-03 4.6956142E-03 1.3580489E-02 4.4805220E-02 9.0938355E-03
2.154000E+10 1.778E+15 3.300E-4 6.4373691E-06 -6.9278960E-03 -5.4206530E-03 -1.8156521E-03 3.2321356E-05 -6.7851430E-03 -5.3324010E-03 -1.7703890E-03 4.4655938E-03 1.3389826E-02 4.2803499E-02 9.5079480E-03
