N_Fe N_B d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 3.162E+15 3.800E-4 7.4337845E-05 -4.4667318E-03 -3.4651553E-03 -1.1923521E-03 9.6367883E-05 -4.4441336E-03 -3.4721688E-03 -1.1811583E-03 -8.1596607E-02 -9.9431913E-03 2.3785106E-03 1.3015823E-02
1.000000E+10 5.623E+15 1.800E-4 8.4103109E-05 -4.4059994E-03 -3.4695087E-03 -1.1297679E-03 9.7261220E-05 -4.3879500E-03 -3.4699284E-03 -1.1219120E-03 -6.5841372E-02 -2.2157926E-02 3.5450247E-04 1.5458342E-02
1.000000E+10 5.623E+15 2.300E-4 8.1172426E-05 -4.4124843E-03 -3.4667747E-03 -1.1371420E-03 9.8880557E-05 -4.3885238E-03 -3.4674061E-03 -1.1256698E-03 -5.7181394E-02 -1.7496154E-02 4.2835985E-04 5.4793331E-02
1.000000E+10 5.623E+15 2.800E-4 8.0093336E-05 -4.4184571E-03 -3.4648337E-03 -1.1447918E-03 1.0276567E-04 -4.3887946E-03 -3.4657259E-03 -1.1316055E-03 -5.1105412E-02 -1.7691363E-02 5.0634891E-04 4.4270780E-02
1.000000E+10 5.623E+15 3.300E-4 7.9891549E-05 -4.4243509E-03 -3.4634319E-03 -1.1526655E-03 1.0786622E-04 -4.3888631E-03 -3.4645808E-03 -1.1378055E-03 -4.6706838E-02 -1.7737505E-02 5.6595787E-04 3.8993962E-02
1.000000E+10 5.623E+15 3.800E-4 8.0592278E-05 -4.4294689E-03 -3.4623671E-03 -1.1589505E-03 1.1419484E-04 -4.3854315E-03 -3.4638614E-03 -1.1412457E-03 -4.3428322E-02 -2.0955701E-02 6.5272187E-04 2.0716780E-02
1.000000E+10 1.000E+16 1.800E-4 8.8435524E-05 -4.3895207E-03 -3.4680388E-03 -1.1170290E-03 1.1019975E-04 -4.3630803E-03 -3.4660832E-03 -1.1111765E-03 -3.5992449E-02 -2.3143391E-02 -2.1499193E-03 1.9832604E-02
1.000000E+10 1.000E+16 2.300E-4 8.7150224E-05 -4.3906335E-03 -3.4649116E-03 -1.1204765E-03 1.1582509E-04 -4.3568062E-03 -3.4625126E-03 -1.1136315E-03 -3.2916465E-02 -2.2029864E-02 -2.1185888E-03 1.9229131E-02
1.000000E+10 1.000E+16 2.800E-4 8.6814239E-05 -4.3919893E-03 -3.4625809E-03 -1.1242259E-03 1.2281292E-04 -4.3505827E-03 -3.4598092E-03 -1.1164566E-03 -3.0785555E-02 -2.1236886E-02 -2.0578748E-03 1.8957968E-02
1.000000E+10 1.000E+16 3.300E-4 8.6556436E-05 -4.3941815E-03 -3.4608047E-03 -1.1283257E-03 1.3018135E-04 -4.3450353E-03 -3.4577338E-03 -1.1196737E-03 -2.9222701E-02 -2.0583988E-02 -1.9800456E-03 1.8846642E-02
1.000000E+10 1.000E+16 3.800E-4 8.7512380E-05 -4.3957367E-03 -3.4593539E-03 -1.1325088E-03 1.3904629E-04 -4.3386426E-03 -3.4560182E-03 -1.1230376E-03 -2.8053657E-02 -2.0149324E-02 -1.9121358E-03 1.8805705E-02
1.000000E+10 1.778E+16 1.800E-4 9.8175493E-05 -4.3697697E-03 -3.4653078E-03 -1.1074984E-03 1.3421843E-04 -4.3341604E-03 -3.4624939E-03 -1.1062097E-03 -2.5511211E-02 -1.8393131E-02 -3.6018077E-03 1.9402057E-02
1.000000E+10 1.778E+16 2.300E-4 9.8125177E-05 -4.3675377E-03 -3.4614649E-03 -1.1091003E-03 1.4446917E-04 -4.3213883E-03 -3.4580472E-03 -1.1068581E-03 -2.3463654E-02 -1.7790386E-02 -3.5503768E-03 2.7252159E-02
1.000000E+10 1.778E+16 2.800E-4 9.8548711E-05 -4.3654352E-03 -3.4584994E-03 -1.1104088E-03 1.5540663E-04 -4.3093144E-03 -3.4545547E-03 -1.1079600E-03 -2.2083465E-02 -1.7150094E-02 -3.4837234E-03 2.5737570E-02
1.000000E+10 1.778E+16 3.300E-4 9.8827014E-05 -4.3643077E-03 -3.4561127E-03 -1.1119546E-03 1.6623127E-04 -4.2983333E-03 -3.4516879E-03 -1.1093379E-03 -2.1077765E-02 -1.6658427E-02 -3.4264596E-03 2.4489406E-02
1.000000E+10 1.778E+16 3.800E-4 9.9616432E-05 -4.3632036E-03 -3.4541017E-03 -1.1137041E-03 1.7749517E-04 -4.2874557E-03 -3.4492494E-03 -1.1109338E-03 -2.0307490E-02 -1.6265264E-02 -3.3698796E-03 2.3598043E-02
1.000000E+10 3.162E+16 1.800E-4 1.1364002E-04 -4.3475750E-03 -3.4610523E-03 -1.1024350E-03 1.7079981E-04 -4.2950562E-03 -3.4588170E-03 -1.1018626E-03 -1.9865786E-02 -1.5887097E-02 -2.9518735E-03 -9.5935212E-03
1.000000E+10 3.162E+16 2.300E-4 1.1426896E-04 -4.3418990E-03 -3.4562926E-03 -1.1018878E-03 1.8563193E-04 -4.2775095E-03 -3.4536124E-03 -1.1021802E-03 -1.8224871E-02 -1.4711245E-02 -2.9077861E-03 4.2399997E-03
1.000000E+10 3.162E+16 2.800E-4 1.1456040E-04 -4.3378846E-03 -3.4524964E-03 -1.1017369E-03 1.9982143E-04 -4.2611510E-03 -3.4494667E-03 -1.1021867E-03 -1.7125643E-02 -1.4059386E-02 -2.8218031E-03 5.9448176E-03
1.000000E+10 3.162E+16 3.300E-4 1.1482412E-04 -4.3346970E-03 -3.4493501E-03 -1.1018862E-03 2.1354710E-04 -4.2461298E-03 -3.4460026E-03 -1.1024749E-03 -1.6328277E-02 -1.3569005E-02 -2.7599685E-03 7.0181619E-03
1.000000E+10 3.162E+16 3.800E-4 1.1480390E-04 -4.3325320E-03 -3.4467249E-03 -1.1022333E-03 2.2646408E-04 -4.2325049E-03 -3.4430768E-03 -1.1029342E-03 -1.5715946E-02 -1.3199886E-02 -2.7149442E-03 7.8193593E-03
1.000000E+10 5.623E+16 1.800E-4 1.3339834E-04 -4.3221691E-03 -3.4559668E-03 -1.0988497E-03 2.1833478E-04 -4.2476078E-03 -3.4545074E-03 -1.0995939E-03 -1.6694066E-02 -1.4052649E-02 -1.8359043E-03 6.9596799E-03
1.000000E+10 5.623E+16 2.300E-4 1.3249356E-04 -4.3162837E-03 -3.4503815E-03 -1.0974264E-03 2.3547324E-04 -4.2260429E-03 -3.4486668E-03 -1.0984600E-03 -1.5294534E-02 -1.3045727E-02 -1.7870637E-03 8.4812058E-03
1.000000E+10 5.623E+16 2.800E-4 1.3161473E-04 -4.3119187E-03 -3.4459580E-03 -1.0964739E-03 2.5179221E-04 -4.2066555E-03 -3.4439928E-03 -1.0977779E-03 -1.4367490E-02 -1.2387845E-02 -1.7688296E-03 9.6006030E-03
1.000000E+10 5.623E+16 3.300E-4 1.3073361E-04 -4.3085704E-03 -3.4422892E-03 -1.0957616E-03 2.6721814E-04 -4.1891722E-03 -3.4401363E-03 -1.0973656E-03 -1.3700422E-02 -1.1901323E-02 -1.7212006E-03 1.0780674E-02
1.000000E+10 5.623E+16 3.800E-4 1.3009037E-04 -4.3051575E-03 -3.4392536E-03 -1.0946848E-03 2.8193220E-04 -4.1731786E-03 -3.4369115E-03 -1.0972009E-03 -1.3188251E-02 -1.1463808E-02 -1.6980460E-03 1.5769187E-02
1.000000E+10 1.000E+17 1.800E-4 1.5226221E-04 -4.2985729E-03 -3.4507547E-03 -1.0965153E-03 2.6769610E-04 -4.1973264E-03 -3.4498543E-03 -1.0975376E-03 -1.4433346E-02 -1.2698101E-02 -9.8465686E-04 8.4320033E-03
1.000000E+10 1.000E+17 2.300E-4 1.5003951E-04 -4.2929347E-03 -3.4446753E-03 -1.0945757E-03 2.8717399E-04 -4.1727567E-03 -3.4436028E-03 -1.0960040E-03 -1.3266847E-02 -1.1759853E-02 -9.7381093E-04 1.0299721E-02
1.000000E+10 1.000E+17 2.800E-4 1.4917670E-04 -4.2879253E-03 -3.4400045E-03 -1.0931961E-03 3.0674673E-04 -4.1498591E-03 -3.4387177E-03 -1.0949785E-03 -1.2505841E-02 -1.1146952E-02 -1.0128183E-03 1.1493663E-02
1.000000E+10 1.000E+17 3.300E-4 1.4945993E-04 -4.2824863E-03 -3.4362256E-03 -1.0915004E-03 3.2585019E-04 -4.1287402E-03 -3.4348353E-03 -1.0942743E-03 -1.1948236E-02 -1.0648654E-02 -9.7227393E-04 1.6241733E-02
1.000000E+10 1.000E+17 3.800E-4 1.5062747E-04 -4.2778363E-03 -3.4331429E-03 -1.0907673E-03 3.4403528E-04 -4.1093002E-03 -3.4316906E-03 -1.0938411E-03 -1.1507773E-02 -1.0291808E-02 -9.2344546E-04 1.6737093E-02
1.468000E+10 1.000E+15 1.800E-4 7.8445566E-05 -4.4870131E-03 -3.4742338E-03 -1.2093842E-03 8.2674717E-05 -4.4964486E-03 -3.4799505E-03 -1.2177795E-03 5.1944683E-02 2.7965586E-03 2.0015391E-03 9.8921818E-03
1.468000E+10 1.000E+15 2.300E-4 7.5925872E-05 -4.5227628E-03 -3.4727490E-03 -1.2484621E-03 8.2003261E-05 -4.5296462E-03 -3.4802553E-03 -1.2538761E-03 8.8402934E-02 1.5873144E-03 2.0666279E-03 5.6502532E-03
1.468000E+10 1.000E+15 2.800E-4 7.8698623E-05 -4.5527200E-03 -3.4718544E-03 -1.2863149E-03 8.6857139E-05 -4.5561475E-03 -3.4813246E-03 -1.2879629E-03 1.9316197E-01 6.5625352E-04 2.1520347E-03 1.6567245E-03
1.468000E+10 1.000E+15 3.300E-4 7.2654022E-05 -4.5909797E-03 -3.4719738E-03 -1.3223696E-03 8.2954080E-05 -4.5924617E-03 -3.4835600E-03 -1.3208225E-03 2.7931521E+00 5.3324802E-05 2.2424925E-03 -1.2660786E-03
1.468000E+10 1.000E+15 3.800E-4 7.0477395E-05 -4.6257350E-03 -3.4723367E-03 -1.3586042E-03 8.3078993E-05 -4.6302329E-03 -3.4861645E-03 -1.3609827E-03 -2.8848257E-01 6.1198693E-04 2.3310555E-03 1.8606032E-03
1.468000E+10 1.778E+15 1.800E-4 7.8386082E-05 -4.4542086E-03 -3.4730662E-03 -1.1732112E-03 8.5204898E-05 -4.4495485E-03 -3.4800902E-03 -1.1678574E-03 9.0992447E-02 -1.7379988E-03 2.7975075E-03 4.6756846E-02
1.468000E+10 1.778E+15 2.300E-4 7.5815882E-05 -4.4704200E-03 -3.4712490E-03 -1.1913857E-03 8.5502406E-05 -4.4711153E-03 -3.4803801E-03 -1.1919503E-03 1.7840537E-01 3.3412591E-04 2.8708312E-03 -4.0027577E-03
1.468000E+10 1.778E+15 2.800E-4 7.7801304E-05 -4.4907991E-03 -3.4701341E-03 -1.2172388E-03 9.0689644E-05 -4.4905298E-03 -3.4814363E-03 -1.2174744E-03 9.8866879E-01 -6.8489941E-05 2.9413788E-03 -1.1979155E-03
1.468000E+10 1.778E+15 3.300E-4 7.2231032E-05 -4.5184875E-03 -3.4698952E-03 -1.2431905E-03 8.8589630E-05 -4.5149379E-03 -3.4835259E-03 -1.2405155E-03 -3.4842576E-01 -9.1615023E-04 3.0346650E-03 7.6500618E-03
1.468000E+10 1.778E+15 3.800E-4 7.0249664E-05 -4.5432680E-03 -3.4699259E-03 -1.2690229E-03 9.0289346E-05 -4.5351739E-03 -3.4859594E-03 -1.2622835E-03 -1.6241315E-01 -1.7891697E-03 3.1180026E-03 1.4769510E-02
1.468000E+10 3.162E+15 1.800E-4 8.2321514E-05 -4.4310572E-03 -3.4718254E-03 -1.1520856E-03 9.3031905E-05 -4.4125864E-03 -3.4763724E-03 -1.1373619E-03 -6.2289286E-01 -1.3038120E-02 2.1523718E-03 2.1213964E-02
1.468000E+10 3.162E+15 2.300E-4 7.7336767E-05 -4.4457877E-03 -3.4697810E-03 -1.1659990E-03 9.2429075E-05 -4.4185501E-03 -3.4757058E-03 -1.1448577E-03 -2.1154405E-01 -1.4358496E-02 2.2309231E-03 2.4973042E-02
1.468000E+10 3.162E+15 2.800E-4 7.5568303E-05 -4.4558843E-03 -3.4685253E-03 -1.1773408E-03 9.5280165E-05 -4.4268445E-03 -3.4758828E-03 -1.1567156E-03 -1.2930198E-01 -1.2521308E-02 2.3099436E-03 2.0902182E-02
1.468000E+10 3.162E+15 3.300E-4 7.7413106E-05 -4.4664730E-03 -3.4676264E-03 -1.1918124E-03 1.0227386E-04 -4.4353986E-03 -3.4765097E-03 -1.1724286E-03 -9.6625531E-02 -1.1110964E-02 2.3947348E-03 1.7062184E-02
1.468000E+10 3.162E+15 3.800E-4 7.2116607E-05 -4.4802727E-03 -3.4674543E-03 -1.2028872E-03 1.0242723E-04 -4.4503080E-03 -3.4778095E-03 -1.1879638E-03 -7.8934943E-02 -9.3269275E-03 2.4569207E-03 1.1697622E-02
1.468000E+10 5.623E+15 1.800E-4 8.3799387E-05 -4.4122100E-03 -3.4710111E-03 -1.1347295E-03 1.0093743E-04 -4.3870869E-03 -3.4716271E-03 -1.1214480E-03 -5.8834368E-02 -1.7376504E-02 3.5733829E-04 3.9488503E-02
1.468000E+10 5.623E+15 2.300E-4 8.0639101E-05 -4.4202144E-03 -3.4686585E-03 -1.1431897E-03 1.0411283E-04 -4.3874862E-03 -3.4696077E-03 -1.1272217E-03 -5.2165077E-02 -1.7622646E-02 4.4650547E-04 3.3368430E-02
1.468000E+10 5.623E+15 2.800E-4 7.9277675E-05 -4.4277390E-03 -3.4671289E-03 -1.1518562E-03 1.0968291E-04 -4.3840030E-03 -3.4684440E-03 -1.1303815E-03 -4.7390847E-02 -1.8883882E-02 5.2095218E-04 3.4918194E-02
1.468000E+10 5.623E+15 3.300E-4 7.8747518E-05 -4.4347111E-03 -3.4661116E-03 -1.1589652E-03 1.1655484E-04 -4.3832342E-03 -3.4678892E-03 -1.1368000E-03 -4.3819566E-02 -2.0557926E-02 6.1324279E-04 1.9572368E-02
1.468000E+10 5.623E+15 3.800E-4 7.9086121E-05 -4.4417132E-03 -3.4654432E-03 -1.1678006E-03 1.2436174E-04 -4.3822352E-03 -3.4677259E-03 -1.1434121E-03 -4.0857518E-02 -2.0071234E-02 6.9935483E-04 1.9461392E-02
1.468000E+10 1.000E+16 1.800E-4 8.8484264E-05 -4.3938021E-03 -3.4699044E-03 -1.1199087E-03 1.1669540E-04 -4.3589911E-03 -3.4669984E-03 -1.1120370E-03 -3.1994789E-02 -2.1048939E-02 -2.2097926E-03 1.8373541E-02
1.468000E+10 1.000E+16 2.300E-4 8.7123971E-05 -4.3960892E-03 -3.4672318E-03 -1.1240269E-03 1.2491189E-04 -4.3509181E-03 -3.4637118E-03 -1.1146726E-03 -2.9860618E-02 -2.0407075E-02 -2.1581644E-03 1.8205994E-02
1.468000E+10 1.000E+16 2.800E-4 8.6676711E-05 -4.3985345E-03 -3.4653557E-03 -1.1283444E-03 1.3461251E-04 -4.3428415E-03 -3.4613598E-03 -1.1176733E-03 -2.8358757E-02 -1.9862656E-02 -2.0716459E-03 1.8051501E-02
1.468000E+10 1.000E+16 3.300E-4 8.6269911E-05 -4.4017876E-03 -3.4640193E-03 -1.1329660E-03 1.4471717E-04 -4.3352781E-03 -3.4596438E-03 -1.1210376E-03 -2.7220525E-02 -1.9497289E-02 -1.9794961E-03 1.8098978E-02
1.468000E+10 1.000E+16 3.800E-4 8.7049210E-05 -4.4042629E-03 -3.4630321E-03 -1.1376124E-03 1.5628682E-04 -4.3265199E-03 -3.4583276E-03 -1.1227604E-03 -2.6355819E-02 -1.8040282E-02 -1.9019881E-03 4.6895417E-02
1.468000E+10 1.778E+16 1.800E-4 9.8609847E-05 -4.3722127E-03 -3.4670540E-03 -1.1087847E-03 1.4537584E-04 -4.3252645E-03 -3.4628697E-03 -1.1068781E-03 -2.2754058E-02 -1.6706517E-02 -3.7096882E-03 1.9942931E-02
1.468000E+10 1.778E+16 2.300E-4 9.8639705E-05 -4.3705839E-03 -3.4636409E-03 -1.1106936E-03 1.5965337E-04 -4.3093182E-03 -3.4585983E-03 -1.1076916E-03 -2.1339416E-02 -1.6352520E-02 -3.6496793E-03 2.5854627E-02
1.468000E+10 1.778E+16 2.800E-4 9.9126758E-05 -4.3691174E-03 -3.4610787E-03 -1.1122443E-03 1.7458416E-04 -4.2941431E-03 -3.4553280E-03 -1.1089597E-03 -2.0361633E-02 -1.5959901E-02 -3.5604641E-03 2.4579940E-02
1.468000E+10 1.778E+16 3.300E-4 9.9433027E-05 -4.3685070E-03 -3.4590772E-03 -1.1140408E-03 1.8923658E-04 -4.2800959E-03 -3.4527175E-03 -1.1104660E-03 -1.9632526E-02 -1.5624815E-02 -3.4734389E-03 2.3824019E-02
1.468000E+10 1.778E+16 3.800E-4 1.0022792E-04 -4.3679844E-03 -3.4574365E-03 -1.1160099E-03 2.0406874E-04 -4.2665211E-03 -3.4505975E-03 -1.1121817E-03 -1.9059162E-02 -1.5366196E-02 -3.3713850E-03 2.3501504E-02
1.468000E+10 3.162E+16 1.800E-4 1.1443368E-04 -4.3486117E-03 -3.4622853E-03 -1.1030001E-03 1.8888932E-04 -4.2800222E-03 -3.4589241E-03 -1.1024509E-03 -1.7861588E-02 -1.4345579E-02 -3.0819820E-03 -6.2433678E-03
1.468000E+10 3.162E+16 2.300E-4 1.1526688E-04 -4.3432005E-03 -3.4578427E-03 -1.1025804E-03 2.0933902E-04 -4.2571208E-03 -3.4538608E-03 -1.1022140E-03 -1.6692129E-02 -1.3680274E-02 -3.0171056E-03 -3.5745740E-03
1.468000E+10 3.162E+16 2.800E-4 1.1574089E-04 -4.3393832E-03 -3.4543251E-03 -1.1025733E-03 2.2871676E-04 -4.2365742E-03 -3.4498912E-03 -1.1023695E-03 -1.5882696E-02 -1.3198232E-02 -2.9065734E-03 -1.7571535E-03
1.468000E+10 3.162E+16 3.300E-4 1.1616798E-04 -4.3364699E-03 -3.4514452E-03 -1.1028369E-03 2.4707716E-04 -4.2179066E-03 -3.4466588E-03 -1.1027932E-03 -1.5273923E-02 -1.2822188E-02 -2.7968888E-03 -3.0592483E-04
1.468000E+10 3.162E+16 3.800E-4 1.1629864E-04 -4.3344517E-03 -3.4490239E-03 -1.1032752E-03 2.6401838E-04 -4.2011484E-03 -3.4439815E-03 -1.1034187E-03 -1.4789733E-02 -1.2515940E-02 -2.6850154E-03 1.1516963E-03
1.468000E+10 5.623E+16 1.800E-4 1.3446114E-04 -4.3223050E-03 -3.4567401E-03 -1.0991405E-03 2.4585751E-04 -4.2234305E-03 -3.4545076E-03 -1.0994057E-03 -1.5202250E-02 -1.2933513E-02 -1.9594191E-03 1.7854332E-03
1.468000E+10 5.623E+16 2.300E-4 1.3384072E-04 -4.3164027E-03 -3.4513358E-03 -1.0978041E-03 2.6999710E-04 -4.1967747E-03 -3.4487582E-03 -1.0991890E-03 -1.4163627E-02 -1.2123011E-02 -1.8874435E-03 7.7631744E-03
1.468000E+10 5.623E+16 2.800E-4 1.3322998E-04 -4.3119746E-03 -3.4470455E-03 -1.0969061E-03 2.9228798E-04 -4.1725195E-03 -3.4442469E-03 -1.0986480E-03 -1.3443324E-02 -1.1613821E-02 -1.7857628E-03 8.8458149E-03
1.468000E+10 5.623E+16 3.300E-4 1.3260261E-04 -4.3085800E-03 -3.4435518E-03 -1.0962930E-03 3.1264196E-04 -4.1511271E-03 -3.4406173E-03 -1.0983828E-03 -1.2900519E-02 -1.1211278E-02 -1.6803907E-03 9.8061862E-03
1.468000E+10 5.623E+16 3.800E-4 1.3220298E-04 -4.3052082E-03 -3.4406227E-03 -1.0952557E-03 3.3127862E-04 -4.1320268E-03 -3.4375982E-03 -1.0983575E-03 -1.2464111E-02 -1.0849733E-02 -1.5847411E-03 1.3555522E-02
1.468000E+10 1.000E+17 1.800E-4 1.5348457E-04 -4.2980912E-03 -3.4512024E-03 -1.0966554E-03 3.0605892E-04 -4.1632724E-03 -3.4497495E-03 -1.0973558E-03 -1.3348643E-02 -1.1825650E-02 -1.1219998E-03 4.0706680E-03
1.468000E+10 1.000E+17 2.300E-4 1.5158444E-04 -4.2922884E-03 -3.4452279E-03 -1.0947751E-03 3.3334696E-04 -4.1328737E-03 -3.4436232E-03 -1.0967257E-03 -1.2438248E-02 -1.1035211E-02 -1.0393213E-03 9.7197310E-03
1.468000E+10 1.000E+17 2.800E-4 1.5106775E-04 -4.2871755E-03 -3.4406556E-03 -1.0934801E-03 3.5894265E-04 -4.1050283E-03 -3.4389346E-03 -1.0958639E-03 -1.1801251E-02 -1.0522831E-02 -9.7163306E-04 1.0701353E-02
1.468000E+10 1.000E+17 3.300E-4 1.5166069E-04 -4.2815708E-03 -3.4369456E-03 -1.0918024E-03 3.8240906E-04 -4.0804456E-03 -3.4352749E-03 -1.0953144E-03 -1.1306340E-02 -1.0078073E-02 -8.4230662E-04 1.4584261E-02
1.468000E+10 1.000E+17 3.800E-4 1.5311122E-04 -4.2767984E-03 -3.4339348E-03 -1.0911321E-03 4.0352174E-04 -4.0588582E-03 -3.4323610E-03 -1.0950335E-03 -1.0896606E-02 -9.7376835E-03 -7.2372243E-04 1.5172568E-02
2.154000E+10 1.000E+15 1.800E-4 7.7378219E-05 -4.4931836E-03 -3.4752063E-03 -1.2141371E-03 8.3245472E-05 -4.5060805E-03 -3.4842319E-03 -1.2244947E-03 4.8957644E-02 2.6611827E-03 2.1968100E-03 8.8270926E-03
2.154000E+10 1.000E+15 2.300E-4 7.4386393E-05 -4.5304355E-03 -3.4740066E-03 -1.2542029E-03 8.2913451E-05 -4.5397680E-03 -3.4860537E-03 -1.2599230E-03 8.3529185E-02 1.5152497E-03 2.3168494E-03 4.3544407E-03
2.154000E+10 1.000E+15 2.800E-4 7.6655773E-05 -4.5618985E-03 -3.4733851E-03 -1.2929279E-03 8.8172300E-05 -4.5657981E-03 -3.4887521E-03 -1.2912563E-03 1.7980313E-01 3.6664360E-04 2.4488368E-03 -1.0745051E-03
2.154000E+10 1.000E+15 3.300E-4 7.0086999E-05 -4.6016434E-03 -3.4737894E-03 -1.3298060E-03 8.4719373E-05 -4.6062339E-03 -3.4926492E-03 -1.3288302E-03 1.5421655E+00 4.9335218E-04 2.5685157E-03 -5.5247844E-04
2.154000E+10 1.000E+15 3.800E-4 6.7382876E-05 -4.6378244E-03 -3.4744672E-03 -1.3668295E-03 8.5326164E-05 -4.6500976E-03 -3.4968724E-03 -1.3738500E-03 -3.1300771E-01 1.2758326E-03 2.6666669E-03 4.5819573E-03
2.154000E+10 1.778E+15 1.800E-4 7.7333834E-05 -4.4626095E-03 -3.4742643E-03 -1.1802297E-03 8.6667111E-05 -4.4595308E-03 -3.4849167E-03 -1.1753366E-03 8.4534313E-02 -6.8936156E-04 2.9408986E-03 2.2970436E-02
2.154000E+10 1.778E+15 2.300E-4 7.4224505E-05 -4.4809811E-03 -3.4727852E-03 -1.1999338E-03 8.7651253E-05 -4.4823291E-03 -3.4867862E-03 -1.1997425E-03 1.6422722E-01 3.9599079E-04 3.0689221E-03 2.2828471E-04
2.154000E+10 1.778E+15 2.800E-4 7.5615239E-05 -4.5034182E-03 -3.4720205E-03 -1.2272468E-03 9.3621922E-05 -4.5020238E-03 -3.4895036E-03 -1.2244047E-03 7.6857173E-01 -2.9102236E-04 3.1872052E-03 6.5477705E-03
2.154000E+10 1.778E+15 3.300E-4 6.9408146E-05 -4.5331906E-03 -3.4721020E-03 -1.2545280E-03 9.2362758E-05 -4.5261012E-03 -3.4932743E-03 -1.2462090E-03 -3.7640076E-01 -1.2748180E-03 3.3139592E-03 1.4546778E-02
2.154000E+10 1.778E+15 3.800E-4 6.6763716E-05 -4.5610185E-03 -3.4724975E-03 -1.2827509E-03 9.4962345E-05 -4.5464876E-03 -3.4974145E-03 -1.2671763E-03 -1.6800819E-01 -2.2623430E-03 3.4269735E-03 2.1381283E-02
