T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph T SAD TDD
300 088_300 38.647 6.045400E-1 3.067202E+1 8.220230E+1 1.524230E+1 5.222360E-1 2.918667E+1 1.000000E+2 3.000000E+2 1.000000E+16 2.700000E+12
300 089_300 38.647 6.017070E-1 3.040275E+1 8.214170E+1 1.502660E+1 5.195800E-1 2.892074E+1 1.000000E+2 3.000000E+2 1.000000E+16 3.384000E+12
300 090_300 38.647 5.986660E-1 3.010610E+1 8.208750E+1 1.479500E+1 5.167870E-1 2.862890E+1 1.000000E+2 3.000000E+2 1.000000E+16 4.241000E+12
300 091_300 38.647 5.954730E-1 2.978390E+1 8.203670E+1 1.454960E+1 5.138960E-1 2.831238E+1 1.000000E+2 3.000000E+2 1.000000E+16 5.315000E+12
300 092_300 38.647 5.922300E-1 2.943846E+1 8.197840E+1 1.429240E+1 5.109280E-1 2.797339E+1 1.000000E+2 3.000000E+2 1.000000E+16 6.661000E+12
300 093_300 38.647 5.889100E-1 2.907230E+1 8.191920E+1 1.402540E+1 5.079000E-1 2.761440E+1 1.000000E+2 3.000000E+2 1.000000E+16 8.348000E+12
300 094_300 38.647 5.855190E-1 2.868774E+1 8.186110E+1 1.375040E+1 5.048540E-1 2.723638E+1 1.000000E+2 3.000000E+2 1.000000E+16 1.046000E+13
300 095_300 38.647 5.821500E-1 2.828677E+1 8.179160E+1 1.346870E+1 5.017480E-1 2.684362E+1 1.000000E+2 3.000000E+2 1.000000E+16 1.311000E+13
300 096_300 38.647 5.787420E-1 2.787090E+1 8.172010E+1 1.318150E+1 4.986230E-1 2.643581E+1 1.000000E+2 3.000000E+2 1.000000E+16 1.643000E+13
300 097_300 38.647 5.752890E-1 2.744119E+1 8.164760E+1 1.288940E+1 4.954590E-1 2.601507E+1 1.000000E+2 3.000000E+2 1.000000E+16 2.059000E+13
300 098_300 38.647 5.718730E-1 2.699838E+1 8.156270E+1 1.259300E+1 4.922750E-1 2.558121E+1 1.000000E+2 3.000000E+2 1.000000E+16 2.581000E+13
300 099_300 38.647 5.684080E-1 2.654296E+1 8.147700E+1 1.229260E+1 4.890720E-1 2.513459E+1 1.000000E+2 3.000000E+2 1.000000E+16 3.234000E+13
300 100_300 38.647 5.649110E-1 2.607531E+1 8.138790E+1 1.198860E+1 4.858300E-1 2.467655E+1 1.000000E+2 3.000000E+2 1.000000E+16 4.054000E+13
300 101_300 38.647 5.614490E-1 2.559582E+1 8.128490E+1 1.168120E+1 4.825680E-1 2.420641E+1 1.000000E+2 3.000000E+2 1.000000E+16 5.080000E+13
300 102_300 38.647 5.579130E-1 2.510489E+1 8.118340E+1 1.137080E+1 4.792680E-1 2.372542E+1 1.000000E+2 3.000000E+2 1.000000E+16 6.367000E+13
300 103_300 38.647 5.543630E-1 2.460302E+1 8.107420E+1 1.105770E+1 4.759470E-1 2.323305E+1 1.000000E+2 3.000000E+2 1.000000E+16 7.979000E+13
300 104_300 38.647 5.508430E-1 2.409078E+1 8.094940E+1 1.074220E+1 4.725880E-1 2.273056E+1 1.000000E+2 3.000000E+2 1.000000E+16 1.000000E+14
300 105_300 38.647 6.596480E-1 3.215501E+1 8.384000E+1 1.778330E+1 5.780180E-1 3.076599E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.000000E+9
300 106_300 38.647 6.596460E-1 3.215480E+1 8.384000E+1 1.778310E+1 5.780180E-1 3.076571E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.253000E+9
300 107_300 38.647 6.596440E-1 3.215454E+1 8.384000E+1 1.778290E+1 5.780180E-1 3.076535E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.571000E+9
300 108_300 38.647 6.596410E-1 3.215422E+1 8.383990E+1 1.778270E+1 5.780180E-1 3.076490E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.968000E+9
300 109_300 38.647 6.596380E-1 3.215381E+1 8.383980E+1 1.778230E+1 5.780180E-1 3.076433E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.467000E+9
300 110_300 38.647 6.596340E-1 3.215330E+1 8.383970E+1 1.778190E+1 5.779980E-1 3.076462E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.092000E+9
300 111_300 38.647 6.596290E-1 3.215266E+1 8.383960E+1 1.778140E+1 5.779980E-1 3.076374E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.875000E+9
300 112_300 38.647 6.596220E-1 3.215186E+1 8.383940E+1 1.778070E+1 5.779980E-1 3.076263E+1 1.000000E+2 3.000000E+2 1.000000E+17 4.856000E+9
300 113_300 38.647 6.596140E-1 3.215086E+1 8.383930E+1 1.777990E+1 5.779790E-1 3.076228E+1 1.000000E+2 3.000000E+2 1.000000E+17 6.086000E+9
300 114_300 38.647 6.596040E-1 3.214960E+1 8.383910E+1 1.777890E+1 5.779790E-1 3.076054E+1 1.000000E+2 3.000000E+2 1.000000E+17 7.627000E+9
300 115_300 38.647 6.595910E-1 3.214803E+1 8.383890E+1 1.777770E+1 5.779590E-1 3.075940E+1 1.000000E+2 3.000000E+2 1.000000E+17 9.559000E+9
300 116_300 38.647 6.595760E-1 3.214606E+1 8.383860E+1 1.777610E+1 5.779390E-1 3.075771E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.198000E+10
300 117_300 38.647 6.595560E-1 3.214360E+1 8.383830E+1 1.777410E+1 5.779390E-1 3.075431E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.501000E+10
300 118_300 38.647 6.595310E-1 3.214051E+1 8.383780E+1 1.777170E+1 5.779000E-1 3.075211E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.882000E+10
300 119_300 38.647 6.595000E-1 3.213664E+1 8.383730E+1 1.776860E+1 5.778810E-1 3.074780E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.358000E+10
300 120_300 38.647 6.594610E-1 3.213180E+1 8.383660E+1 1.776470E+1 5.778420E-1 3.074318E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.955000E+10
300 121_300 38.647 6.594130E-1 3.212575E+1 8.383570E+1 1.775990E+1 5.778030E-1 3.073689E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.704000E+10
300 122_300 38.647 6.593520E-1 3.211818E+1 8.383460E+1 1.775380E+1 5.777440E-1 3.072955E+1 1.000000E+2 3.000000E+2 1.000000E+17 4.642000E+10
300 123_300 38.647 6.592770E-1 3.210873E+1 8.383320E+1 1.774630E+1 5.776660E-1 3.072065E+1 1.000000E+2 3.000000E+2 1.000000E+17 5.817000E+10
300 124_300 38.647 6.591830E-1 3.209694E+1 8.383150E+1 1.773690E+1 5.775680E-1 3.070956E+1 1.000000E+2 3.000000E+2 1.000000E+17 7.290000E+10
300 125_300 38.647 6.590670E-1 3.208224E+1 8.382930E+1 1.772520E+1 5.774710E-1 3.069446E+1 1.000000E+2 3.000000E+2 1.000000E+17 9.137000E+10
300 126_300 38.647 6.589220E-1 3.206394E+1 8.382660E+1 1.771060E+1 5.773340E-1 3.067649E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.145000E+11
300 127_300 38.647 6.587420E-1 3.204118E+1 8.382330E+1 1.769250E+1 5.771580E-1 3.065449E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.435000E+11
300 128_300 38.647 6.585210E-1 3.201295E+1 8.381910E+1 1.767010E+1 5.769430E-1 3.062707E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.798000E+11
300 129_300 38.647 6.582490E-1 3.197801E+1 8.381390E+1 1.764240E+1 5.766890E-1 3.059257E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.254000E+11
300 130_300 38.647 6.579160E-1 3.193491E+1 8.380750E+1 1.760840E+1 5.763570E-1 3.055111E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.825000E+11
300 131_300 38.647 6.575100E-1 3.188191E+1 8.379960E+1 1.756660E+1 5.759670E-1 3.049936E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.540000E+11
300 132_300 38.647 6.570180E-1 3.181705E+1 8.378970E+1 1.751570E+1 5.754980E-1 3.043576E+1 1.000000E+2 3.000000E+2 1.000000E+17 4.437000E+11
300 133_300 38.647 6.564270E-1 3.173810E+1 8.377740E+1 1.745400E+1 5.749320E-1 3.035835E+1 1.000000E+2 3.000000E+2 1.000000E+17 5.560000E+11
300 134_300 38.647 6.557230E-1 3.164263E+1 8.376270E+1 1.737980E+1 5.742480E-1 3.026525E+1 1.000000E+2 3.000000E+2 1.000000E+17 6.968000E+11
300 135_300 38.647 6.548930E-1 3.152805E+1 8.374490E+1 1.729120E+1 5.734280E-1 3.015414E+1 1.000000E+2 3.000000E+2 1.000000E+17 8.733000E+11
300 136_300 38.647 6.539240E-1 3.139177E+1 8.372350E+1 1.718660E+1 5.724900E-1 3.002081E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.094000E+12
300 137_300 38.647 6.528070E-1 3.123135E+1 8.369810E+1 1.706440E+1 5.713960E-1 2.986438E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.372000E+12
300 138_300 38.647 6.515350E-1 3.104471E+1 8.366840E+1 1.692340E+1 5.701460E-1 2.968246E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.719000E+12
300 139_300 38.647 6.501040E-1 3.083031E+1 8.363420E+1 1.676270E+1 5.687210E-1 2.947446E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.154000E+12
300 140_300 38.647 6.484320E-1 3.058741E+1 8.360660E+1 1.658240E+1 5.671580E-1 2.923770E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.700000E+12
300 141_300 38.647 6.466150E-1 3.031612E+1 8.357370E+1 1.638280E+1 5.654390E-1 2.897363E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.384000E+12
300 142_300 38.647 6.446720E-1 3.001742E+1 8.353470E+1 1.616510E+1 5.635840E-1 2.868276E+1 1.000000E+2 3.000000E+2 1.000000E+17 4.241000E+12
300 143_300 38.647 6.426170E-1 2.969304E+1 8.348910E+1 1.593080E+1 5.616110E-1 2.836617E+1 1.000000E+2 3.000000E+2 1.000000E+17 5.315000E+12
300 144_300 38.647 6.404560E-1 2.934515E+1 8.343790E+1 1.568150E+1 5.595020E-1 2.802769E+1 1.000000E+2 3.000000E+2 1.000000E+17 6.661000E+12
300 145_300 38.647 6.380980E-1 2.897609E+1 8.339480E+1 1.541930E+1 5.572750E-1 2.766917E+1 1.000000E+2 3.000000E+2 1.000000E+17 8.348000E+12
300 146_300 38.647 6.356610E-1 2.858803E+1 8.334610E+1 1.514590E+1 5.549510E-1 2.729231E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.046000E+13
300 147_300 38.647 6.331630E-1 2.818283E+1 8.329020E+1 1.486260E+1 5.525490E-1 2.689820E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.311000E+13
300 148_300 38.647 6.306070E-1 2.776187E+1 8.322740E+1 1.457050E+1 5.500680E-1 2.648850E+1 1.000000E+2 3.000000E+2 1.000000E+17 1.643000E+13
300 149_300 38.647 6.278780E-1 2.732615E+1 8.317330E+1 1.427050E+1 5.474900E-1 2.606524E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.059000E+13
300 150_300 38.647 6.250940E-1 2.687634E+1 8.311300E+1 1.396320E+1 5.448340E-1 2.562830E+1 1.000000E+2 3.000000E+2 1.000000E+17 2.581000E+13
300 151_300 38.647 6.222880E-1 2.641289E+1 8.304200E+1 1.364910E+1 5.421190E-1 2.517738E+1 1.000000E+2 3.000000E+2 1.000000E+17 3.234000E+13
300 152_300 38.647 6.194000E-1 2.593616E+1 8.296870E+1 1.332880E+1 5.393260E-1 2.471381E+1 1.000000E+2 3.000000E+2 1.000000E+17 4.054000E+13
300 153_300 38.647 6.163710E-1 2.544649E+1 8.290110E+1 1.300260E+1 5.364550E-1 2.423802E+1 1.000000E+2 3.000000E+2 1.000000E+17 5.080000E+13
300 154_300 38.647 6.133260E-1 2.494425E+1 8.282260E+1 1.267100E+1 5.335250E-1 2.374954E+1 1.000000E+2 3.000000E+2 1.000000E+17 6.367000E+13
