N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
4.642000E+10 1.000e+17 295 1.184874670E+00 1.184874670E+00 1.203504761E+0 1.203504761E+0
6.813000E+10 1.000e+17 295 1.193147239E+00 1.193147239E+00 1.203593516E+0 1.203593516E+0
1.000000E+11 1.000e+17 295 1.197001336E+00 1.197001336E+00 1.203676950E+0 1.203676950E+0
1.468000E+11 1.000e+17 295 1.197662823E+00 1.197662823E+00 1.203755394E+0 1.203755394E+0
2.154000E+11 1.000e+17 295 1.198137671E+00 1.198137671E+00 1.203829026E+0 1.203829026E+0
3.162000E+11 1.000e+17 295 1.198491544E+00 1.198491544E+00 1.203898305E+0 1.203898305E+0
4.642000E+11 1.000e+17 295 1.202130597E+00 1.202130597E+00 1.203963417E+0 1.203963417E+0
6.813000E+11 1.000e+17 295 1.209705805E+00 1.209705805E+00 1.204024560E+0 1.204024560E+0
1.000000E+12 1.000e+17 295 1.209944186E+00 1.209944186E+00 1.204082023E+0 1.204082023E+0
1.468000E+12 1.000e+17 295 1.210171910E+00 1.210171910E+00 1.204136036E+0 1.204136036E+0
2.154000E+12 1.000e+17 295 1.210399426E+00 1.210399426E+00 1.204186723E+0 1.204186723E+0
3.162000E+12 1.000e+17 295 1.219693258E+00 1.219693258E+00 1.204234403E+0 1.204234403E+0
4.642000E+12 1.000e+17 295 1.233097121E+00 1.233097121E+00 1.204279206E+0 1.204279206E+0
6.813000E+12 1.000e+17 295 1.234969852E+00 1.234969852E+00 1.204321271E+0 1.204321271E+0
1.000000E+13 1.000e+17 295 1.235153582E+00 1.235153582E+00 1.204360796E+0 1.204360796E+0
1.000000E+10 1.000e+17 300 1.168025405E+00 1.168025405E+00 1.205857524E+0 1.205857524E+0
1.468000E+10 1.000e+17 300 1.173785836E+00 1.173785836E+00 1.206010883E+0 1.206010883E+0
2.154000E+10 1.000e+17 300 1.177955049E+00 1.177955049E+00 1.206155085E+0 1.206155085E+0
3.162000E+10 1.000e+17 300 1.184725048E+00 1.184725048E+00 1.206290994E+0 1.206290994E+0
4.642000E+10 1.000e+17 300 1.187155711E+00 1.187155711E+00 1.206418940E+0 1.206418940E+0
6.813000E+10 1.000e+17 300 1.194240561E+00 1.194240561E+00 1.206539284E+0 1.206539284E+0
1.000000E+11 1.000e+17 300 1.195369940E+00 1.195369940E+00 1.206652566E+0 1.206652566E+0
1.468000E+11 1.000e+17 300 1.206265217E+00 1.206265217E+00 1.206759213E+0 1.206759213E+0
2.154000E+11 1.000e+17 300 1.206894041E+00 1.206894041E+00 1.206859448E+0 1.206859448E+0
3.162000E+11 1.000e+17 300 1.207366049E+00 1.207366049E+00 1.206953878E+0 1.206953878E+0
4.642000E+11 1.000e+17 300 1.207742487E+00 1.207742487E+00 1.207042742E+0 1.207042742E+0
6.813000E+11 1.000e+17 300 1.208065842E+00 1.208065842E+00 1.207126294E+0 1.207126294E+0
1.000000E+12 1.000e+17 300 1.208363561E+00 1.208363561E+00 1.207204916E+0 1.207204916E+0
1.468000E+12 1.000e+17 300 1.217972589E+00 1.217972589E+00 1.207278908E+0 1.207278908E+0
2.154000E+12 1.000e+17 300 1.219714083E+00 1.219714083E+00 1.207348431E+0 1.207348431E+0
3.162000E+12 1.000e+17 300 1.220064202E+00 1.220064202E+00 1.207413908E+0 1.207413908E+0
4.642000E+12 1.000e+17 300 1.220389952E+00 1.220389952E+00 1.207475509E+0 1.207475509E+0
6.813000E+12 1.000e+17 300 1.232005687E+00 1.232005687E+00 1.207533413E+0 1.207533413E+0
1.000000E+13 1.000e+17 300 1.244848432E+00 1.244848432E+00 1.207587887E+0 1.207587887E+0
1.000000E+10 1.000e+17 305 1.171513262E+00 1.171513262E+00 1.208399617E+0 1.208399617E+0
1.468000E+10 1.000e+17 305 1.178720905E+00 1.178720905E+00 1.208604048E+0 1.208604048E+0
2.154000E+10 1.000e+17 305 1.184008539E+00 1.184008539E+00 1.208796556E+0 1.208796556E+0
3.162000E+10 1.000e+17 305 1.187807994E+00 1.187807994E+00 1.208978255E+0 1.208978255E+0
4.642000E+10 1.000e+17 305 1.191843682E+00 1.191843682E+00 1.209149552E+0 1.209149552E+0
6.813000E+10 1.000e+17 305 1.196660347E+00 1.196660347E+00 1.209310898E+0 1.209310898E+0
1.000000E+11 1.000e+17 305 1.199575313E+00 1.199575313E+00 1.209462984E+0 1.209462984E+0
1.468000E+11 1.000e+17 305 1.204601340E+00 1.204601340E+00 1.209606358E+0 1.209606358E+0
2.154000E+11 1.000e+17 305 1.205555167E+00 1.205555167E+00 1.209741291E+0 1.209741291E+0
3.162000E+11 1.000e+17 305 1.216100163E+00 1.216100163E+00 1.209868580E+0 1.209868580E+0
4.642000E+11 1.000e+17 305 1.216601899E+00 1.216601899E+00 1.209988520E+0 1.209988520E+0
6.813000E+11 1.000e+17 305 1.217037443E+00 1.217037443E+00 1.210101438E+0 1.210101438E+0
1.000000E+12 1.000e+17 305 1.217441906E+00 1.217441906E+00 1.210207828E+0 1.210207828E+0
1.468000E+12 1.000e+17 305 1.217832471E+00 1.217832471E+00 1.210308080E+0 1.210308080E+0
2.154000E+12 1.000e+17 305 1.218214411E+00 1.218214411E+00 1.210402392E+0 1.210402392E+0
3.162000E+12 1.000e+17 305 1.228105788E+00 1.228105788E+00 1.210491327E+0 1.210491327E+0
4.642000E+12 1.000e+17 305 1.229870897E+00 1.229870897E+00 1.210575099E+0 1.210575099E+0
6.813000E+12 1.000e+17 305 1.230204407E+00 1.230204407E+00 1.210653938E+0 1.210653938E+0
1.000000E+13 1.000e+17 305 1.231931500E+00 1.231931500E+00 1.210728196E+0 1.210728196E+0
1.000000E+10 1.000e+17 310 1.173935869E+00 1.173935869E+00 1.210656786E+0 1.210656786E+0
1.468000E+10 1.000e+17 310 1.182793921E+00 1.182793921E+00 1.210926170E+0 1.210926170E+0
2.154000E+10 1.000e+17 310 1.189393792E+00 1.189393792E+00 1.211180238E+0 1.211180238E+0
3.162000E+10 1.000e+17 310 1.194191057E+00 1.194191057E+00 1.211420407E+0 1.211420407E+0
4.642000E+10 1.000e+17 310 1.197619687E+00 1.197619687E+00 1.211647167E+0 1.211647167E+0
6.813000E+10 1.000e+17 310 1.200046593E+00 1.200046593E+00 1.211861068E+0 1.211861068E+0
1.000000E+11 1.000e+17 310 1.206124168E+00 1.206124168E+00 1.212062985E+0 1.212062985E+0
1.468000E+11 1.000e+17 310 1.207389810E+00 1.207389810E+00 1.212253606E+0 1.212253606E+0
2.154000E+11 1.000e+17 310 1.208313040E+00 1.208313040E+00 1.212433256E+0 1.212433256E+0
3.162000E+11 1.000e+17 310 1.214565679E+00 1.214565679E+00 1.212602960E+0 1.212602960E+0
4.642000E+11 1.000e+17 310 1.215173777E+00 1.215173777E+00 1.212763085E+0 1.212763085E+0
6.813000E+11 1.000e+17 310 1.219635184E+00 1.219635184E+00 1.212914035E+0 1.212914035E+0
1.000000E+12 1.000e+17 310 1.226452745E+00 1.226452745E+00 1.213056445E+0 1.213056445E+0
1.468000E+12 1.000e+17 310 1.226980677E+00 1.226980677E+00 1.213190814E+0 1.213190814E+0
2.154000E+12 1.000e+17 310 1.227509746E+00 1.227509746E+00 1.213317383E+0 1.213317383E+0
3.162000E+12 1.000e+17 310 1.228081783E+00 1.228081783E+00 1.213436887E+0 1.213436887E+0
4.642000E+12 1.000e+17 310 1.228538048E+00 1.228538048E+00 1.213549593E+0 1.213549593E+0
6.813000E+12 1.000e+17 310 1.239814016E+00 1.239814016E+00 1.213655795E+0 1.213655795E+0
1.000000E+13 1.000e+17 310 1.240199477E+00 1.240199477E+00 1.213755946E+0 1.213755946E+0
1.000000E+10 1.000e+17 315 1.175090805E+00 1.175090805E+00 1.212559784E+0 1.212559784E+0
1.468000E+10 1.000e+17 315 1.185776391E+00 1.185776391E+00 1.212910636E+0 1.212910636E+0
2.154000E+10 1.000e+17 315 1.193878545E+00 1.193878545E+00 1.213242093E+0 1.213242093E+0
3.162000E+10 1.000e+17 315 1.199845836E+00 1.199845836E+00 1.213555931E+0 1.213555931E+0
4.642000E+10 1.000e+17 315 1.204152835E+00 1.204152835E+00 1.213852722E+0 1.213852722E+0
6.813000E+10 1.000e+17 315 1.207224307E+00 1.207224307E+00 1.214133120E+0 1.214133120E+0
1.000000E+11 1.000e+17 315 1.209407559E+00 1.209407559E+00 1.214398215E+0 1.214398215E+0
1.468000E+11 1.000e+17 315 1.210972487E+00 1.210972487E+00 1.214648857E+0 1.214648857E+0
2.154000E+11 1.000e+17 315 1.216597761E+00 1.216597761E+00 1.214885422E+0 1.214885422E+0
3.162000E+11 1.000e+17 315 1.217511361E+00 1.217511361E+00 1.215109214E+0 1.215109214E+0
4.642000E+11 1.000e+17 315 1.218261023E+00 1.218261023E+00 1.215320673E+0 1.215320673E+0
6.813000E+11 1.000e+17 315 1.218924909E+00 1.218924909E+00 1.215520295E+0 1.215520295E+0
1.000000E+12 1.000e+17 315 1.225082722E+00 1.225082722E+00 1.215708882E+0 1.215708882E+0
1.468000E+12 1.000e+17 315 1.225731809E+00 1.225731809E+00 1.215887061E+0 1.215887061E+0
2.154000E+12 1.000e+17 315 1.236689543E+00 1.236689543E+00 1.216055121E+0 1.216055121E+0
3.162000E+12 1.000e+17 315 1.237413058E+00 1.237413058E+00 1.216214006E+0 1.216214006E+0
4.642000E+12 1.000e+17 315 1.238071249E+00 1.238071249E+00 1.216364047E+0 1.216364047E+0
6.813000E+12 1.000e+17 315 1.238578498E+00 1.238578498E+00 1.216505609E+0 1.216505609E+0
1.000000E+13 1.000e+17 315 1.244292148E+00 1.244292148E+00 1.216639275E+0 1.216639275E+0
1.000000E+10 1.000e+17 320 1.174922711E+00 1.174922711E+00 1.214028720E+0 1.214028720E+0
1.468000E+10 1.000e+17 320 1.187567231E+00 1.187567231E+00 1.214480257E+0 1.214480257E+0
2.154000E+10 1.000e+17 320 1.197342419E+00 1.197342419E+00 1.214907608E+0 1.214907608E+0
3.162000E+10 1.000e+17 320 1.204650163E+00 1.204650163E+00 1.215312957E+0 1.215312957E+0
4.642000E+10 1.000e+17 320 1.209983868E+00 1.209983868E+00 1.215696952E+0 1.215696952E+0
6.813000E+10 1.000e+17 320 1.213820125E+00 1.213820125E+00 1.216060350E+0 1.216060350E+0
1.000000E+11 1.000e+17 320 1.216566156E+00 1.216566156E+00 1.216404481E+0 1.216404481E+0
1.468000E+11 1.000e+17 320 1.218546839E+00 1.218546839E+00 1.216730373E+0 1.216730373E+0
2.154000E+11 1.000e+17 320 1.220011145E+00 1.220011145E+00 1.217038448E+0 1.217038448E+0
3.162000E+11 1.000e+17 320 1.221145262E+00 1.221145262E+00 1.217330337E+0 1.217330337E+0
4.642000E+11 1.000e+17 320 1.226032248E+00 1.226032248E+00 1.217606558E+0 1.217606558E+0
6.813000E+11 1.000e+17 320 1.227513149E+00 1.227513149E+00 1.217867703E+0 1.217867703E+0
1.000000E+12 1.000e+17 320 1.228341254E+00 1.228341254E+00 1.218114770E+0 1.218114770E+0
1.468000E+12 1.000e+17 320 1.229152889E+00 1.229152889E+00 1.218348534E+0 1.218348534E+0
2.154000E+12 1.000e+17 320 1.233938296E+00 1.233938296E+00 1.218569331E+0 1.218569331E+0
3.162000E+12 1.000e+17 320 1.237063697E+00 1.237063697E+00 1.218778361E+0 1.218778361E+0
4.642000E+12 1.000e+17 320 1.247452263E+00 1.247452263E+00 1.218976021E+0 1.218976021E+0
6.813000E+12 1.000e+17 320 1.248107057E+00 1.248107057E+00 1.219162760E+0 1.219162760E+0
1.000000E+13 1.000e+17 320 1.248674251E+00 1.248674251E+00 1.219339312E+0 1.219339312E+0
1.000000E+10 1.000e+17 325 1.173296060E+00 1.173296060E+00 1.214973711E+0 1.214973711E+0
1.468000E+10 1.000e+17 325 1.187962093E+00 1.187962093E+00 1.215547720E+0 1.215547720E+0
2.154000E+10 1.000e+17 325 1.199543333E+00 1.199543333E+00 1.216092060E+0 1.216092060E+0
3.162000E+10 1.000e+17 325 1.208345440E+00 1.208345440E+00 1.216609372E+0 1.216609372E+0
4.642000E+10 1.000e+17 325 1.214851451E+00 1.214851451E+00 1.217100353E+0 1.217100353E+0
6.813000E+10 1.000e+17 325 1.219576457E+00 1.219576457E+00 1.217565852E+0 1.217565852E+0
1.000000E+11 1.000e+17 325 1.222985158E+00 1.222985158E+00 1.218007458E+0 1.218007458E+0
1.468000E+11 1.000e+17 325 1.225461485E+00 1.225461485E+00 1.218426389E+0 1.218426389E+0
2.154000E+11 1.000e+17 325 1.227306450E+00 1.227306450E+00 1.218823089E+0 1.218823089E+0
3.162000E+11 1.000e+17 325 1.228748605E+00 1.228748605E+00 1.219199572E+0 1.219199572E+0
4.642000E+11 1.000e+17 325 1.229956568E+00 1.229956568E+00 1.219556425E+0 1.219556425E+0
6.813000E+11 1.000e+17 325 1.231047970E+00 1.231047970E+00 1.219894336E+0 1.219894336E+0
1.000000E+12 1.000e+17 325 1.232514385E+00 1.232514385E+00 1.220214527E+0 1.220214527E+0
1.468000E+12 1.000e+17 325 1.237800287E+00 1.237800287E+00 1.220517939E+0 1.220517939E+0
2.154000E+12 1.000e+17 325 1.238938697E+00 1.238938697E+00 1.220804946E+0 1.220804946E+0
3.162000E+12 1.000e+17 325 1.239866246E+00 1.239866246E+00 1.221077054E+0 1.221077054E+0
4.642000E+12 1.000e+17 325 1.246372246E+00 1.246372246E+00 1.221334729E+0 1.221334729E+0
6.813000E+12 1.000e+17 325 1.255867023E+00 1.255867023E+00 1.221578508E+0 1.221578508E+0
1.000000E+13 1.000e+17 325 1.258416225E+00 1.258416225E+00 1.221809307E+0 1.221809307E+0
1.000000E+10 1.000e+17 330 1.172202929E+00 1.172202929E+00 1.215296631E+0 1.215296631E+0
1.468000E+10 1.000e+17 330 1.187039945E+00 1.187039945E+00 1.216017050E+0 1.216017050E+0
2.154000E+10 1.000e+17 330 1.200510642E+00 1.200510642E+00 1.216701723E+0 1.216701723E+0
3.162000E+10 1.000e+17 330 1.210935207E+00 1.210935207E+00 1.217353782E+0 1.217353782E+0
4.642000E+10 1.000e+17 330 1.218748928E+00 1.218748928E+00 1.217973929E+0 1.217973929E+0
6.813000E+10 1.000e+17 330 1.224485570E+00 1.224485570E+00 1.218563070E+0 1.218563070E+0
1.000000E+11 1.000e+17 330 1.228660669E+00 1.228660669E+00 1.219123065E+0 1.219123065E+0
1.468000E+11 1.000e+17 330 1.231717998E+00 1.231717998E+00 1.219655317E+0 1.219655317E+0
2.154000E+11 1.000e+17 330 1.234015215E+00 1.234015215E+00 1.220160259E+0 1.220160259E+0
3.162000E+11 1.000e+17 330 1.235828301E+00 1.235828301E+00 1.220640334E+0 1.220640334E+0
4.642000E+11 1.000e+17 330 1.237363674E+00 1.237363674E+00 1.221096179E+0 1.221096179E+0
6.813000E+11 1.000e+17 330 1.238765083E+00 1.238765083E+00 1.221528570E+0 1.221528570E+0
1.000000E+12 1.000e+17 330 1.240118754E+00 1.240118754E+00 1.221938973E+0 1.221938973E+0
1.468000E+12 1.000e+17 330 1.241484128E+00 1.241484128E+00 1.222328507E+0 1.222328507E+0
2.154000E+12 1.000e+17 330 1.243237311E+00 1.243237311E+00 1.222697569E+0 1.222697569E+0
3.162000E+12 1.000e+17 330 1.248974942E+00 1.248974942E+00 1.223048019E+0 1.223048019E+0
4.642000E+12 1.000e+17 330 1.250065581E+00 1.250065581E+00 1.223380390E+0 1.223380390E+0
6.813000E+12 1.000e+17 330 1.250953369E+00 1.250953369E+00 1.223695307E+0 1.223695307E+0
1.000000E+13 1.000e+17 330 1.257794582E+00 1.257794582E+00 1.223993892E+0 1.223993892E+0
1.000000E+10 1.000e+17 335 1.167586728E+00 1.167586728E+00 1.214894263E+0 1.214894263E+0
1.468000E+10 1.000e+17 335 1.184750630E+00 1.184750630E+00 1.215786401E+0 1.215786401E+0
2.154000E+10 1.000e+17 335 1.200130993E+00 1.200130993E+00 1.216636315E+0 1.216636315E+0
3.162000E+10 1.000e+17 335 1.212265910E+00 1.212265910E+00 1.217447639E+0 1.217447639E+0
4.642000E+10 1.000e+17 335 1.221502117E+00 1.221502117E+00 1.218221013E+0 1.218221013E+0
6.813000E+10 1.000e+17 335 1.227221522E+00 1.227221522E+00 1.218957345E+0 1.218957345E+0
1.000000E+11 1.000e+17 335 1.231195917E+00 1.231195917E+00 1.219658753E+0 1.219658753E+0
1.468000E+11 1.000e+17 335 1.235140499E+00 1.235140499E+00 1.220326807E+0 1.220326807E+0
2.154000E+11 1.000e+17 335 1.238993714E+00 1.238993714E+00 1.220961871E+0 1.220961871E+0
3.162000E+11 1.000e+17 335 1.242212430E+00 1.242212430E+00 1.221566854E+0 1.221566854E+0
4.642000E+11 1.000e+17 335 1.244141908E+00 1.244141908E+00 1.222142410E+0 1.222142410E+0
6.813000E+11 1.000e+17 335 1.245921623E+00 1.245921623E+00 1.222689377E+0 1.222689377E+0
1.000000E+12 1.000e+17 335 1.247654126E+00 1.247654126E+00 1.223209478E+0 1.223209478E+0
1.468000E+12 1.000e+17 335 1.249396894E+00 1.249396894E+00 1.223704010E+0 1.223704010E+0
2.154000E+12 1.000e+17 335 1.251318282E+00 1.251318282E+00 1.224173367E+0 1.224173367E+0
3.162000E+12 1.000e+17 335 1.253077853E+00 1.253077853E+00 1.224619809E+0 1.224619809E+0
4.642000E+12 1.000e+17 335 1.258987304E+00 1.258987304E+00 1.225043920E+0 1.225043920E+0
6.813000E+12 1.000e+17 335 1.260357391E+00 1.260357391E+00 1.225446408E+0 1.225446408E+0
1.000000E+13 1.000e+17 335 1.261594588E+00 1.261594588E+00 1.225828626E+0 1.225828626E+0
1.000000E+10 1.000e+17 340 1.163442041E+00 1.163442041E+00 1.213663071E+0 1.213663071E+0
1.468000E+10 1.000e+17 340 1.181279729E+00 1.181279729E+00 1.214752396E+0 1.214752396E+0
2.154000E+10 1.000e+17 340 1.198276901E+00 1.198276901E+00 1.215792929E+0 1.215792929E+0
3.162000E+10 1.000e+17 340 1.212151298E+00 1.212151298E+00 1.216788784E+0 1.216788784E+0
4.642000E+10 1.000e+17 340 1.222886575E+00 1.222886575E+00 1.217740444E+0 1.217740444E+0
6.813000E+10 1.000e+17 340 1.229026684E+00 1.229026684E+00 1.218648733E+0 1.218648733E+0
1.000000E+11 1.000e+17 340 1.232288862E+00 1.232288862E+00 1.219515995E+0 1.219515995E+0
1.468000E+11 1.000e+17 340 1.235519836E+00 1.235519836E+00 1.220343919E+0 1.220343919E+0
2.154000E+11 1.000e+17 340 1.238678184E+00 1.238678184E+00 1.221132720E+0 1.221132720E+0
3.162000E+11 1.000e+17 340 1.241834189E+00 1.241834189E+00 1.221885794E+0 1.221885794E+0
4.642000E+11 1.000e+17 340 1.245167089E+00 1.245167089E+00 1.222603755E+0 1.222603755E+0
6.813000E+11 1.000e+17 340 1.248946467E+00 1.248946467E+00 1.223287459E+0 1.223287459E+0
1.000000E+12 1.000e+17 340 1.253509116E+00 1.253509116E+00 1.223938883E+0 1.223938883E+0
1.468000E+12 1.000e+17 340 1.256805183E+00 1.256805183E+00 1.224559491E+0 1.224559491E+0
2.154000E+12 1.000e+17 340 1.258928832E+00 1.258928832E+00 1.225149624E+0 1.225149624E+0
3.162000E+12 1.000e+17 340 1.260995948E+00 1.260995948E+00 1.225711983E+0 1.225711983E+0
4.642000E+12 1.000e+17 340 1.262672706E+00 1.262672706E+00 1.226247175E+0 1.226247175E+0
6.813000E+12 1.000e+17 340 1.264703753E+00 1.264703753E+00 1.226755974E+0 1.226755974E+0
1.000000E+13 1.000e+17 340 1.270529274E+00 1.270529274E+00 1.227239975E+0 1.227239975E+0
1.000000E+10 1.000e+16 290 1.157468438E+00 1.157468438E+00 1.188726766E+0 1.188726766E+0
1.468000E+10 1.000e+16 290 1.166308492E+00 1.166308492E+00 1.189470623E+0 1.189470623E+0
2.154000E+10 1.000e+16 290 1.167988696E+00 1.167988696E+00 1.190172909E+0 1.190172909E+0
3.162000E+10 1.000e+16 290 1.168472292E+00 1.168472292E+00 1.190837256E+0 1.190837256E+0
4.642000E+10 1.000e+16 290 1.168812207E+00 1.168812207E+00 1.191464787E+0 1.191464787E+0
6.813000E+10 1.000e+16 290 1.169057151E+00 1.169057151E+00 1.192056827E+0 1.192056827E+0
1.000000E+11 1.000e+16 290 1.169242459E+00 1.169242459E+00 1.192615646E+0 1.192615646E+0
1.468000E+11 1.000e+16 290 1.169394332E+00 1.169394332E+00 1.193143026E+0 1.193143026E+0
2.154000E+11 1.000e+16 290 1.169533173E+00 1.169533173E+00 1.193639773E+0 1.193639773E+0
3.162000E+11 1.000e+16 290 1.169675507E+00 1.169675507E+00 1.194108653E+0 1.194108653E+0
4.642000E+11 1.000e+16 290 1.169834797E+00 1.169834797E+00 1.194550630E+0 1.194550630E+0
6.813000E+11 1.000e+16 290 1.170021100E+00 1.170021100E+00 1.194966794E+0 1.194966794E+0
1.000000E+12 1.000e+16 290 1.170239593E+00 1.170239593E+00 1.195358880E+0 1.195358880E+0
1.468000E+12 1.000e+16 290 1.170488665E+00 1.170488665E+00 1.195728265E+0 1.195728265E+0
2.154000E+12 1.000e+16 290 1.179655948E+00 1.179655948E+00 1.196075623E+0 1.196075623E+0
3.162000E+12 1.000e+16 290 1.181092835E+00 1.181092835E+00 1.196402988E+0 1.196402988E+0
4.642000E+12 1.000e+16 290 1.181470594E+00 1.181470594E+00 1.196711121E+0 1.196711121E+0
6.813000E+12 1.000e+16 290 1.181733885E+00 1.181733885E+00 1.197000860E+0 1.197000860E+0
1.000000E+13 1.000e+16 290 1.190762473E+00 1.190762473E+00 1.197273484E+0 1.197273484E+0
1.000000E+10 1.000e+16 340 1.140435847E+00 1.140435847E+00 1.114867619E+0 1.114867619E+0
1.468000E+10 1.000e+16 340 1.144204656E+00 1.144204656E+00 1.118087896E+0 1.118087896E+0
2.154000E+10 1.000e+16 340 1.146875067E+00 1.146875067E+00 1.121304236E+0 1.121304236E+0
3.162000E+10 1.000e+16 340 1.148550021E+00 1.148550021E+00 1.124519642E+0 1.124519642E+0
4.642000E+10 1.000e+16 340 1.149789758E+00 1.149789758E+00 1.127726083E+0 1.127726083E+0
6.813000E+10 1.000e+16 340 1.150755945E+00 1.150755945E+00 1.130916235E+0 1.130916235E+0
1.000000E+11 1.000e+16 340 1.151576904E+00 1.151576904E+00 1.134088145E+0 1.134088145E+0
1.468000E+11 1.000e+16 340 1.152858429E+00 1.152858429E+00 1.137237982E+0 1.137237982E+0
2.154000E+11 1.000e+16 340 1.155934863E+00 1.155934863E+00 1.140356296E+0 1.140356296E+0
3.162000E+11 1.000e+16 340 1.160690986E+00 1.160690986E+00 1.143446425E+0 1.143446425E+0
4.642000E+11 1.000e+16 340 1.163579751E+00 1.163579751E+00 1.146501133E+0 1.146501133E+0
6.813000E+11 1.000e+16 340 1.165393394E+00 1.165393394E+00 1.149514100E+0 1.149514100E+0
1.000000E+12 1.000e+16 340 1.173543765E+00 1.173543765E+00 1.152484242E+0 1.152484242E+0
1.468000E+12 1.000e+16 340 1.180412189E+00 1.180412189E+00 1.155408777E+0 1.155408777E+0
2.154000E+12 1.000e+16 340 1.182677683E+00 1.182677683E+00 1.158279874E+0 1.158279874E+0
3.162000E+12 1.000e+16 340 1.193369782E+00 1.193369782E+00 1.161101592E+0 1.161101592E+0
4.642000E+12 1.000e+16 340 1.199766730E+00 1.199766730E+00 1.163868322E+0 1.163868322E+0
6.813000E+12 1.000e+16 340 1.204746044E+00 1.204746044E+00 1.166575460E+0 1.166575460E+0
1.000000E+13 1.000e+16 340 1.207383981E+00 1.207383981E+00 1.169223193E+0 1.169223193E+0
1.000000E+10 1.000e+16 295 1.163173824E+00 1.163173824E+00 1.187580523E+0 1.187580523E+0
1.468000E+10 1.000e+16 295 1.164441336E+00 1.164441336E+00 1.188555235E+0 1.188555235E+0
2.154000E+10 1.000e+16 295 1.165322313E+00 1.165322313E+00 1.189478717E+0 1.189478717E+0
3.162000E+10 1.000e+16 295 1.167882734E+00 1.167882734E+00 1.190355284E+0 1.190355284E+0
4.642000E+10 1.000e+16 295 1.172545583E+00 1.172545583E+00 1.191185998E+0 1.191185998E+0
6.813000E+10 1.000e+16 295 1.176018386E+00 1.176018386E+00 1.191972220E+0 1.191972220E+0
1.000000E+11 1.000e+16 295 1.176277438E+00 1.176277438E+00 1.192716601E+0 1.192716601E+0
1.468000E+11 1.000e+16 295 1.176490767E+00 1.176490767E+00 1.193421189E+0 1.193421189E+0
2.154000E+11 1.000e+16 295 1.176686734E+00 1.176686734E+00 1.194086754E+0 1.194086754E+0
3.162000E+11 1.000e+16 295 1.176888396E+00 1.176888396E+00 1.194716726E+0 1.194716726E+0
4.642000E+11 1.000e+16 295 1.177114523E+00 1.177114523E+00 1.195312148E+0 1.195312148E+0
6.813000E+11 1.000e+16 295 1.177378907E+00 1.177378907E+00 1.195874255E+0 1.195874255E+0
1.000000E+12 1.000e+16 295 1.177688220E+00 1.177688220E+00 1.196405176E+0 1.196405176E+0
1.468000E+12 1.000e+16 295 1.178039616E+00 1.178039616E+00 1.196906579E+0 1.196906579E+0
2.154000E+12 1.000e+16 295 1.178328110E+00 1.178328110E+00 1.197379201E+0 1.197379201E+0
