fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L18 40320 311.01 37.279 1.467465824E-05 5.391275824E+00 2.092281536E+04 1.794630433E-04 3.792380332E+00 1.491278398E+03 0.000000000E+00 3.067652440E-04 4.568421524E-01 2.923621801E-04 3.570234701E-01 4.768525700E-05 2.601404526E-01 1.833062485E-04 5.012116306E-02 
0L19 40944 312.02 37.159 8.509611680E-06 5.196480842E+00 1.667069802E+04 1.889585448E-04 3.943344777E+00 1.443207934E+03 0.000000000E+00 3.128030007E-04 4.555137592E-01 2.924055655E-04 3.578466081E-01 4.766329249E-05 2.609504599E-01 1.826538297E-04 8.475197615E-02 
0L20 41564 313.01 37.041 2.187175977E-05 5.431080806E+00 2.561754365E+04 2.031336343E-04 3.956751959E+00 1.395052375E+03 0.000000000E+00 2.997103975E-04 4.538437393E-01 2.924550796E-04 3.629846245E-01 4.817855243E-05 2.608156660E-01 1.847204287E-04 1.730209488E-01 
0L21 42168 314.03 36.921 2.218583115E-05 5.531655886E+00 2.170823224E+04 1.971013044E-04 3.503854612E+00 1.279080035E+03 0.000000000E+00 3.003844230E-04 4.517287430E-01 2.927156748E-04 3.613675693E-01 4.778294125E-05 2.586161974E-01 1.847609432E-04 1.157040957E-02 
0L22 42784 315.05 36.801 1.000975201E-04 5.848061837E+00 4.965628787E+04 2.177164448E-04 3.524670539E+00 1.248295937E+03 0.000000000E+00 2.243368476E-04 4.497904503E-01 2.933133093E-04 3.607959712E-01 4.759964126E-05 2.586608395E-01 1.840325635E-04 2.914714236E-02 
0L23 43400 316.01 36.689 4.986363980E-05 5.587869556E+00 3.658338901E+04 2.335514448E-04 3.859740684E+00 1.232650164E+03 0.000000000E+00 2.728073679E-04 4.489128319E-01 2.928917920E-04 3.631506122E-01 4.774808974E-05 2.597558691E-01 1.838191430E-04 7.626950973E-02 
0L24 44014 317.02 36.572 4.007041391E-05 5.568579331E+00 3.087023246E+04 2.451097697E-04 3.849609778E+00 1.186626464E+03 0.000000000E+00 2.829706620E-04 4.472919708E-01 2.930103419E-04 3.634968059E-01 4.764031787E-05 2.585874601E-01 1.842334376E-04 6.228339982E-02 
0L25 44608 318.05 36.454 1.616386930E-04 5.708824748E+00 7.568415376E+04 2.641308881E-04 3.952890565E+00 1.161386419E+03 0.000000000E+00 1.618254074E-04 4.468036713E-01 2.929562293E-04 3.647761343E-01 4.774697770E-05 2.574278307E-01 1.854869660E-04 7.147440754E-02 
0L26 45224 319.03 36.342 7.581633520E-05 5.621431521E+00 4.733207823E+04 2.887224994E-04 4.194610115E+00 1.153250376E+03 0.000000000E+00 2.477775115E-04 4.444782780E-01 2.930430719E-04 3.640191662E-01 4.741396234E-05 2.574046058E-01 1.842135986E-04 1.852830524E-01 
0L27 45842 320.05 36.226 1.217742768E-04 5.677521763E+00 5.991017535E+04 2.923658831E-04 4.040259436E+00 1.092052429E+03 0.000000000E+00 2.024363759E-04 4.435240639E-01 2.933095441E-04 3.639693684E-01 4.734871724E-05 2.557077568E-01 1.851661276E-04 1.838750254E-01 
0L28 46448 321.01 36.118 1.073341007E-04 5.626538866E+00 5.695838638E+04 3.130560243E-04 4.191273013E+00 1.069657427E+03 0.000000000E+00 2.167193746E-04 4.408308136E-01 2.934437273E-04 3.681006182E-01 4.761714150E-05 2.562686064E-01 1.857968083E-04 2.247631573E-01 
0L29 47130 322.01 36.006 1.198257172E-04 5.627491184E+00 5.988464846E+04 3.256037088E-04 4.162997049E+00 1.033918890E+03 0.000000000E+00 2.042856570E-04 4.389895645E-01 2.934409999E-04 3.672169348E-01 4.730398101E-05 2.575407682E-01 1.836682943E-04 1.791636790E-01 
0L30 47810 323.02 35.893 1.014150092E-04 5.598089519E+00 5.250014595E+04 3.392713668E-04 4.208168436E+00 9.968601822E+02 0.000000000E+00 2.229879845E-04 4.373321842E-01 2.934614549E-04 3.675428546E-01 4.717050107E-05 2.554017953E-01 1.847002389E-04 4.096367198E-01 
0L31 48584 324.03 35.781 1.483127764E-04 5.657337925E+00 6.458791694E+04 3.574184276E-04 4.220893889E+00 9.661638909E+02 0.000000000E+00 1.770150433E-04 4.358429943E-01 2.937458664E-04 3.678441990E-01 4.709401795E-05 2.554576422E-01 1.843524052E-04 2.520672119E-01 
0L32 49262 325.01 35.673 1.425340848E-04 5.620769623E+00 6.210619153E+04 3.685123069E-04 4.207513800E+00 9.308198529E+02 0.000000000E+00 1.825561653E-04 4.336545246E-01 2.937853961E-04 3.684362672E-01 4.693928383E-05 2.575696976E-01 1.822452161E-04 1.744269112E-01 
0L33 49942 326.01 35.564 1.529605282E-04 5.598145693E+00 6.496352384E+04 3.850963748E-04 4.245968331E+00 9.057454691E+02 0.000000000E+00 1.721850562E-04 4.322789677E-01 2.937567156E-04 3.679389430E-01 4.672267141E-05 2.535983641E-01 1.842388636E-04 4.544522048E-01 
0L34 50628 327.01 35.455 2.120790421E-04 5.786766734E+00 6.377035433E+04 3.646828701E-04 3.607922573E+00 8.158323774E+02 0.000000000E+00 1.147486545E-04 4.305229473E-01 2.936928789E-04 3.682767968E-01 4.656547938E-05 2.535054148E-01 1.836867160E-04 3.444613653E-01 
0L35 51314 328.03 35.345 2.105059400E-04 5.693137901E+00 7.106824657E+04 4.106175266E-04 4.039521278E+00 8.316284509E+02 0.000000000E+00 1.154484057E-04 4.299425301E-01 2.934431353E-04 3.677591521E-01 4.639784945E-05 2.492580824E-01 1.861431876E-04 3.327383609E-01 
0L36 52000 329.01 35.24 1.897652752E-04 5.687947552E+00 6.570077968E+04 4.369363890E-04 4.175508538E+00 8.179713991E+02 0.000000000E+00 1.368941629E-04 4.270985153E-01 2.935557250E-04 3.709346786E-01 4.650675670E-05 2.505096640E-01 1.856478532E-04 4.952176899E-01 
0L37 53196 330.02 35.132 2.078920020E-04 5.672097290E+00 6.904217661E+04 4.557172708E-04 4.213861421E+00 7.983122800E+02 0.000000000E+00 1.187896560E-04 4.253011181E-01 2.930435464E-04 3.689849891E-01 4.598724415E-05 2.479190454E-01 1.854913736E-04 5.408836010E-01 
0L38 53868 331.02 35.026 2.124423726E-04 5.767513718E+00 6.198714393E+04 4.607410612E-04 3.965108108E+00 7.500179111E+02 0.000000000E+00 1.153632033E-04 4.231941513E-01 2.932579026E-04 3.700055632E-01 4.591955122E-05 2.520409986E-01 1.821903270E-04 4.747048794E-01 
0L39 54554 332.01 34.921 1.932425474E-04 5.627075470E+00 6.672901670E+04 5.092926602E-04 4.428067206E+00 7.681034733E+02 0.000000000E+00 1.332979016E-04 4.221375015E-01 2.928766660E-04 3.689811493E-01 4.561869808E-05 2.459820749E-01 1.854493540E-04 5.367906485E-01 
0L40 55310 333.04 34.813 3.181523150E-04 5.843265649E+00 6.896162616E+04 4.502301338E-04 3.367348703E+00 6.606980248E+02 0.000000000E+00 1.000000000E-05 4.206871353E-01 2.929459021E-04 3.684747734E-01 4.541030502E-05 2.451761669E-01 1.852168554E-04 3.768264824E-01 
0L41 55990 334.01 34.712 2.429396305E-04 5.733345291E+00 7.059946916E+04 5.599727074E-04 4.362502705E+00 7.290576130E+02 0.000000000E+00 8.527918420E-05 4.194109688E-01 2.927130890E-04 3.675816099E-01 4.512692100E-05 2.441694683E-01 1.848213744E-04 6.232532867E-01 
0L42 56676 335 34.61 3.202289985E-04 5.899952941E+00 6.749774269E+04 5.287962664E-04 3.697959068E+00 6.533929358E+02 0.000000000E+00 1.000000000E-05 4.167018562E-01 2.926108886E-04 3.684036829E-01 4.492001382E-05 2.425447105E-01 1.852034131E-04 7.201502975E-01 
0L43 57880 336.02 34.505 3.154423008E-04 5.778396854E+00 7.260690426E+04 5.616120147E-04 3.957378845E+00 6.504569395E+02 0.000000000E+00 1.317387865E-05 4.147570122E-01 2.921246219E-04 3.680405612E-01 4.459206504E-05 2.444780272E-01 1.824055822E-04 7.843081088E-01 
0L44 58642 337.01 34.403 3.189198818E-04 5.857262352E+00 6.409830161E+04 5.491357407E-04 3.512594514E+00 6.023537392E+02 0.000000000E+00 1.000000000E-05 4.134616856E-01 2.917880650E-04 3.682305197E-01 4.442450278E-05 2.414165386E-01 1.840159505E-04 4.535338539E-01 
0L45 59412 338 34.302 3.206290224E-04 5.961263352E+00 5.836476781E+04 5.677691472E-04 3.365728497E+00 5.801086147E+02 0.000000000E+00 1.000000000E-05 4.112313805E-01 2.915390657E-04 3.675512813E-01 4.406572770E-05 2.388622935E-01 1.844778074E-04 9.297877325E-01 
0L46 60168 339.01 34.2 3.044725480E-04 5.938258478E+00 5.696944057E+04 6.039668300E-04 3.468188357E+00 5.772840215E+02 0.000000000E+00 2.610090642E-05 4.095122791E-01 2.911573409E-04 3.664629209E-01 4.369429252E-05 2.398793096E-01 1.821549908E-04 7.288066027E-01 
0L47 60932 340.02 34.099 3.212732250E-04 5.996332156E+00 5.281162773E+04 5.918319411E-04 3.168753899E+00 5.328897068E+02 0.000000000E+00 1.000000000E-05 4.079148506E-01 2.908964433E-04 3.673928983E-01 4.359520107E-05 2.373030860E-01 1.837078213E-04 1.018802769E+00 
