N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
6.813000E+12 20 5.623E+16 340 3.800E-4 1.456825E-1 6.936500E+0 3.323960E-1 7.162210E+1 2.647170E-1 1.310174E-1
1.000000E+13 20 5.623E+16 340 3.800E-4 1.290557E-1 5.970400E+0 3.249280E-1 7.118790E+1 2.579390E-1 1.157318E-1
1.468000E+13 20 5.623E+16 340 3.800E-4 1.134462E-1 5.085300E+0 3.170140E-1 7.069930E+1 2.507320E-1 1.014083E-1
2.154000E+13 20 5.623E+16 340 3.800E-4 9.902262E-2 4.288700E+0 3.086770E-1 7.015420E+1 2.431350E-1 8.819515E-2
3.162000E+13 20 5.623E+16 340 3.800E-4 8.588874E-2 3.583400E+0 2.999360E-1 6.955060E+1 2.351660E-1 7.618864E-2
4.642000E+13 20 5.623E+16 340 3.800E-4 7.408778E-2 2.968300E+0 2.907710E-1 6.889410E+1 2.268850E-1 6.541465E-2
6.813000E+13 20 5.623E+16 340 3.800E-4 6.361088E-2 2.439200E+0 2.812600E-1 6.816650E+1 2.182910E-1 5.586942E-2
1.000000E+14 20 5.623E+16 340 3.800E-4 5.440804E-2 1.989400E+0 2.714240E-1 6.735770E+1 2.094040E-1 4.750209E-2
1.000000E+10 120 5.623E+16 340 3.800E-4 3.484009E-1 2.004490E+1 3.867210E-1 7.438690E+1 3.145410E-1 3.186373E-1
1.468000E+10 120 5.623E+16 340 3.800E-4 3.455079E-1 1.984370E+1 3.861700E-1 7.436280E+1 3.140330E-1 3.159489E-1
2.154000E+10 120 5.623E+16 340 3.800E-4 3.415540E-1 1.956950E+1 3.854160E-1 7.432920E+1 3.133300E-1 3.122816E-1
3.162000E+10 120 5.623E+16 340 3.800E-4 3.362899E-1 1.920570E+1 3.844100E-1 7.428300E+1 3.124120E-1 3.073766E-1
4.642000E+10 120 5.623E+16 340 3.800E-4 3.295035E-1 1.873880E+1 3.831090E-1 7.422120E+1 3.112010E-1 3.010712E-1
6.813000E+10 120 5.623E+16 340 3.800E-4 3.210717E-1 1.816190E+1 3.814770E-1 7.414110E+1 3.096780E-1 2.932376E-1
1.000000E+11 120 5.623E+16 340 3.800E-4 3.109924E-1 1.747660E+1 3.794690E-1 7.404570E+1 3.078220E-1 2.838743E-1
1.468000E+11 120 5.623E+16 340 3.800E-4 2.993686E-1 1.669190E+1 3.770290E-1 7.394270E+1 3.056150E-1 2.730869E-1
2.154000E+11 120 5.623E+16 340 3.800E-4 2.863492E-1 1.581990E+1 3.742380E-1 7.381240E+1 3.030370E-1 2.610224E-1
3.162000E+11 120 5.623E+16 340 3.800E-4 2.720704E-1 1.487190E+1 3.710800E-1 7.365220E+1 3.001070E-1 2.477752E-1
4.642000E+11 120 5.623E+16 340 3.800E-4 2.566469E-1 1.385790E+1 3.674030E-1 7.348300E+1 2.967680E-1 2.334799E-1
6.813000E+11 120 5.623E+16 340 3.800E-4 2.402096E-1 1.278940E+1 3.632820E-1 7.328030E+1 2.929790E-1 2.182655E-1
1.000000E+12 120 5.623E+16 340 3.800E-4 2.229473E-1 1.168190E+1 3.586670E-1 7.304450E+1 2.887210E-1 2.023036E-1
1.468000E+12 120 5.623E+16 340 3.800E-4 2.051178E-1 1.055460E+1 3.534840E-1 7.278450E+1 2.839940E-1 1.858240E-1
2.154000E+12 120 5.623E+16 340 3.800E-4 1.870301E-1 9.429700E+0 3.477870E-1 7.248410E+1 2.787790E-1 1.691249E-1
3.162000E+12 120 5.623E+16 340 3.800E-4 1.690155E-1 8.329700E+0 3.415690E-1 7.214310E+1 2.730960E-1 1.525054E-1
4.642000E+12 120 5.623E+16 340 3.800E-4 1.514008E-1 7.275600E+0 3.347700E-1 7.177370E+1 2.669240E-1 1.362866E-1
6.813000E+12 120 5.623E+16 340 3.800E-4 1.344833E-1 6.285400E+0 3.275110E-1 7.135200E+1 2.603030E-1 1.207321E-1
1.000000E+13 120 5.623E+16 340 3.800E-4 1.185130E-1 5.372700E+0 3.198100E-1 7.087700E+1 2.532520E-1 1.060743E-1
1.468000E+13 120 5.623E+16 340 3.800E-4 1.036794E-1 4.546600E+0 3.115910E-1 7.036920E+1 2.458110E-1 9.248252E-2
2.154000E+13 120 5.623E+16 340 3.800E-4 9.010788E-2 3.811500E+0 3.029630E-1 6.980900E+1 2.379980E-1 8.007387E-2
3.162000E+13 120 5.623E+16 340 3.800E-4 7.786086E-2 3.167400E+0 2.939690E-1 6.919070E+1 2.298730E-1 6.889370E-2
4.642000E+13 120 5.623E+16 340 3.800E-4 6.694566E-2 2.610900E+0 2.846360E-1 6.850980E+1 2.214550E-1 5.894947E-2
6.813000E+13 120 5.623E+16 340 3.800E-4 5.732462E-2 2.136300E+0 2.749930E-1 6.776070E+1 2.127830E-1 5.019994E-2
1.000000E+14 120 5.623E+16 340 3.800E-4 4.892670E-2 1.736100E+0 2.650610E-1 6.693530E+1 2.038380E-1 4.258558E-2
1.000000E+10 220 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 220 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159422E-1
2.154000E+10 220 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 220 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 220 5.623E+16 340 3.800E-4 3.294898E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010561E-1
6.813000E+10 220 5.623E+16 340 3.800E-4 3.210550E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932192E-1
1.000000E+11 220 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 220 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730799E-1
2.154000E+11 220 5.623E+16 340 3.800E-4 2.863245E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609952E-1
3.162000E+11 220 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477456E-1
4.642000E+11 220 5.623E+16 340 3.800E-4 2.566180E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334635E-1
6.813000E+11 220 5.623E+16 340 3.800E-4 2.401790E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182318E-1
1.000000E+12 220 5.623E+16 340 3.800E-4 2.229154E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022685E-1
1.468000E+12 220 5.623E+16 340 3.800E-4 2.050852E-1 1.055260E+1 3.534740E-1 7.278390E+1 2.839940E-1 1.857881E-1
2.154000E+12 220 5.623E+16 340 3.800E-4 1.869973E-1 9.427700E+0 3.477770E-1 7.248360E+1 2.787790E-1 1.690888E-1
3.162000E+12 220 5.623E+16 340 3.800E-4 1.689832E-1 8.327800E+0 3.415580E-1 7.214240E+1 2.730760E-1 1.524805E-1
4.642000E+12 220 5.623E+16 340 3.800E-4 1.513694E-1 7.273800E+0 3.347580E-1 7.177300E+1 2.669040E-1 1.362619E-1
6.813000E+12 220 5.623E+16 340 3.800E-4 1.344535E-1 6.283700E+0 3.274980E-1 7.135130E+1 2.602830E-1 1.207081E-1
1.000000E+13 220 5.623E+16 340 3.800E-4 1.184850E-1 5.371100E+0 3.197950E-1 7.087630E+1 2.532320E-1 1.060515E-1
1.468000E+13 220 5.623E+16 340 3.800E-4 1.036537E-1 4.545200E+0 3.115760E-1 7.036830E+1 2.457910E-1 9.246126E-2
2.154000E+13 220 5.623E+16 340 3.800E-4 9.008450E-2 3.810300E+0 3.029480E-1 6.980800E+1 2.379980E-1 8.004784E-2
3.162000E+13 220 5.623E+16 340 3.800E-4 7.783990E-2 3.166300E+0 2.939530E-1 6.918960E+1 2.298730E-1 6.887033E-2
4.642000E+13 220 5.623E+16 340 3.800E-4 6.692708E-2 2.610000E+0 2.846200E-1 6.850870E+1 2.214550E-1 5.892873E-2
6.813000E+13 220 5.623E+16 340 3.800E-4 5.730832E-2 2.135600E+0 2.749760E-1 6.775950E+1 2.127640E-1 5.018633E-2
1.000000E+14 220 5.623E+16 340 3.800E-4 4.891253E-2 1.735500E+0 2.650440E-1 6.693410E+1 2.038380E-1 4.256973E-2
1.000000E+10 320 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 320 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159421E-1
2.154000E+10 320 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 320 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 320 5.623E+16 340 3.800E-4 3.294897E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010560E-1
6.813000E+10 320 5.623E+16 340 3.800E-4 3.210549E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932191E-1
1.000000E+11 320 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 320 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730798E-1
2.154000E+11 320 5.623E+16 340 3.800E-4 2.863244E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609951E-1
3.162000E+11 320 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477455E-1
4.642000E+11 320 5.623E+16 340 3.800E-4 2.566179E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334634E-1
6.813000E+11 320 5.623E+16 340 3.800E-4 2.401789E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182317E-1
1.000000E+12 320 5.623E+16 340 3.800E-4 2.229153E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022684E-1
1.468000E+12 320 5.623E+16 340 3.800E-4 2.050851E-1 1.055260E+1 3.534740E-1 7.278390E+1 2.839940E-1 1.857880E-1
2.154000E+12 320 5.623E+16 340 3.800E-4 1.869972E-1 9.427700E+0 3.477770E-1 7.248360E+1 2.787790E-1 1.690886E-1
3.162000E+12 320 5.623E+16 340 3.800E-4 1.689831E-1 8.327800E+0 3.415580E-1 7.214240E+1 2.730760E-1 1.524804E-1
4.642000E+12 320 5.623E+16 340 3.800E-4 1.513694E-1 7.273800E+0 3.347580E-1 7.177300E+1 2.669040E-1 1.362618E-1
6.813000E+12 320 5.623E+16 340 3.800E-4 1.344534E-1 6.283700E+0 3.274980E-1 7.135130E+1 2.602830E-1 1.207080E-1
1.000000E+13 320 5.623E+16 340 3.800E-4 1.184850E-1 5.371100E+0 3.197950E-1 7.087630E+1 2.532320E-1 1.060514E-1
1.468000E+13 320 5.623E+16 340 3.800E-4 1.036536E-1 4.545200E+0 3.115760E-1 7.036830E+1 2.457910E-1 9.246118E-2
2.154000E+13 320 5.623E+16 340 3.800E-4 9.008443E-2 3.810200E+0 3.029480E-1 6.980800E+1 2.379980E-1 8.004776E-2
3.162000E+13 320 5.623E+16 340 3.800E-4 7.783984E-2 3.166300E+0 2.939520E-1 6.918960E+1 2.298730E-1 6.887026E-2
4.642000E+13 320 5.623E+16 340 3.800E-4 6.692702E-2 2.610000E+0 2.846200E-1 6.850870E+1 2.214550E-1 5.892866E-2
6.813000E+13 320 5.623E+16 340 3.800E-4 5.730827E-2 2.135600E+0 2.749760E-1 6.775950E+1 2.127640E-1 5.018627E-2
1.000000E+14 320 5.623E+16 340 3.800E-4 4.891248E-2 1.735500E+0 2.650440E-1 6.693410E+1 2.038380E-1 4.256968E-2
1.000000E+10 420 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 420 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159421E-1
2.154000E+10 420 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 420 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 420 5.623E+16 340 3.800E-4 3.294897E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010560E-1
6.813000E+10 420 5.623E+16 340 3.800E-4 3.210549E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932191E-1
1.000000E+11 420 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 420 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730798E-1
2.154000E+11 420 5.623E+16 340 3.800E-4 2.863244E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609951E-1
3.162000E+11 420 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477455E-1
4.642000E+11 420 5.623E+16 340 3.800E-4 2.566179E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334634E-1
6.813000E+11 420 5.623E+16 340 3.800E-4 2.401789E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182317E-1
1.000000E+12 420 5.623E+16 340 3.800E-4 2.229153E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022684E-1
1.468000E+12 420 5.623E+16 340 3.800E-4 2.050851E-1 1.055260E+1 3.534740E-1 7.278390E+1 2.839940E-1 1.857880E-1
2.154000E+12 420 5.623E+16 340 3.800E-4 1.869972E-1 9.427700E+0 3.477770E-1 7.248360E+1 2.787790E-1 1.690886E-1
3.162000E+12 420 5.623E+16 340 3.800E-4 1.689831E-1 8.327800E+0 3.415580E-1 7.214240E+1 2.730760E-1 1.524804E-1
4.642000E+12 420 5.623E+16 340 3.800E-4 1.513694E-1 7.273800E+0 3.347580E-1 7.177300E+1 2.669040E-1 1.362618E-1
6.813000E+12 420 5.623E+16 340 3.800E-4 1.344534E-1 6.283700E+0 3.274980E-1 7.135130E+1 2.602830E-1 1.207080E-1
1.000000E+13 420 5.623E+16 340 3.800E-4 1.184850E-1 5.371100E+0 3.197950E-1 7.087630E+1 2.532320E-1 1.060514E-1
1.468000E+13 420 5.623E+16 340 3.800E-4 1.036536E-1 4.545200E+0 3.115760E-1 7.036830E+1 2.457910E-1 9.246118E-2
2.154000E+13 420 5.623E+16 340 3.800E-4 9.008443E-2 3.810200E+0 3.029480E-1 6.980800E+1 2.379980E-1 8.004776E-2
3.162000E+13 420 5.623E+16 340 3.800E-4 7.783984E-2 3.166300E+0 2.939520E-1 6.918960E+1 2.298730E-1 6.887026E-2
4.642000E+13 420 5.623E+16 340 3.800E-4 6.692702E-2 2.610000E+0 2.846200E-1 6.850870E+1 2.214550E-1 5.892866E-2
6.813000E+13 420 5.623E+16 340 3.800E-4 5.730827E-2 2.135600E+0 2.749760E-1 6.775950E+1 2.127640E-1 5.018627E-2
1.000000E+14 420 5.623E+16 340 3.800E-4 4.891248E-2 1.735500E+0 2.650440E-1 6.693410E+1 2.038380E-1 4.256968E-2
1.000000E+10 520 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 520 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159421E-1
2.154000E+10 520 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 520 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 520 5.623E+16 340 3.800E-4 3.294897E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010560E-1
6.813000E+10 520 5.623E+16 340 3.800E-4 3.210549E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932191E-1
1.000000E+11 520 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 520 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730798E-1
2.154000E+11 520 5.623E+16 340 3.800E-4 2.863244E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609951E-1
3.162000E+11 520 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477455E-1
4.642000E+11 520 5.623E+16 340 3.800E-4 2.566179E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334634E-1
6.813000E+11 520 5.623E+16 340 3.800E-4 2.401789E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182317E-1
1.000000E+12 520 5.623E+16 340 3.800E-4 2.229153E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022684E-1
1.468000E+12 520 5.623E+16 340 3.800E-4 2.050851E-1 1.055260E+1 3.534740E-1 7.278390E+1 2.839940E-1 1.857880E-1
2.154000E+12 520 5.623E+16 340 3.800E-4 1.869972E-1 9.427700E+0 3.477770E-1 7.248360E+1 2.787790E-1 1.690886E-1
3.162000E+12 520 5.623E+16 340 3.800E-4 1.689831E-1 8.327800E+0 3.415580E-1 7.214240E+1 2.730760E-1 1.524804E-1
4.642000E+12 520 5.623E+16 340 3.800E-4 1.513694E-1 7.273800E+0 3.347580E-1 7.177300E+1 2.669040E-1 1.362618E-1
6.813000E+12 520 5.623E+16 340 3.800E-4 1.344534E-1 6.283700E+0 3.274980E-1 7.135130E+1 2.602830E-1 1.207080E-1
1.000000E+13 520 5.623E+16 340 3.800E-4 1.184850E-1 5.371100E+0 3.197950E-1 7.087630E+1 2.532320E-1 1.060514E-1
1.468000E+13 520 5.623E+16 340 3.800E-4 1.036536E-1 4.545200E+0 3.115760E-1 7.036830E+1 2.457910E-1 9.246118E-2
2.154000E+13 520 5.623E+16 340 3.800E-4 9.008443E-2 3.810200E+0 3.029480E-1 6.980800E+1 2.379980E-1 8.004776E-2
3.162000E+13 520 5.623E+16 340 3.800E-4 7.783984E-2 3.166300E+0 2.939520E-1 6.918960E+1 2.298730E-1 6.887026E-2
4.642000E+13 520 5.623E+16 340 3.800E-4 6.692702E-2 2.610000E+0 2.846200E-1 6.850870E+1 2.214550E-1 5.892866E-2
6.813000E+13 520 5.623E+16 340 3.800E-4 5.730827E-2 2.135600E+0 2.749760E-1 6.775950E+1 2.127640E-1 5.018627E-2
1.000000E+14 520 5.623E+16 340 3.800E-4 4.891248E-2 1.735500E+0 2.650440E-1 6.693410E+1 2.038380E-1 4.256968E-2
1.000000E+10 620 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 620 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159421E-1
2.154000E+10 620 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 620 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 620 5.623E+16 340 3.800E-4 3.294897E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010560E-1
6.813000E+10 620 5.623E+16 340 3.800E-4 3.210549E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932191E-1
1.000000E+11 620 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 620 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730798E-1
2.154000E+11 620 5.623E+16 340 3.800E-4 2.863244E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609951E-1
3.162000E+11 620 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477455E-1
4.642000E+11 620 5.623E+16 340 3.800E-4 2.566179E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334634E-1
6.813000E+11 620 5.623E+16 340 3.800E-4 2.401789E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182317E-1
1.000000E+12 620 5.623E+16 340 3.800E-4 2.229153E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022684E-1
1.468000E+12 620 5.623E+16 340 3.800E-4 2.050851E-1 1.055260E+1 3.534740E-1 7.278390E+1 2.839940E-1 1.857880E-1
2.154000E+12 620 5.623E+16 340 3.800E-4 1.869972E-1 9.427700E+0 3.477770E-1 7.248360E+1 2.787790E-1 1.690886E-1
3.162000E+12 620 5.623E+16 340 3.800E-4 1.689831E-1 8.327800E+0 3.415580E-1 7.214240E+1 2.730760E-1 1.524804E-1
4.642000E+12 620 5.623E+16 340 3.800E-4 1.513694E-1 7.273800E+0 3.347580E-1 7.177300E+1 2.669040E-1 1.362618E-1
6.813000E+12 620 5.623E+16 340 3.800E-4 1.344534E-1 6.283700E+0 3.274980E-1 7.135130E+1 2.602830E-1 1.207080E-1
1.000000E+13 620 5.623E+16 340 3.800E-4 1.184850E-1 5.371100E+0 3.197950E-1 7.087630E+1 2.532320E-1 1.060514E-1
1.468000E+13 620 5.623E+16 340 3.800E-4 1.036536E-1 4.545200E+0 3.115760E-1 7.036830E+1 2.457910E-1 9.246118E-2
2.154000E+13 620 5.623E+16 340 3.800E-4 9.008443E-2 3.810200E+0 3.029480E-1 6.980800E+1 2.379980E-1 8.004776E-2
3.162000E+13 620 5.623E+16 340 3.800E-4 7.783984E-2 3.166300E+0 2.939520E-1 6.918960E+1 2.298730E-1 6.887026E-2
4.642000E+13 620 5.623E+16 340 3.800E-4 6.692702E-2 2.610000E+0 2.846200E-1 6.850870E+1 2.214550E-1 5.892866E-2
6.813000E+13 620 5.623E+16 340 3.800E-4 5.730827E-2 2.135600E+0 2.749760E-1 6.775950E+1 2.127640E-1 5.018627E-2
1.000000E+14 620 5.623E+16 340 3.800E-4 4.891248E-2 1.735500E+0 2.650440E-1 6.693410E+1 2.038380E-1 4.256968E-2
1.000000E+10 720 5.623E+16 340 3.800E-4 3.483965E-1 2.004460E+1 3.867210E-1 7.438680E+1 3.145410E-1 3.186324E-1
1.468000E+10 720 5.623E+16 340 3.800E-4 3.455018E-1 1.984330E+1 3.861690E-1 7.436280E+1 3.140330E-1 3.159421E-1
2.154000E+10 720 5.623E+16 340 3.800E-4 3.415458E-1 1.956890E+1 3.854140E-1 7.432910E+1 3.133300E-1 3.122725E-1
3.162000E+10 720 5.623E+16 340 3.800E-4 3.362791E-1 1.920490E+1 3.844080E-1 7.428290E+1 3.124120E-1 3.073647E-1
4.642000E+10 720 5.623E+16 340 3.800E-4 3.294897E-1 1.873780E+1 3.831060E-1 7.422110E+1 3.112010E-1 3.010560E-1
6.813000E+10 720 5.623E+16 340 3.800E-4 3.210549E-1 1.816070E+1 3.814740E-1 7.414090E+1 3.096780E-1 2.932191E-1
1.000000E+11 720 5.623E+16 340 3.800E-4 3.109727E-1 1.747530E+1 3.794650E-1 7.404560E+1 3.078030E-1 2.838707E-1
1.468000E+11 720 5.623E+16 340 3.800E-4 2.993463E-1 1.669040E+1 3.770240E-1 7.394250E+1 3.055960E-1 2.730798E-1
2.154000E+11 720 5.623E+16 340 3.800E-4 2.863244E-1 1.581830E+1 3.742330E-1 7.381210E+1 3.030370E-1 2.609951E-1
3.162000E+11 720 5.623E+16 340 3.800E-4 2.720435E-1 1.487010E+1 3.710740E-1 7.365190E+1 3.001070E-1 2.477455E-1
4.642000E+11 720 5.623E+16 340 3.800E-4 2.566179E-1 1.385600E+1 3.673960E-1 7.348270E+1 2.967480E-1 2.334634E-1
6.813000E+11 720 5.623E+16 340 3.800E-4 2.401789E-1 1.278750E+1 3.632740E-1 7.327990E+1 2.929790E-1 2.182317E-1
1.000000E+12 720 5.623E+16 340 3.800E-4 2.229153E-1 1.167980E+1 3.586580E-1 7.304410E+1 2.887210E-1 2.022684E-1
