r0 A5A5 A5A10 A3A6 A5A15 A10A10 A5A20 A3A13
2.000E-8 1.248E-2 2.815E-2 1.011E-2 5.023E-2 5.023E-2 7.883E-2 3.205E-2
2.050E-8 1.269E-2 2.863E-2 1.027E-2 5.108E-2 5.108E-2 8.018E-2 3.259E-2
2.100E-8 1.289E-2 2.908E-2 1.044E-2 5.190E-2 5.190E-2 8.149E-2 3.311E-2
2.150E-8 1.308E-2 2.952E-2 1.059E-2 5.270E-2 5.270E-2 8.276E-2 3.362E-2
2.200E-8 1.327E-2 2.995E-2 1.075E-2 5.346E-2 5.346E-2 8.398E-2 3.410E-2
2.250E-8 1.345E-2 3.036E-2 1.089E-2 5.421E-2 5.421E-2 8.517E-2 3.457E-2
2.300E-8 1.363E-2 3.076E-2 1.103E-2 5.493E-2 5.493E-2 8.631E-2 3.503E-2
2.350E-8 1.380E-2 3.115E-2 1.117E-2 5.563E-2 5.563E-2 8.742E-2 3.547E-2
2.400E-8 1.396E-2 3.152E-2 1.130E-2 5.630E-2 5.630E-2 8.850E-2 3.589E-2
2.450E-8 1.412E-2 3.188E-2 1.143E-2 5.696E-2 5.696E-2 8.954E-2 3.631E-2
2.500E-8 1.428E-2 3.224E-2 1.156E-2 5.759E-2 5.759E-2 9.056E-2 3.671E-2
2.550E-8 1.443E-2 3.258E-2 1.168E-2 5.821E-2 5.821E-2 9.154E-2 3.710E-2
2.600E-8 1.457E-2 3.291E-2 1.180E-2 5.880E-2 5.880E-2 9.249E-2 3.748E-2
2.650E-8 1.471E-2 3.323E-2 1.191E-2 5.938E-2 5.938E-2 9.342E-2 3.784E-2
2.700E-8 1.485E-2 3.354E-2 1.202E-2 5.995E-2 5.995E-2 9.432E-2 3.820E-2
2.750E-8 1.498E-2 3.384E-2 1.213E-2 6.050E-2 6.050E-2 9.519E-2 3.854E-2
2.800E-8 1.511E-2 3.414E-2 1.223E-2 6.103E-2 6.103E-2 9.604E-2 3.888E-2
2.850E-8 1.524E-2 3.443E-2 1.234E-2 6.155E-2 6.155E-2 9.686E-2 3.921E-2
2.900E-8 1.536E-2 3.470E-2 1.243E-2 6.205E-2 6.205E-2 9.767E-2 3.953E-2
2.950E-8 1.548E-2 3.498E-2 1.253E-2 6.254E-2 6.254E-2 9.845E-2 3.984E-2
3.000E-8 1.560E-2 3.524E-2 1.262E-2 6.302E-2 6.302E-2 9.921E-2 4.014E-2
3.050E-8 1.571E-2 3.550E-2 1.272E-2 6.348E-2 6.348E-2 9.995E-2 4.043E-2
3.100E-8 1.582E-2 3.575E-2 1.281E-2 6.394E-2 6.394E-2 1.007E-1 4.072E-2
3.150E-8 1.593E-2 3.599E-2 1.289E-2 6.438E-2 6.438E-2 1.014E-1 4.099E-2
3.200E-8 1.603E-2 3.623E-2 1.298E-2 6.481E-2 6.481E-2 1.021E-1 4.127E-2
3.250E-8 1.613E-2 3.646E-2 1.306E-2 6.523E-2 6.523E-2 1.027E-1 4.153E-2
3.300E-8 1.623E-2 3.669E-2 1.314E-2 6.564E-2 6.564E-2 1.034E-1 4.179E-2
3.350E-8 1.633E-2 3.691E-2 1.322E-2 6.604E-2 6.604E-2 1.040E-1 4.204E-2
3.400E-8 1.642E-2 3.712E-2 1.329E-2 6.643E-2 6.643E-2 1.047E-1 4.229E-2
3.450E-8 1.652E-2 3.733E-2 1.337E-2 6.681E-2 6.681E-2 1.053E-1 4.253E-2
3.500E-8 1.661E-2 3.754E-2 1.344E-2 6.718E-2 6.718E-2 1.059E-1 4.276E-2
3.550E-8 1.669E-2 3.774E-2 1.351E-2 6.754E-2 6.754E-2 1.064E-1 4.299E-2
3.600E-8 1.678E-2 3.794E-2 1.358E-2 6.789E-2 6.789E-2 1.070E-1 4.321E-2
3.650E-8 1.686E-2 3.813E-2 1.365E-2 6.824E-2 6.824E-2 1.075E-1 4.343E-2
3.700E-8 1.695E-2 3.832E-2 1.372E-2 6.858E-2 6.858E-2 1.081E-1 4.365E-2
3.750E-8 1.703E-2 3.850E-2 1.378E-2 6.891E-2 6.891E-2 1.086E-1 4.386E-2
3.800E-8 1.711E-2 3.868E-2 1.385E-2 6.923E-2 6.923E-2 1.091E-1 4.406E-2
3.850E-8 1.718E-2 3.885E-2 1.391E-2 6.955E-2 6.955E-2 1.096E-1 4.426E-2
3.900E-8 1.726E-2 3.902E-2 1.397E-2 6.986E-2 6.986E-2 1.101E-1 4.446E-2
3.950E-8 1.733E-2 3.919E-2 1.403E-2 7.016E-2 7.016E-2 1.106E-1 4.465E-2
4.000E-8 1.740E-2 3.936E-2 1.409E-2 7.046E-2 7.046E-2 1.111E-1 4.483E-2
4.050E-8 1.747E-2 3.952E-2 1.414E-2 7.075E-2 7.075E-2 1.116E-1 4.502E-2
4.100E-8 1.754E-2 3.967E-2 1.420E-2 7.104E-2 7.104E-2 1.120E-1 4.520E-2
4.150E-8 1.761E-2 3.983E-2 1.425E-2 7.132E-2 7.132E-2 1.125E-1 4.537E-2
4.200E-8 1.768E-2 3.998E-2 1.431E-2 7.159E-2 7.159E-2 1.129E-1 4.555E-2
4.250E-8 1.774E-2 4.013E-2 1.436E-2 7.186E-2 7.186E-2 1.133E-1 4.571E-2
4.300E-8 1.781E-2 4.027E-2 1.441E-2 7.212E-2 7.212E-2 1.137E-1 4.588E-2
4.350E-8 1.787E-2 4.041E-2 1.446E-2 7.238E-2 7.238E-2 1.142E-1 4.604E-2
4.400E-8 1.793E-2 4.055E-2 1.451E-2 7.263E-2 7.263E-2 1.146E-1 4.620E-2
4.450E-8 1.799E-2 4.069E-2 1.456E-2 7.288E-2 7.288E-2 1.150E-1 4.636E-2
4.500E-8 1.805E-2 4.083E-2 1.461E-2 7.312E-2 7.312E-2 1.153E-1 4.651E-2
4.550E-8 1.811E-2 4.096E-2 1.465E-2 7.336E-2 7.336E-2 1.157E-1 4.666E-2
4.600E-8 1.816E-2 4.109E-2 1.470E-2 7.359E-2 7.359E-2 1.161E-1 4.681E-2
4.650E-8 1.822E-2 4.121E-2 1.474E-2 7.382E-2 7.382E-2 1.165E-1 4.695E-2
4.700E-8 1.827E-2 4.134E-2 1.479E-2 7.405E-2 7.405E-2 1.168E-1 4.710E-2
4.750E-8 1.833E-2 4.146E-2 1.483E-2 7.427E-2 7.427E-2 1.172E-1 4.724E-2
4.800E-8 1.838E-2 4.158E-2 1.487E-2 7.448E-2 7.448E-2 1.175E-1 4.737E-2
4.850E-8 1.843E-2 4.170E-2 1.492E-2 7.470E-2 7.470E-2 1.179E-1 4.751E-2
4.900E-8 1.848E-2 4.181E-2 1.496E-2 7.491E-2 7.491E-2 1.182E-1 4.764E-2
4.950E-8 1.853E-2 4.193E-2 1.500E-2 7.511E-2 7.511E-2 1.185E-1 4.777E-2
5.000E-8 1.858E-2 4.204E-2 1.504E-2 7.532E-2 7.532E-2 1.189E-1 4.790E-2
