r0 A5A5 A5A10 A3A6 A5A15 A10A10 A5A20 A3A13
4.050E-8 1.605E-15 -4.098E-4 -1.476E-4 -1.638E-3 1.605E-15 -3.679E-3 -1.638E-3
4.100E-8 1.440E-15 -4.056E-4 -1.460E-4 -1.621E-3 1.440E-15 -3.640E-3 -1.621E-3
4.150E-8 1.047E-15 -4.014E-4 -1.445E-4 -1.604E-3 1.047E-15 -3.603E-3 -1.604E-3
4.200E-8 6.838E-16 -3.973E-4 -1.430E-4 -1.588E-3 6.838E-16 -3.566E-3 -1.588E-3
4.250E-8 -9.770E-16 -3.933E-4 -1.416E-4 -1.572E-3 -9.770E-16 -3.530E-3 -1.572E-3
4.300E-8 -1.564E-15 -3.893E-4 -1.402E-4 -1.556E-3 -1.564E-15 -3.495E-3 -1.556E-3
4.350E-8 7.663E-16 -3.855E-4 -1.388E-4 -1.540E-3 7.663E-16 -3.461E-3 -1.540E-3
4.400E-8 7.304E-16 -3.817E-4 -1.374E-4 -1.525E-3 7.304E-16 -3.427E-3 -1.525E-3
4.450E-8 1.003E-15 -3.780E-4 -1.361E-4 -1.511E-3 1.003E-15 -3.393E-3 -1.511E-3
4.500E-8 7.648E-16 -3.743E-4 -1.348E-4 -1.496E-3 7.648E-16 -3.361E-3 -1.496E-3
4.550E-8 -1.094E-15 -3.708E-4 -1.335E-4 -1.482E-3 -1.094E-15 -3.329E-3 -1.482E-3
4.600E-8 -8.766E-16 -3.673E-4 -1.322E-4 -1.468E-3 -8.766E-16 -3.298E-3 -1.468E-3
4.650E-8 -1.434E-16 -3.638E-4 -1.310E-4 -1.454E-3 -1.434E-16 -3.267E-3 -1.454E-3
4.700E-8 4.925E-16 -3.604E-4 -1.298E-4 -1.441E-3 4.925E-16 -3.237E-3 -1.441E-3
4.750E-8 7.521E-16 -3.571E-4 -1.286E-4 -1.427E-3 7.521E-16 -3.207E-3 -1.427E-3
4.800E-8 1.292E-15 -3.539E-4 -1.274E-4 -1.414E-3 1.292E-15 -3.178E-3 -1.414E-3
4.850E-8 -1.727E-15 -3.507E-4 -1.263E-4 -1.402E-3 -1.727E-15 -3.149E-3 -1.402E-3
4.900E-8 9.897E-16 -3.475E-4 -1.251E-4 -1.389E-3 9.897E-16 -3.121E-3 -1.389E-3
4.950E-8 -1.620E-16 -3.445E-4 -1.240E-4 -1.377E-3 -1.620E-16 -3.093E-3 -1.377E-3
5.000E-8 -5.572E-16 -3.414E-4 -1.229E-4 -1.365E-3 -5.572E-16 -3.066E-3 -1.365E-3
