fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L32 48668 325.01 35.673 5.434567333E-11 2.100043251E+00 5.398692941E+04 4.392410526E-04 8.919225423E+00 1.277560579E+03 0.000000000E+00 5.339198900E-05 3.942540726E-01 5.122442310E-05 5.318329391E-01 1.074059884E-05 2.761445255E-01 3.889499621E-05 6.269140842E+00 
0L33 49278 326.02 35.563 6.193497726E-11 2.102874972E+00 5.393420332E+04 4.572697981E-04 9.013699553E+00 1.235893229E+03 0.000000000E+00 5.334037800E-05 3.916190262E-01 5.111164531E-05 5.332798964E-01 1.067428653E-05 2.755080919E-01 3.874599380E-05 8.289645021E+00 
0L34 49886 327.03 35.453 7.410265184E-11 2.053112291E+00 4.886041510E+04 4.340876838E-04 8.966833282E+00 1.136265878E+03 0.000000000E+00 5.328876700E-05 3.895738731E-01 5.103663769E-05 5.308093087E-01 1.055383764E-05 2.740888124E-01 3.850310315E-05 9.012620815E+00 
0L35 50684 328.05 35.343 4.839620602E-11 2.053517810E+00 5.202293704E+04 5.022048432E-04 9.857097178E+00 1.174113267E+03 0.000000000E+00 5.323664500E-05 3.877749825E-01 5.078733103E-05 5.330710309E-01 1.049833095E-05 2.713240387E-01 3.869306180E-05 8.041286373E+00 
0L36 51288 329.05 35.235 7.350561639E-11 2.181768197E+00 6.115261622E+04 5.717638920E-04 9.473147758E+00 1.230581696E+03 0.000000000E+00 5.318554500E-05 3.866369431E-01 5.078543176E-05 5.321681714E-01 1.044940095E-05 2.704111151E-01 3.864189978E-05 8.475923387E+00 
0L37 52414 330.02 35.132 4.815876017E-11 2.111522853E+00 5.751639750E+04 6.056644524E-04 1.065375818E+01 1.176643568E+03 0.000000000E+00 5.313597800E-05 3.845619942E-01 5.062182129E-05 5.328130601E-01 1.037239361E-05 2.692337255E-01 3.852575549E-05 6.963545517E+00 
0L38 53024 331.01 35.027 4.344815385E-11 2.176256773E+00 6.507069079E+04 6.897792182E-04 1.106715557E+01 1.224393543E+03 0.000000000E+00 5.308538900E-05 3.821957199E-01 5.050301310E-05 5.348973959E-01 1.032460850E-05 2.678876434E-01 3.854005020E-05 1.048403567E+01 
0L39 53694 332.06 34.916 4.029897711E-11 2.115193570E+00 6.242068688E+04 6.999150234E-04 1.161397857E+01 1.155964939E+03 0.000000000E+00 5.303173400E-05 3.811617416E-01 5.046875529E-05 5.330555629E-01 1.025426122E-05 2.661846325E-01 3.852325517E-05 8.352552291E+00 
0L40 54458 333.04 34.813 5.604889424E-11 2.131392409E+00 6.093136331E+04 7.167726865E-04 1.161650068E+01 1.107331277E+03 0.000000000E+00 5.298165600E-05 3.785294708E-01 5.037537335E-05 5.308253970E-01 1.012207775E-05 2.654937628E-01 3.812439104E-05 9.056345029E+00 
0L41 55048 334.03 34.71 3.268744678E-11 2.161132523E+00 6.847255943E+04 8.069964418E-04 1.201472706E+01 1.174351384E+03 0.000000000E+00 5.293106700E-05 3.769020660E-01 5.016113616E-05 5.330118528E-01 1.007703460E-05 2.631391876E-01 3.829603495E-05 7.677141454E+00 
0L42 55654 335.04 34.605 2.536869183E-11 2.140113741E+00 6.765965963E+04 8.663912955E-04 1.293306468E+01 1.142152496E+03 0.000000000E+00 5.287945600E-05 3.754851044E-01 4.999849755E-05 5.330217855E-01 1.000678634E-05 2.612990206E-01 3.829628688E-05 1.082422919E+01 
0L43 56250 336 34.507 1.913298985E-11 2.185951583E+00 7.464296409E+04 9.664545745E-04 1.351096759E+01 1.173240235E+03 0.000000000E+00 5.283040000E-05 3.739675125E-01 4.985109758E-05 5.336250961E-01 9.948207754E-06 2.603779730E-01 3.820632383E-05 9.877087608E+00 
0L44 57460 338 34.302 2.493365381E-11 2.170806619E+00 7.836175051E+04 1.039408527E-03 1.406432279E+01 1.101411831E+03 0.000000000E+00 5.272820000E-05 3.673995575E-01 4.992075970E-05 5.327164381E-01 9.770480287E-06 2.551144968E-01 3.829813687E-05 1.096712156E+01 
0L45 58238 339.05 34.196 8.646421867E-12 2.160989747E+00 8.290619443E+04 1.188496357E-03 1.589545594E+01 1.127916475E+03 0.000000000E+00 5.267454500E-05 3.662811913E-01 4.974149686E-05 5.330619037E-01 9.712054574E-06 2.556107527E-01 3.799544165E-05 8.630880932E+00 
0L46 59028 340.03 34.098 2.590724022E-11 2.066269038E+00 6.300500159E+04 1.101149502E-03 1.682071435E+01 9.629905446E+02 0.000000000E+00 5.262446700E-05 3.654313156E-01 4.949787550E-05 5.310992696E-01 9.606562764E-06 2.526993870E-01 3.801658090E-05 7.725024667E+00 
