fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
0L11 36270 319.95 36.238 1.000000000E+00 5.599588473E-01 1.000000009E-17 3.967651008E+03 1.210638503E+00 4.323932864E-09 1.357477814E-03 4.208151014E-01 1.356477814E-03 -9.722746701E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.037913162E-01 
0L12 36288 319.97 36.235 1.000000000E+00 6.533011376E-01 1.714143173E-10 1.598425125E+17 3.942309821E+00 9.975701168E-06 1.371347222E-03 4.208983014E-01 1.355799842E-03 -9.725685711E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.469017589E-01 
0L13 36470 319.97 36.235 1.000000000E+00 5.023592896E-01 1.000000019E-17 6.885908262E+03 1.238574350E+00 5.894551989E-09 1.356958138E-03 4.210984798E-01 1.355958138E-03 -9.719927546E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.735642346E-02 
0L14 36486 319.98 36.234 1.000000000E+00 5.463386796E-01 1.000000023E-17 6.396792643E+03 1.224220663E+00 5.069963086E-09 1.356703796E-03 4.211969431E-01 1.354167926E-03 -9.730502072E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.736973802E-02 
0L15 36674 319.99 36.233 1.000000000E+00 5.554347430E-01 1.000000134E-17 5.916219770E+03 1.214422000E+00 4.545725837E-09 1.358548148E-03 4.212269717E-01 1.357014835E-03 -9.709396033E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.193131090E-02 
0L16 36894 319.98 36.234 1.000000000E+00 5.531905246E-01 1.000000085E-17 6.088828325E+03 1.224372642E+00 5.080753327E-09 1.358010540E-03 4.210288908E-01 1.355970369E-03 -9.721446397E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.252818078E-02 
0L17 37066 319.99 36.233 1.000000000E+00 5.306143904E-01 1.000000014E-17 6.742986986E+03 1.234477670E+00 5.672554025E-09 1.357527611E-03 4.211448831E-01 1.356527611E-03 -9.714776576E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.424598946E-02 
0L18 37266 319.99 36.233 1.000000000E+00 6.059077423E-01 1.000000047E-17 5.541368857E+03 1.196933863E+00 3.687712048E-09 1.359630674E-03 4.219690256E-01 1.355906329E-03 -9.700245420E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.417438576E-02 
0L19 37472 319.98 36.234 1.000000000E+00 5.488719718E-01 1.000000043E-17 6.229533117E+03 1.226690690E+00 5.154064098E-09 1.359257109E-03 4.214143852E-01 1.358257109E-03 -9.696201674E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.859018373E-02 
0L20 37670 320 36.232 1.000000000E+00 5.972908943E-01 1.000000566E-17 5.085889038E+03 1.205956957E+00 4.106203241E-09 1.362174678E-03 4.214350349E-01 1.356074940E-03 -9.711328743E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.495772169E-02 
0L21 37872 319.99 36.233 1.000000000E+00 4.839170405E-01 1.000000084E-17 7.676493584E+03 1.253943731E+00 6.842304672E-09 1.357904644E-03 4.217167364E-01 1.356904644E-03 -9.698907500E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.701962231E-02 
0L22 38068 320.02 36.23 1.000000000E+00 6.481327310E-01 1.226767609E-10 1.452375026E+04 1.772267909E+00 1.709893185E-07 1.357474335E-03 4.215416667E-01 1.356474335E-03 -9.706013562E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.222076449E-01 
0L23 38086 320 36.232 1.000000000E+00 6.977277498E-01 1.447248971E-10 1.178262287E+04 1.984601711E+00 3.785070044E-07 1.357820123E-03 4.216574489E-01 1.356629189E-03 -9.702240799E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.994924136E-01 
0L24 38270 320.02 36.23 1.000000000E+00 5.303118159E-01 1.000000126E-17 6.330897134E+03 1.227949883E+00 5.145786748E-09 1.358009843E-03 4.220613445E-01 1.357009843E-03 -9.690237183E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.123636016E-02 
0L25 38470 320.02 36.23 1.000000000E+00 5.369502987E-01 1.000000002E-17 6.871711351E+03 1.236765181E+00 5.713214453E-09 1.357127664E-03 4.218029827E-01 1.356127664E-03 -9.702480115E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.649537602E-02 
0L26 38670 320.02 36.23 1.000000000E+00 5.711058737E-01 1.000000074E-17 5.316188875E+03 1.220632461E+00 4.667179043E-09 1.362132084E-03 4.223348567E-01 1.358077396E-03 -9.676349267E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.278630801E-02 
0L27 38868 320.02 36.23 1.000000000E+00 5.101144878E-01 1.000000047E-17 7.861481412E+03 1.258112694E+00 6.906711314E-09 1.359417260E-03 4.231981838E-01 1.358417260E-03 -9.654193448E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.108274555E-01 
0L28 39072 320 36.232 1.000000000E+00 7.115660044E-01 1.090070992E-10 6.715390379E+03 1.473993784E+00 2.387657240E-08 1.359594176E-03 4.238944737E-01 1.357764990E-03 -9.642965703E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.317329143E-02 
0L29 39090 320 36.232 1.000000000E+00 5.500364994E-01 1.000000093E-17 6.416920834E+03 1.238366177E+00 5.435457972E-09 1.357692225E-03 4.237952463E-01 1.355231100E-03 -9.663257286E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.061087098E-02 
0L30 39784 318.44 36.409 1.000000000E+00 4.753169529E-01 1.000000010E-17 8.271936378E+03 1.295421100E+00 7.808751245E-09 9.976471915E-04 4.191635963E-01 9.966471915E-04 6.798239887E-01 2.840020602E-04 3.349497276E-01 8.478864525E-04 1.402864341E-01 
0L31 40020 320.05 36.226 1.000000000E+00 5.941373348E-01 1.000000016E-17 2.180000782E+03 1.214098748E+00 4.017448741E-09 1.001762093E-03 4.127159821E-01 9.783652895E-04 -1.374487074E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.130801266E-01 
0L32 40036 320.1 36.221 1.000000000E+00 5.238846825E-01 1.000000087E-17 6.687263083E+03 1.261763908E+00 6.998626150E-09 9.781699866E-04 4.124003616E-01 9.771304863E-04 -1.377277277E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.250447766E-02 
0L33 40228 320.12 36.218 1.000000000E+00 7.511195641E-01 1.577761782E-10 2.054292986E+03 2.545910517E+00 6.810279002E-07 1.016629876E-03 4.177885780E-01 1.015629876E-03 -1.307979547E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.784781900E-01 
0L34 40250 320.09 36.222 1.000000000E+00 6.536238850E-01 1.000000043E-17 2.047313962E+03 1.174082389E+00 2.490328426E-09 1.009335958E-03 4.116239662E-01 1.008335958E-03 -1.337171388E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.638429038E-01 
0L35 40430 319.96 36.236 1.000000000E+00 6.400165572E-01 1.000000005E-17 1.717218685E+03 1.181016230E+00 2.640020529E-09 9.687607415E-04 4.125318932E-01 9.677607415E-04 -1.390168530E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.353678303E+00 
0L36 40446 319.96 36.236 1.000000000E+00 7.333948655E-01 1.000000119E-17 3.270074027E+03 1.132089106E+00 1.434508682E-09 9.841025814E-04 4.108784854E-01 9.698294957E-04 -1.392785362E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 5.269530815E-01 
0L37 40626 319.96 36.236 1.000000000E+00 5.864247268E-01 1.000000114E-17 2.212346881E+03 1.210655001E+00 3.816781471E-09 9.855511091E-04 4.126801743E-01 9.697610805E-04 6.583282601E-01 2.634637410E-04 3.288070686E-01 7.971797982E-04 9.930998539E-01 
0L38 40646 319.97 36.235 1.000000000E+00 5.341453082E-01 1.000000065E-17 2.978474315E+19 1.239411790E+00 5.290714282E-09 8.271954074E-04 4.128262291E-01 7.258278335E-04 9.519870887E-01 2.852541419E-04 3.311948868E-01 8.583721137E-04 5.864661623E-01 
0L39 40820 320 36.232 1.000000000E+00 6.203857511E-01 1.000000046E-17 2.262761301E+03 1.195362852E+00 3.211121245E-09 9.979102484E-04 4.114273224E-01 9.700274756E-04 -1.390643526E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.086468131E-01 
0L40 40844 319.99 36.233 1.000000000E+00 8.997031639E-15 1.000000059E-17 2.183656577E+03 1.370528056E+00 1.627763545E-08 9.955013782E-04 4.174510643E-01 9.945013782E-04 -1.336847971E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.349444594E-01 
0L41 41022 320 36.232 1.000000000E+00 5.931576360E-01 1.000000013E-17 2.069057775E+19 1.214435960E+00 4.038090891E-09 8.202572536E-04 4.126103416E-01 6.887413945E-04 9.283374293E-01 2.638166222E-04 3.290042965E-01 7.979149378E-04 1.696678275E+00 
0L42 41040 320 36.232 1.000000000E+00 7.268408256E-01 1.000000051E-17 2.435133355E+03 1.127601020E+00 1.354279631E-09 9.700096069E-04 4.117764294E-01 9.690096069E-04 -1.390924052E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.796921429E+01 
0L43 41222 319.99 36.233 1.000000000E+00 5.222347773E-01 1.000000054E-17 7.155970566E+03 1.256725414E+00 6.584604082E-09 9.703461405E-04 4.126497528E-01 9.693461405E-04 -1.387498456E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.407552809E-02 
0L44 41424 319.99 36.233 1.000000000E+00 5.467302494E-01 1.000000128E-17 6.754873759E+03 1.249445546E+00 6.119184383E-09 9.704114450E-04 4.125716698E-01 9.694114450E-04 -1.387667566E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.248782824E-02 
0L45 41624 319.99 36.233 1.000000000E+00 5.476414254E-01 1.000000013E-17 6.546336585E+03 1.246636206E+00 5.920049714E-09 9.700504376E-04 4.125820625E-01 9.687102386E-04 -1.388637057E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.006313187E-02 
0L46 41818 320.02 36.23 1.000000000E+00 5.511256534E-01 1.000000059E-17 6.590772656E+03 1.243291231E+00 5.724216082E-09 9.699839222E-04 4.128048927E-01 9.681330771E-04 6.785616624E-01 2.711872166E-04 3.293370031E-01 8.234142618E-04 4.140767115E-02 
0L47 42028 320.02 36.23 1.000000000E+00 5.741460547E-01 1.000000088E-17 4.302213939E+19 1.231395439E+00 4.976019112E-09 8.783445030E-04 4.127433197E-01 6.658885710E-04 9.877788475E-01 2.714821849E-04 3.290195339E-01 8.251365456E-04 4.934124234E-01 
0L48 42048 320.02 36.23 1.000000000E+00 6.389245391E-01 1.000000006E-17 2.150876351E+03 1.181736539E+00 2.742386178E-09 9.695548841E-04 4.126536201E-01 9.685548841E-04 6.659888568E-01 2.661808807E-04 2.719554445E-01 9.890893755E-04 1.400021208E+00 
0L49 42226 320 36.232 1.000000000E+00 5.959733526E-01 1.000000039E-17 2.365598846E+19 1.216940318E+00 4.229063535E-09 9.023251354E-04 4.201148895E-01 6.914272883E-04 9.344031064E-01 2.714243854E-04 3.291122780E-01 8.245547600E-04 4.542832021E+00 
0L50 42248 320.02 36.23 1.000000000E+00 5.468773748E-01 1.000000072E-17 6.748052780E+03 1.245855669E+00 5.890222122E-09 9.697265418E-04 4.127505539E-01 9.685405773E-04 -1.388313344E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.218909892E-02 
0L51 43136 318.78 36.371 1.000000000E+00 5.632986597E-01 1.000000028E-17 3.229606445E+03 1.225312505E+00 4.016076199E-09 9.968759903E-04 4.159342171E-01 9.958759903E-04 6.624444769E-01 2.743970227E-04 3.329300745E-01 8.241824842E-04 1.277709600E-01 
0L52 43152 318.78 36.371 1.000000000E+00 7.007095669E-01 1.000000236E-17 1.059322388E+03 1.132652413E+00 1.232286759E-09 1.030290964E-03 3.613138752E-01 9.684633176E-04 7.516606379E-01 2.630205148E-04 2.545978401E-01 1.023146646E-03 5.297495207E+01 
0L53 43388 319.38 36.302 1.000000000E+00 5.479048294E-01 1.000000039E-17 4.177766186E+03 1.238174445E+00 5.026373075E-09 9.717435845E-04 4.142376068E-01 9.707435845E-04 6.802753329E-01 2.735512960E-04 3.310384537E-01 8.269119121E-04 1.223321334E-01 
0L54 43406 319.47 36.292 1.000000000E+00 8.538386988E-01 1.000005658E-17 8.554427908E+19 1.074330261E+00 6.199658579E-10 7.809748615E-04 2.810908306E-01 6.464153280E-04 6.271028853E-01 1.139454857E-04 3.204034300E-01 3.543861519E-04 2.922369535E+00 
0L55 43586 319.63 36.274 1.000000000E+00 5.543778130E-01 1.000000040E-17 6.282854106E+03 1.238514882E+00 5.194816106E-09 9.720226519E-04 4.139053375E-01 9.708710035E-04 6.785605343E-01 2.726786621E-04 3.311843224E-01 8.233057451E-04 4.354396994E-02 
0L56 43788 319.75 36.26 1.000000000E+00 5.846003294E-01 1.000000102E-17 2.063462577E+03 1.212912468E+00 3.879526124E-09 1.003939439E-03 4.135499336E-01 9.709850158E-04 4.076401936E-01 1.636882413E-04 3.282758001E-01 5.097280864E-04 6.383766170E-01 
0L57 43806 319.77 36.258 1.000000000E+00 6.246296856E-01 1.000000028E-17 4.828661442E+03 1.192984987E+00 3.089300523E-09 9.341713204E-04 4.202110565E-01 9.121345905E-04 7.246480385E-01 2.777496510E-04 2.915058786E-01 9.608562102E-04 4.465658197E+00 
0L58 43988 319.84 36.25 1.000000000E+00 8.562201685E-01 1.000001071E-17 1.276895435E+03 1.063337855E+00 5.476804721E-10 1.008346468E-03 4.132333048E-01 9.715820985E-04 6.585427819E-01 2.643983951E-04 3.298721870E-01 7.971148567E-04 4.220302063E+00 
0L59 44008 319.85 36.249 1.000000000E+00 5.460704718E-01 1.000000079E-17 3.199586802E+03 1.234247611E+00 5.025299847E-09 9.879046164E-04 4.132858002E-01 9.703152238E-04 -1.383979489E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.574062276E-01 
0L60 44190 319.91 36.242 1.000000000E+00 7.392906534E-01 1.000000052E-17 8.451040952E+02 1.101661509E+00 9.145094744E-10 1.092447011E-03 4.175602997E-01 1.091447011E-03 1.605826212E-01 7.318471721E-05 3.204872169E-01 2.266177947E-04 1.212422903E+00 
0L61 44214 319.91 36.242 1.000000000E+00 6.081119689E-01 1.000000164E-17 1.553171577E+03 1.189305004E+00 2.936807617E-09 1.011085636E-03 4.138621895E-01 1.010085636E-03 -1.327636051E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 8.749536700E-01 
0L62 44388 319.94 36.239 1.000000000E+00 5.699299233E-01 1.000000019E-17 3.643452349E+03 1.224429868E+00 4.548540617E-09 9.719539486E-04 4.130842194E-01 9.709539486E-04 6.794660266E-01 2.725241435E-04 3.295348871E-01 8.269531907E-04 2.505308996E-01 
0L63 44408 319.94 36.239 1.000000000E+00 5.978426954E-01 1.000000004E-17 1.754648964E+03 1.194488118E+00 3.145329036E-09 1.007968693E-03 4.132780659E-01 9.712468220E-04 3.943958218E-02 1.583085141E-05 3.206298044E-01 4.680694654E-05 3.091267621E+00 
0L64 44588 319.97 36.235 1.000000000E+00 5.592493808E-01 1.000000068E-17 6.501296453E+19 1.237373827E+00 5.328986553E-09 9.055740341E-04 4.135366585E-01 7.856738772E-04 8.386909765E-01 2.724948497E-04 3.294141233E-01 8.271964762E-04 6.346451528E-01 
0L65 44610 319.97 36.235 1.000000000E+00 5.778868678E-01 1.000000014E-17 3.376353122E+03 1.218578598E+00 4.257907416E-09 9.698166438E-04 4.130361359E-01 9.688166438E-04 6.807049050E-01 2.723883446E-04 3.294643457E-01 8.267303429E-04 1.269955682E+00 
0L66 44786 319.98 36.234 1.000000000E+00 5.551224893E-01 1.000000029E-17 6.904599871E+03 1.243069229E+00 5.712727244E-09 9.720100364E-04 4.130120941E-01 9.710100364E-04 6.794965186E-01 2.725045286E-04 3.292666634E-01 8.276129044E-04 4.560094663E-02 
0L67 44988 319.99 36.233 1.000000000E+00 5.871860722E-01 1.000000006E-17 2.992734774E+17 1.221820728E+00 4.499915698E-09 9.289432557E-04 4.201130402E-01 8.927250509E-04 7.267754405E-01 2.725738114E-04 3.297300261E-01 8.265016508E-04 4.243783881E+00 
0L68 45002 319.99 36.233 1.000000000E+00 5.790487618E-01 1.000000038E-17 3.569502390E+03 1.218750231E+00 4.277673484E-09 9.720293940E-04 4.130090118E-01 9.710293940E-04 6.795052348E-01 2.725114230E-04 3.296668938E-01 8.266208946E-04 4.294053188E-01 
0L69 45190 320 36.232 1.000000000E+00 6.137706455E-01 1.000000019E-17 1.930616061E+03 1.185602069E+00 2.841408199E-09 9.925583942E-04 4.171853619E-01 9.724546361E-04 6.136573350E-01 2.489570002E-04 2.579225416E-01 9.614427512E-04 6.910623417E+00 
0L70 45210 320 36.232 1.000000000E+00 5.842405495E-01 1.000000066E-17 2.261813299E+03 1.205033764E+00 3.598972634E-09 9.725203170E-04 4.130265038E-01 9.715203170E-04 6.362041005E-01 2.552855731E-04 2.770459787E-01 9.242290317E-04 5.518294950E-01 
0L71 45388 319.98 36.234 1.000000000E+00 5.389711837E-01 1.000000059E-17 6.673684683E+03 1.246256467E+00 5.885938507E-09 9.743726823E-04 4.131668243E-01 9.733726823E-04 6.782893326E-01 2.727844329E-04 3.296068853E-01 8.275990971E-04 4.725705000E-02 
0L72 45686 319.88 36.245 1.000000000E+00 5.935059478E-01 1.000000216E-17 3.218094544E+19 1.225397156E+00 4.413504444E-09 8.159032809E-04 4.121994609E-01 7.304352366E-04 8.672859493E-01 2.611267994E-04 2.994408806E-01 8.721850706E-04 1.026142354E+02 
0L73 45706 319.47 36.292 1.000000000E+00 6.650463538E-01 1.000000013E-17 2.887237955E+03 1.175892527E+00 2.342638962E-09 8.800133133E-04 4.133108768E-01 8.790133133E-04 7.632658881E-01 2.772988961E-04 2.904296091E-01 9.617622571E-04 2.136891350E+00 
0L74 45944 319.71 36.265 1.000000000E+00 5.585060641E-01 1.000000024E-17 3.152907639E+03 1.238138035E+00 5.114689743E-09 9.572536319E-04 4.126066010E-01 9.562536319E-04 -1.406642432E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 7.958783465E-01 
0L75 45962 319.77 36.258 1.000000000E+00 7.395573166E-01 1.000000067E-17 3.060874289E+03 1.150455935E+00 1.843868434E-09 9.575018640E-04 4.203133881E-01 9.565018640E-04 -1.380492142E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.132655889E+00 
0L76 46152 320.09 36.222 1.000000000E+00 6.641160606E-01 1.000000096E-17 1.184963636E+03 1.158904145E+00 2.016447069E-09 9.886131834E-04 4.097782659E-01 9.876131834E-04 -1.371378019E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.073275241E+02 
0L77 46172 320.1 36.221 1.000000000E+00 5.731306120E-01 1.000000028E-17 4.664431580E+19 1.228749619E+00 4.780314223E-09 8.262118476E-04 4.097947196E-01 4.550745463E-04 -2.976076430E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.352427076E+00 
0L78 46342 320.04 36.227 1.000000000E+00 6.429815066E-01 1.000000099E-17 2.621373997E+03 1.191728433E+00 3.103103642E-09 9.688617285E-04 4.202142731E-01 9.678617285E-04 -1.364610995E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 5.298772718E+00 
0L79 46358 320.03 36.228 1.000000000E+00 5.664076755E-01 1.000000039E-17 7.078466536E+03 1.238524306E+00 5.388259640E-09 9.554355047E-04 4.174425568E-01 9.544355047E-04 6.686973511E-01 2.664237343E-04 3.281887077E-01 8.117037438E-04 3.449190363E-01 
0L80 46544 319.98 36.234 1.000000000E+00 5.346729628E-01 1.000000029E-17 7.066312307E+03 1.257956413E+00 6.635310707E-09 9.560279422E-04 4.121337715E-01 9.550279422E-04 -1.410063599E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.195839430E-02 
0L81 46742 319.99 36.233 1.000000000E+00 6.646594857E-01 1.000000031E-17 1.407714690E+03 1.160845294E+00 2.052947571E-09 9.818303461E-04 4.121686333E-01 9.808303461E-04 -1.372853360E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 9.655853533E-01 
0L82 46762 320 36.232 1.000000000E+00 6.130007823E-01 1.000000004E-17 1.030373629E+04 1.204705588E+00 3.579064373E-09 8.293764746E-04 4.127091880E-01 7.435461697E-04 8.117070561E-01 2.490871936E-04 2.801682646E-01 8.883327928E-04 1.534571727E+01 
0L83 46940 320 36.232 1.000000000E+00 8.240185144E-01 1.589135184E-10 3.278750712E+16 2.482557157E+00 1.175243376E-06 9.408644792E-04 4.122284706E-01 9.343324002E-04 -1.440965526E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.125072090E-01 
0L84 46960 320 36.232 1.000000000E+00 6.557262787E-01 1.000000083E-17 1.728741450E+03 1.171933483E+00 2.381585747E-09 9.547895289E-04 4.110298234E-01 9.537895289E-04 -1.415686525E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.813790466E+00 
0L85 47150 320 36.232 1.000000000E+00 9.312426825E-01 1.828027688E-10 2.190569932E+17 4.473470508E+00 1.588205823E-05 9.505528903E-04 4.139406239E-01 9.458545290E-04 6.537188728E-01 2.559489904E-04 2.985751486E-01 8.583494849E-04 3.013233247E+00 
0L86 49170 319.71 36.265 1.000000000E+00 5.419663986E-01 1.000000081E-17 4.910726033E+03 1.246560327E+00 5.649518579E-09 9.619019252E-04 4.116981682E-01 9.546157086E-04 6.830739701E-01 2.684573181E-04 3.305279060E-01 8.118361936E-04 2.217846581E-01 
0L87 49406 319.85 36.249 1.000000000E+00 9.103309563E-01 1.727268059E-10 8.974202777E+03 2.153108378E+00 3.266958263E-07 9.572723133E-04 4.204086784E-01 9.562723133E-04 6.664452641E-01 2.679277769E-04 3.302692381E-01 8.110694866E-04 3.543310346E+00 
0L88 49606 319.91 36.242 1.000000000E+00 9.170995093E-01 1.773243086E-10 3.105512003E+04 2.589652912E+00 1.239318577E-06 9.573713706E-04 4.139801704E-01 9.563713706E-04 6.759640759E-01 2.676268743E-04 3.298120487E-01 8.114340956E-04 3.450467612E-02 
0L89 49810 319.94 36.239 1.000000000E+00 5.999985598E-01 1.000000048E-17 4.238939316E+03 1.202583367E+00 3.454261029E-09 8.997640696E-04 4.139462921E-01 8.987640696E-04 3.850861660E-01 1.432674780E-04 3.205236778E-01 4.461184930E-04 6.011860195E-01 
0L90 49828 319.94 36.239 1.000000000E+00 6.120130775E-01 1.000000096E-17 6.978004908E+18 1.202486800E+00 3.467051671E-09 8.245482110E-04 4.131943687E-01 5.861094354E-04 1.104254508E+00 2.674251744E-04 3.297785921E-01 8.110514074E-04 1.101013096E+00 
0L91 50010 319.97 36.235 1.000000000E+00 6.004466995E-01 1.000000049E-17 2.261618193E+03 1.203561558E+00 3.504772099E-09 9.751487964E-04 4.130567474E-01 9.550566440E-04 -1.406870529E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.985051701E-01 
0L92 50026 319.97 36.235 1.000000000E+00 8.809584918E-01 1.590849620E-10 3.159181946E+03 1.613713153E+00 3.170319924E-08 9.559719437E-04 4.129997047E-01 9.549719437E-04 6.783027116E-01 2.675247131E-04 3.294176018E-01 8.121108034E-04 3.948924453E-01 
0L93 50204 319.98 36.234 1.000000000E+00 6.011355592E-01 1.000000049E-17 1.888653353E+03 1.197461496E+00 3.243550459E-09 9.834152177E-04 4.130120783E-01 9.550039675E-04 -1.407100297E+06 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.489668955E+00 
0L94 50224 319.98 36.234 1.000000000E+00 9.522441257E-01 1.929836670E-10 1.380861877E+16 1.311227953E+01 2.167031993E-04 9.854356361E-04 4.133022308E-01 9.548546427E-04 6.825661881E-01 2.693703463E-04 3.104577908E-01 8.601818041E-04 6.908764260E+00 
0L95 50404 319.98 36.234 1.000000000E+00 6.007835176E-01 1.000000074E-17 6.358518951E+18 1.212070401E+00 3.925651864E-09 8.506923967E-04 4.149009111E-01 8.289335232E-04 7.777631575E-01 2.674924071E-04 3.290169884E-01 8.129482212E-04 1.679212127E+00 
0L96 50422 319.99 36.233 1.000000000E+00 5.508970391E-01 1.000000023E-17 6.285517467E+03 1.239983384E+00 5.423758566E-09 9.559753887E-04 4.135708710E-01 9.549753887E-04 6.755593733E-01 2.668121767E-04 3.273720222E-01 8.150563915E-04 6.367552900E-02 
