fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
0L11 31864 309.02 37.519 5.188126258E-12 1.932896948E+00 3.716649848E+04 1.437354669E-04 5.260790348E+00 1.870569353E+03 0.000000000E+00 5.442392631E-05 4.227094616E-01 5.217172370E-05 5.242697743E-01 1.156197363E-05 2.973325632E-01 3.888636565E-05 5.912930632E+00 
0L12 32506 310.03 37.397 1.075436220E-11 1.987663048E+00 3.919650901E+04 1.512625324E-04 5.174443989E+00 1.787971620E+03 0.000000000E+00 5.426532341E-05 4.197428749E-01 5.208103569E-05 5.258636555E-01 1.149571798E-05 2.961833612E-01 3.881503695E-05 4.706613119E+00 
0L13 33144 311.03 37.277 1.049135607E-11 1.971959193E+00 3.830056643E+04 1.559158628E-04 5.180890173E+00 1.698846057E+03 0.000000000E+00 5.421161438E-05 4.183858627E-01 5.207483634E-05 5.273364163E-01 1.148927643E-05 2.957896784E-01 3.884439165E-05 5.594227051E+00 
0L14 33788 312.04 37.156 7.283360571E-12 1.945590359E+00 3.868449534E+04 1.807895611E-04 5.888415912E+00 1.714078514E+03 0.000000000E+00 5.420854718E-05 4.172765129E-01 5.198627745E-05 5.262837082E-01 1.141648964E-05 2.953620911E-01 3.865193620E-05 4.951950708E+00 
0L15 34424 313.01 37.041 1.363744266E-11 1.987529364E+00 3.988737975E+04 1.846663036E-04 5.675594551E+00 1.626156365E+03 0.000000000E+00 5.401138231E-05 4.153290108E-01 5.193830207E-05 5.264303689E-01 1.135588408E-05 2.935118647E-01 3.868942993E-05 5.212850420E+00 
0L16 35052 314.04 36.92 1.463109817E-11 2.000690346E+00 3.955044024E+04 2.058242931E-04 6.000314824E+00 1.603417818E+03 0.000000000E+00 5.414671913E-05 4.121337975E-01 5.177849922E-05 5.259714041E-01 1.122405594E-05 2.907242392E-01 3.860745976E-05 6.929796034E+00 
0L17 35698 315.02 36.805 1.714960456E-11 1.997756010E+00 4.214471300E+04 2.157065567E-04 6.191130514E+00 1.550968829E+03 0.000000000E+00 5.364763086E-05 4.121740173E-01 5.156128883E-05 5.291062314E-01 1.124468392E-05 2.918531372E-01 3.852852536E-05 5.871675118E+00 
0L18 36322 316.03 36.687 3.801015860E-12 1.936959135E+00 4.025927801E+04 2.780997543E-04 7.522200542E+00 1.693598617E+03 0.000000000E+00 5.439736662E-05 4.098003120E-01 5.150736946E-05 5.330570177E-01 1.125162684E-05 2.898557692E-01 3.881704219E-05 5.139044987E+00 
0L19 36950 317.02 36.572 9.186799002E-12 1.956482958E+00 4.039818795E+04 2.628132883E-04 7.070800211E+00 1.527489518E+03 0.000000000E+00 5.404067870E-05 4.088713997E-01 5.147744678E-05 5.281237250E-01 1.111576634E-05 2.891432251E-01 3.844546092E-05 6.937995293E+00 
0L20 37574 318.02 36.457 4.613255556E-11 2.070889898E+00 4.550659166E+04 2.502320362E-04 6.150989833E+00 1.389513243E+03 0.000000000E+00 5.332400268E-05 4.070174026E-01 5.135783400E-05 5.310483571E-01 1.110078643E-05 2.868582153E-01 3.869604831E-05 6.783430377E+00 
L394 39316 317.99 36.461 2.348691354E-11 1.999481887E+00 4.266706811E+04 2.515510603E-04 6.561913718E+00 1.406359176E+03 0.000000000E+00 5.357290198E-05 4.066206390E-01 5.152578235E-05 5.322001455E-01 1.115036290E-05 2.880788452E-01 3.870476557E-05 6.426033260E+00 
L395 39944 319.02 36.343 4.612350262E-11 2.053060785E+00 4.694510222E+04 2.675454717E-04 6.448226095E+00 1.360695110E+03 0.000000000E+00 5.320719577E-05 4.036256073E-01 5.126259393E-05 5.325663973E-01 1.101927573E-05 2.844442791E-01 3.874047728E-05 6.967551812E+00 
L396 40570 320.02 36.23 4.195150980E-11 2.073608650E+00 4.576191683E+04 3.018160318E-04 6.970373206E+00 1.362944459E+03 0.000000000E+00 5.339463693E-05 4.045025833E-01 5.133091952E-05 5.285450302E-01 1.097443921E-05 2.846160030E-01 3.855938938E-05 5.051386371E+00 
L397 41186 321.02 36.117 3.828298561E-11 2.063143545E+00 4.951675142E+04 3.318907780E-04 7.448399643E+00 1.360089446E+03 0.000000000E+00 5.305182238E-05 4.011800453E-01 5.094871561E-05 5.334921063E-01 1.090436954E-05 2.837884413E-01 3.842464990E-05 5.589275512E+00 
L398 41806 322.03 36.003 2.569801206E-11 2.041661728E+00 4.814262286E+04 3.690048395E-04 8.119884903E+00 1.358241975E+03 0.000000000E+00 5.325249008E-05 3.997209732E-01 5.091983270E-05 5.329914096E-01 1.084836062E-05 2.818480757E-01 3.849012101E-05 7.267526208E+00 
L399 42434 323.04 35.891 3.256978629E-11 1.999097036E+00 4.397561111E+04 3.443038800E-04 7.872860202E+00 1.241943730E+03 0.000000000E+00 5.329391258E-05 3.980454742E-01 5.085341623E-05 5.329891895E-01 1.078875235E-05 2.812882051E-01 3.835476015E-05 7.588188723E+00 
L400 43056 324.02 35.782 8.024719123E-11 2.062449408E+00 5.048507784E+04 3.541255007E-04 7.688315266E+00 1.183643395E+03 0.000000000E+00 5.269449057E-05 3.955303406E-01 5.072606978E-05 5.354439665E-01 1.074298693E-05 2.791270206E-01 3.848806884E-05 6.130885831E+00 
L401 43670 325.01 35.673 1.546165731E-10 2.107541059E+00 5.397317455E+04 3.577066908E-04 7.398701525E+00 1.125900595E+03 0.000000000E+00 5.235545680E-05 3.941731339E-01 5.069011190E-05 5.337024661E-01 1.066373833E-05 2.789432543E-01 3.823035514E-05 6.023417434E+00 
L402 44290 326.03 35.562 5.484456559E-11 2.056879288E+00 5.084048122E+04 4.327877120E-04 8.763372386E+00 1.183308186E+03 0.000000000E+00 5.276951134E-05 3.926634628E-01 5.054432598E-05 5.342648349E-01 1.060350613E-05 2.760051329E-01 3.841880986E-05 7.275993205E+00 
L403 44910 327.02 35.454 1.242230224E-12 2.066853388E+00 5.452023379E+04 6.979668556E-04 1.200000000E+01 1.594875083E+03 0.000000000E+00 5.446909054E-05 3.898264549E-01 5.042760907E-05 5.369502357E-01 1.055537636E-05 2.751471905E-01 3.836236426E-05 4.974136966E+00 
L404 45528 328.02 35.346 8.153878426E-12 2.049519531E+00 5.244803921E+04 6.230801194E-04 1.127964918E+01 1.329367993E+03 0.000000000E+00 5.369021584E-05 3.882120544E-01 5.053840156E-05 5.339631877E-01 1.047615307E-05 2.727568811E-01 3.840836663E-05 6.998677070E+00 
L405 46144 329.02 35.239 2.641058234E-12 2.036011868E+00 5.072278476E+04 7.050761152E-04 1.200000000E+01 1.392213614E+03 0.000000000E+00 5.424251237E-05 3.869720535E-01 5.044372243E-05 5.329777971E-01 1.040389228E-05 2.721254948E-01 3.823231450E-05 6.424950254E+00 
L406 46760 330.03 35.131 9.577358966E-12 2.112303316E+00 6.055561903E+04 7.194736595E-04 1.166014945E+01 1.326956734E+03 0.000000000E+00 5.325762595E-05 3.849657974E-01 5.021244648E-05 5.344174210E-01 1.033032856E-05 2.703614418E-01 3.820929764E-05 7.491431182E+00 
L407 47370 331 35.028 1.210416713E-11 2.062426389E+00 5.895062540E+04 7.159060287E-04 1.200000000E+01 1.235509052E+03 0.000000000E+00 5.308356023E-05 3.826076218E-01 5.014638833E-05 5.350429233E-01 1.026554240E-05 2.682782568E-01 3.826762566E-05 7.134659684E+00 
L408 47992 332.04 34.918 1.283829551E-11 2.157483249E+00 6.576225478E+04 8.022316835E-04 1.200000000E+01 1.284145090E+03 0.000000000E+00 5.304613007E-05 3.819667328E-01 5.000332684E-05 5.335090980E-01 1.018981431E-05 2.686301445E-01 3.793230019E-05 5.846803753E+00 
L409 48602 333 34.817 2.359873557E-11 2.123008406E+00 6.371700030E+04 7.791015787E-04 1.200000000E+01 1.170488994E+03 0.000000000E+00 5.275614293E-05 3.790501518E-01 4.995118256E-05 5.358016329E-01 1.014486990E-05 2.655314962E-01 3.820675778E-05 6.638672946E+00 
L410 49208 334.01 34.712 3.695707763E-11 2.163184189E+00 7.177091144E+04 8.175850323E-04 1.200000000E+01 1.149068839E+03 0.000000000E+00 5.242377125E-05 3.781758453E-01 4.986644898E-05 5.340961968E-01 1.007213910E-05 2.649176456E-01 3.802159857E-05 7.176814777E+00 
L411 49820 335.03 34.606 6.415849094E-11 2.068058433E+00 5.726338910E+04 7.394982734E-04 1.200000000E+01 9.975243731E+02 0.000000000E+00 5.237531442E-05 3.750409042E-01 4.983302647E-05 5.339995056E-01 9.980142805E-06 2.615241968E-01 3.816148880E-05 8.168503179E+00 
L412 50434 336.02 34.505 9.864492731E-11 2.109449020E+00 6.771756697E+04 7.810635674E-04 1.200000000E+01 9.854766909E+02 0.000000000E+00 5.181749062E-05 3.739038116E-01 4.964480367E-05 5.327316449E-01 9.888767934E-06 2.613892864E-01 3.783157061E-05 6.951517127E+00 
L413 51042 337.05 34.399 1.352052998E-10 2.100546634E+00 6.114532890E+04 7.750708909E-04 1.200000000E+01 9.259305159E+02 0.000000000E+00 5.186529871E-05 3.715796631E-01 4.952550309E-05 5.342924724E-01 9.832407920E-06 2.606949831E-01 3.771607943E-05 7.666176458E+00 
L414 51646 338.02 34.3 4.792735239E-10 2.129432798E+00 7.230277444E+04 7.496763263E-04 1.200000000E+01 8.524948298E+02 0.000000000E+00 5.101227699E-05 3.700711182E-01 4.940162193E-05 5.330363308E-01 9.745030680E-06 2.580158953E-01 3.776905096E-05 7.872505142E+00 
L415 52254 339.01 34.2 6.390267453E-10 2.098071904E+00 6.334115540E+04 7.203163353E-04 1.200000000E+01 7.997240028E+02 0.000000000E+00 5.109289769E-05 3.676827782E-01 4.927825026E-05 5.334857513E-01 9.666102403E-06 2.554321625E-01 3.784068625E-05 8.693784628E+00 
L416 52858 340 34.101 1.060835976E-09 2.110667384E+00 6.839394712E+04 7.225871735E-04 1.200000000E+01 7.651400209E+02 0.000000000E+00 5.061890033E-05 3.664221771E-01 4.908897096E-05 5.338542456E-01 9.602589858E-06 2.550380035E-01 3.765162535E-05 1.080513210E+01 
