f U Un
305 0.01024 0.3688760806916427
306 0.01021 0.36779538904899134
307 0.01018 0.36671469740634005
308 0.01015 0.36563400576368876
309 0.01012 0.3645533141210375
310 0.01009 0.3634726224783862
311 0.01006 0.36239193083573484
312 0.01003 0.3613112391930836
313 0.01 0.36023054755043227
314 0.00997 0.359149855907781
315 0.00994 0.35806916426512964
316 0.00991 0.3569884726224784
317 0.00988 0.35590778097982706
318 0.00986 0.35518731988472624
319 0.00983 0.35410662824207495
320 0.0098 0.3530259365994236
321 0.00977 0.3519452449567723
322 0.00974 0.35086455331412103
323 0.00972 0.35014409221902015
324 0.00969 0.3490634005763689
325 0.00966 0.3479827089337176
326 0.00963 0.3469020172910663
327 0.00961 0.3461815561959654
328 0.00958 0.3451008645533141
329 0.00955 0.3440201729106628
330 0.00953 0.34329971181556196
331 0.0095 0.34221902017291067
332 0.00947 0.3411383285302593
333 0.00945 0.3404178674351585
334 0.00942 0.33933717579250716
335 0.0094 0.33861671469740634
336 0.00937 0.33753602305475505
337 0.00934 0.3364553314121037
338 0.00932 0.3357348703170029
339 0.00929 0.3346541786743516
340 0.00927 0.3339337175792507
341 0.00924 0.33285302593659943
342 0.00922 0.3321325648414986
343 0.00919 0.33105187319884727
344 0.00917 0.3303314121037464
345 0.00914 0.3292507204610951
346 0.00912 0.3285302593659942
347 0.00909 0.327449567723343
348 0.00907 0.32672910662824206
349 0.00905 0.32600864553314124
350 0.00902 0.3249279538904899
351 0.009 0.324207492795389
352 0.00897 0.3231268011527378
353 0.00895 0.32240634005763685
354 0.00893 0.32168587896253603
355 0.0089 0.32060518731988474
356 0.00888 0.31988472622478387
357 0.00886 0.319164265129683
358 0.00883 0.3180835734870317
359 0.00881 0.3173631123919308
360 0.00879 0.31664265129682995
361 0.00876 0.3155619596541787
362 0.00874 0.3148414985590778
363 0.00872 0.31412103746397696
364 0.0087 0.3134005763688761
365 0.00867 0.3123198847262248
366 0.00865 0.3115994236311239
367 0.00863 0.3108789625360231
368 0.00861 0.31015850144092216
369 0.00859 0.30943804034582134
370 0.00856 0.30835734870317005
371 0.00854 0.3076368876080692
372 0.00852 0.3069164265129683
373 0.0085 0.3061959654178675
374 0.00848 0.30547550432276654
375 0.00846 0.3047550432276657
376 0.00843 0.30367435158501443
377 0.00841 0.30295389048991356
378 0.00839 0.3022334293948127
379 0.00837 0.30151296829971186
380 0.00835 0.3007925072046109
381 0.00833 0.3000720461095101
382 0.00831 0.2993515850144092
383 0.00829 0.29863112391930835
384 0.00827 0.2979106628242075
385 0.00825 0.29719020172910665
386 0.00823 0.2964697406340057
387 0.00821 0.2957492795389049
388 0.00819 0.295028818443804
389 0.00817 0.2943083573487032
390 0.00815 0.29358789625360227
391 0.00813 0.29286743515850144
392 0.00811 0.29214697406340057
393 0.00809 0.2914265129682997
394 0.00807 0.29070605187319887
395 0.00805 0.289985590778098
396 0.00803 0.28926512968299717
397 0.00801 0.28854466858789624
398 0.00799 0.2878242074927954
399 0.00797 0.28710374639769454
400 0.00795 0.28638328530259366
401 0.00793 0.2856628242074928
402 0.00791 0.28494236311239196
403 0.0079 0.28458213256484155
404 0.00788 0.2838616714697406
405 0.00786 0.2831412103746398
406 0.00784 0.2824207492795389
407 0.00782 0.28170028818443804
408 0.0078 0.28097982708933716
409 0.00778 0.2802593659942363
410 0.00777 0.2798991354466859
411 0.00775 0.279178674351585
412 0.00773 0.2784582132564841
413 0.00771 0.2777377521613833
414 0.00769 0.2770172910662824
415 0.00768 0.276657060518732
416 0.00766 0.27593659942363113
417 0.00764 0.27521613832853026
418 0.00762 0.2744956772334294
419 0.00761 0.27413544668587897
420 0.00759 0.2734149855907781
421 0.00757 0.27269452449567727
422 0.00755 0.2719740634005764
423 0.00754 0.2716138328530259
424 0.00752 0.27089337175792505
425 0.0075 0.2701729106628242
426 0.00748 0.26945244956772335
427 0.00747 0.26909221902017294
428 0.00745 0.26837175792507206
429 0.00743 0.2676512968299712
430 0.00742 0.2672910662824208
431 0.0074 0.2665706051873199
432 0.00738 0.265850144092219
433 0.00737 0.26548991354466855
434 0.00735 0.26476945244956773
435 0.00733 0.26404899135446686
436 0.00732 0.26368876080691644
437 0.0073 0.26296829971181557
438 0.00729 0.2626080691642651
439 0.00727 0.2618876080691643
440 0.00725 0.2611671469740634
441 0.00724 0.260806916426513
442 0.00722 0.2600864553314121
443 0.00721 0.2597262247838617
444 0.00719 0.2590057636887608
445 0.00717 0.25828530259365995
446 0.00716 0.2579250720461095
447 0.00714 0.25720461095100866
448 0.00713 0.2568443804034582
449 0.00711 0.2561239193083574
450 0.0071 0.2557636887608069
451 0.00708 0.2550432276657061
452 0.00707 0.2546829971181556
453 0.00705 0.25396253602305474
454 0.00704 0.25360230547550433
455 0.00702 0.25288184438040345
456 0.007 0.2521613832853026
457 0.00699 0.25180115273775217
458 0.00697 0.2510806916426513
459 0.00696 0.2507204610951009
460 0.00695 0.2503602305475504
461 0.00693 0.2496397694524496
462 0.00692 0.24927953890489912
463 0.0069 0.24855907780979827
464 0.00689 0.24819884726224786
465 0.00687 0.24747838616714699
466 0.00686 0.24711815561959655
467 0.00684 0.24639769452449567
468 0.00683 0.24603746397694526
469 0.00681 0.24531700288184438
470 0.0068 0.24495677233429394
471 0.00679 0.2445965417867435
472 0.00677 0.24387608069164265
473 0.00676 0.24351585014409224
474 0.00674 0.24279538904899137
475 0.00673 0.24243515850144093
476 0.00672 0.2420749279538905
477 0.0067 0.24135446685878964
478 0.00669 0.24099423631123917
479 0.00667 0.24027377521613832
480 0.00666 0.2399135446685879
481 0.00665 0.23955331412103745
482 0.00663 0.2388328530259366
483 0.00662 0.23847262247838616
484 0.00661 0.23811239193083575
485 0.00659 0.23739193083573487
486 0.00658 0.23703170028818443
487 0.00657 0.23667146974063402
488 0.00655 0.23595100864553314
489 0.00654 0.2355907780979827
490 0.00653 0.2352305475504323
491 0.00651 0.23451008645533142
492 0.0065 0.23414985590778098
493 0.00649 0.23378962536023054
494 0.00647 0.2330691642651297
495 0.00646 0.23270893371757922
496 0.00645 0.23234870317002881
497 0.00644 0.2319884726224784
498 0.00642 0.23126801152737753
499 0.00641 0.2309077809798271
500 0.0064 0.23054755043227668
501 0.00639 0.2301873198847262
502 0.00637 0.22946685878962536
503 0.00636 0.22910662824207492
504 0.00635 0.22874639769452448
505 0.00634 0.22838616714697407
506 0.00632 0.2276657060518732
507 0.00631 0.22730547550432276
508 0.0063 0.22694524495677235
509 0.00629 0.22658501440922188
510 0.00627 0.22586455331412106
511 0.00626 0.2255043227665706
512 0.00625 0.22514409221902018
513 0.00624 0.22478386167146974
514 0.00623 0.22442363112391933
515 0.00621 0.22370317002881845
516 0.0062 0.22334293948126802
517 0.00619 0.22298270893371758
518 0.00618 0.22262247838616714
519 0.00617 0.22226224783861673
520 0.00615 0.22154178674351585
521 0.00614 0.2211815561959654
522 0.00613 0.22082132564841497
523 0.00612 0.22046109510086453
524 0.00611 0.22010086455331412
525 0.0061 0.2197406340057637
526 0.00608 0.21902017291066284
527 0.00607 0.2186599423631124
528 0.00606 0.21829971181556196
529 0.00605 0.21793948126801152
530 0.00604 0.2175792507204611
531 0.00603 0.21721902017291064
532 0.00602 0.21685878962536023
533 0.006 0.21613832853025938
534 0.00599 0.21577809798270892
535 0.00598 0.2154178674351585
536 0.00597 0.21505763688760807
537 0.00596 0.21469740634005763
538 0.00595 0.21433717579250722
539 0.00594 0.21397694524495678
540 0.00593 0.21361671469740634
541 0.00592 0.2132564841498559
542 0.00591 0.2128962536023055
543 0.00589 0.2121757925072046
544 0.00588 0.21181556195965417
545 0.00587 0.21145533141210376
546 0.00586 0.2110951008645533
547 0.00585 0.2107348703170029
548 0.00584 0.21037463976945245
549 0.00583 0.210014409221902
550 0.00582 0.20965417867435157
551 0.00581 0.20929394812680116
552 0.0058 0.2089337175792507
553 0.00579 0.20857348703170028
554 0.00578 0.20821325648414987
555 0.00577 0.20785302593659943
556 0.00576 0.207492795389049
557 0.00575 0.20713256484149856
558 0.00574 0.20677233429394815
559 0.00573 0.20641210374639768
560 0.00572 0.20605187319884727
561 0.00571 0.20569164265129683
562 0.0057 0.20533141210374642
563 0.00569 0.20497118155619595
564 0.00567 0.2042507204610951
565 0.00566 0.20389048991354466
566 0.00565 0.20353025936599423
567 0.00564 0.20317002881844382
568 0.00563 0.20280979827089335
569 0.00563 0.20280979827089335
570 0.00562 0.20244956772334294
571 0.00561 0.20208933717579253
572 0.0056 0.20172910662824206
573 0.00559 0.20136887608069165
574 0.00558 0.2010086455331412
575 0.00557 0.2006484149855908
576 0.00556 0.20028818443804033
577 0.00555 0.19992795389048992
578 0.00554 0.19956772334293948
579 0.00553 0.19920749279538905
580 0.00552 0.1988472622478386
581 0.00551 0.1984870317002882
582 0.0055 0.19812680115273773
583 0.00549 0.19776657060518732
584 0.00548 0.19740634005763688
585 0.00547 0.19704610951008647
586 0.00546 0.196685878962536
587 0.00545 0.1963256484149856
588 0.00544 0.19596541786743518
589 0.00543 0.19560518731988472
590 0.00542 0.1952449567723343
591 0.00542 0.1952449567723343
592 0.00541 0.19488472622478387
593 0.0054 0.19452449567723343
594 0.00539 0.194164265129683
595 0.00538 0.19380403458213258
596 0.00537 0.1934438040345821
597 0.00536 0.1930835734870317
598 0.00535 0.19272334293948126
599 0.00534 0.19236311239193085
600 0.00533 0.19200288184438039
601 0.00532 0.19164265129682997
602 0.00532 0.19164265129682997
603 0.00531 0.19128242074927954
604 0.0053 0.1909221902017291
605 0.00529 0.1905619596541787
606 0.00528 0.19020172910662825
607 0.00527 0.18984149855907784
608 0.00526 0.18948126801152737
609 0.00525 0.18912103746397696
610 0.00525 0.18912103746397696
611 0.00524 0.18876080691642652
612 0.00523 0.18840057636887608
613 0.00522 0.18804034582132564
614 0.00521 0.18768011527377523
615 0.0052 0.18731988472622477
616 0.00519 0.18695965417867436
617 0.00519 0.18695965417867436
618 0.00518 0.18659942363112392
619 0.00517 0.18623919308357348
620 0.00516 0.18587896253602304
621 0.00515 0.18551873198847263
622 0.00514 0.18515850144092216
623 0.00514 0.18515850144092216
624 0.00513 0.18479827089337175
625 0.00512 0.18443804034582134
626 0.00511 0.1840778097982709
627 0.0051 0.18371757925072046
628 0.00509 0.18335734870317003
629 0.00509 0.18335734870317003
630 0.00508 0.18299711815561961
631 0.00507 0.18263688760806915
632 0.00506 0.18227665706051874
633 0.00505 0.1819164265129683
634 0.00505 0.1819164265129683
635 0.00504 0.1815561959654179
636 0.00503 0.18119596541786742
637 0.00502 0.180835734870317
638 0.00501 0.18047550432276657
639 0.00501 0.18047550432276657
640 0.005 0.18011527377521613
641 0.00499 0.1797550432276657
642 0.00498 0.17939481268011528
643 0.00497 0.17903458213256482
644 0.00497 0.17903458213256482
645 0.00496 0.1786743515850144
646 0.00495 0.178314121037464
647 0.00494 0.17795389048991353
648 0.00494 0.17795389048991353
649 0.00493 0.17759365994236312
650 0.00492 0.17723342939481268
651 0.00491 0.17687319884726227
652 0.00491 0.17687319884726227
653 0.0049 0.1765129682997118
654 0.00489 0.1761527377521614
655 0.00488 0.17579250720461095
656 0.00488 0.17579250720461095
657 0.00487 0.17543227665706052
658 0.00486 0.17507204610951008
659 0.00485 0.17471181556195967
660 0.00485 0.17471181556195967
661 0.00484 0.1743515850144092
662 0.00483 0.1739913544668588
663 0.00482 0.17363112391930835
664 0.00482 0.17363112391930835
665 0.00481 0.17327089337175794
666 0.0048 0.17291066282420747
667 0.00479 0.17255043227665706
668 0.00479 0.17255043227665706
669 0.00478 0.17219020172910665
670 0.00477 0.17182997118155618
671 0.00477 0.17182997118155618
672 0.00476 0.17146974063400577
673 0.00475 0.17110951008645534
674 0.00474 0.1707492795389049
675 0.00474 0.1707492795389049
676 0.00473 0.17038904899135446
677 0.00472 0.17002881844380405
678 0.00472 0.17002881844380405
679 0.00471 0.16966858789625358
680 0.0047 0.16930835734870317
681 0.0047 0.16930835734870317
682 0.00469 0.16894812680115273
683 0.00468 0.16858789625360232
684 0.00467 0.16822766570605185
685 0.00467 0.16822766570605185
686 0.00466 0.16786743515850144
687 0.00465 0.167507204610951
688 0.00465 0.167507204610951
689 0.00464 0.16714697406340057
690 0.00463 0.16678674351585013
691 0.00463 0.16678674351585013
692 0.00462 0.16642651296829972
693 0.00461 0.1660662824207493
694 0.00461 0.1660662824207493
695 0.0046 0.16570605187319884
696 0.00459 0.16534582132564843
697 0.00459 0.16534582132564843
698 0.00458 0.164985590778098
699 0.00457 0.16462536023054755
700 0.00457 0.16462536023054755
701 0.00456 0.1642651296829971
702 0.00455 0.1639048991354467
703 0.00455 0.1639048991354467
704 0.00454 0.16354466858789624
705 0.00453 0.16318443804034583
706 0.00453 0.16318443804034583
707 0.00452 0.1628242074927954
708 0.00451 0.16246397694524495
709 0.00451 0.16246397694524495
710 0.0045 0.1621037463976945
711 0.0045 0.1621037463976945
712 0.00449 0.1617435158501441
713 0.00448 0.16138328530259366
714 0.00448 0.16138328530259366
715 0.00447 0.16102305475504322
716 0.00446 0.1606628242074928
717 0.00446 0.1606628242074928
718 0.00445 0.16030259365994237
719 0.00445 0.16030259365994237
720 0.00444 0.15994236311239193
721 0.00443 0.1595821325648415
722 0.00443 0.1595821325648415
723 0.00442 0.15922190201729108
724 0.00441 0.15886167146974062
725 0.00441 0.15886167146974062
726 0.0044 0.1585014409221902
727 0.0044 0.1585014409221902
728 0.00439 0.15814121037463977
729 0.00438 0.15778097982708936
730 0.00438 0.15778097982708936
731 0.00437 0.1574207492795389
732 0.00437 0.1574207492795389
733 0.00436 0.15706051873198848
734 0.00435 0.15670028818443804
735 0.00435 0.15670028818443804
736 0.00434 0.1563400576368876
737 0.00434 0.1563400576368876
738 0.00433 0.15597982708933716
739 0.00432 0.15561959654178675
740 0.00432 0.15561959654178675
741 0.00431 0.1552593659942363
742 0.00431 0.1552593659942363
743 0.0043 0.15489913544668588
744 0.00429 0.15453890489913547
745 0.00429 0.15453890489913547
746 0.00428 0.15417867435158503
747 0.00428 0.15417867435158503
748 0.00427 0.1538184438040346
749 0.00427 0.1538184438040346
750 0.00426 0.15345821325648415
751 0.00425 0.15309798270893374
752 0.00425 0.15309798270893374
753 0.00424 0.15273775216138327
754 0.00424 0.15273775216138327
755 0.00423 0.15237752161383286
756 0.00423 0.15237752161383286
757 0.00422 0.15201729106628242
758 0.00421 0.15165706051873198
759 0.00421 0.15165706051873198
760 0.0042 0.15129682997118155
761 0.0042 0.15129682997118155
762 0.00419 0.15093659942363113
763 0.00419 0.15093659942363113
764 0.00418 0.15057636887608067
765 0.00418 0.15057636887608067
766 0.00417 0.15021613832853026
767 0.00416 0.14985590778097982
768 0.00416 0.14985590778097982
769 0.00415 0.1494956772334294
770 0.00415 0.1494956772334294
771 0.00414 0.14913544668587894
772 0.00414 0.14913544668587894
773 0.00413 0.14877521613832853
774 0.00413 0.14877521613832853
775 0.00412 0.14841498559077812
776 0.00412 0.14841498559077812
777 0.00411 0.14805475504322765
778 0.00411 0.14805475504322765
779 0.0041 0.14769452449567724
780 0.00409 0.1473342939481268
781 0.00409 0.1473342939481268
782 0.00408 0.1469740634005764
783 0.00408 0.1469740634005764
784 0.00407 0.14661383285302593
785 0.00407 0.14661383285302593
786 0.00406 0.14625360230547552
787 0.00406 0.14625360230547552
788 0.00405 0.14589337175792508
789 0.00405 0.14589337175792508
790 0.00404 0.14553314121037464
791 0.00404 0.14553314121037464
792 0.00403 0.1451729106628242
793 0.00403 0.1451729106628242
794 0.00402 0.1448126801152738
795 0.00402 0.1448126801152738
796 0.00401 0.14445244956772332
797 0.00401 0.14445244956772332
798 0.004 0.1440922190201729
799 0.004 0.1440922190201729
800 0.00399 0.14373198847262247
801 0.00399 0.14373198847262247
802 0.00398 0.14337175792507204
803 0.00398 0.14337175792507204
804 0.00397 0.1430115273775216
805 0.00397 0.1430115273775216
806 0.00396 0.14265129682997119
807 0.00396 0.14265129682997119
808 0.00395 0.14229106628242078
809 0.00395 0.14229106628242078
810 0.00394 0.1419308357348703
811 0.00394 0.1419308357348703
812 0.00393 0.1415706051873199
813 0.00393 0.1415706051873199
814 0.00392 0.14121037463976946
815 0.00392 0.14121037463976946
816 0.00391 0.14085014409221902
817 0.00391 0.14085014409221902
818 0.0039 0.14048991354466858
819 0.0039 0.14048991354466858
820 0.00389 0.14012968299711814
821 0.00389 0.14012968299711814
822 0.00388 0.13976945244956773
823 0.00388 0.13976945244956773
824 0.00387 0.1394092219020173
825 0.00387 0.1394092219020173
826 0.00387 0.1394092219020173
827 0.00386 0.13904899135446686
828 0.00386 0.13904899135446686
829 0.00385 0.13868876080691644
830 0.00385 0.13868876080691644
831 0.00384 0.138328530259366
832 0.00384 0.138328530259366
833 0.00383 0.13796829971181557
834 0.00383 0.13796829971181557
835 0.00382 0.13760806916426513
836 0.00382 0.13760806916426513
837 0.00381 0.1372478386167147
838 0.00381 0.1372478386167147
839 0.00381 0.1372478386167147
840 0.0038 0.13688760806916425
841 0.0038 0.13688760806916425
842 0.00379 0.13652737752161384
843 0.00379 0.13652737752161384
844 0.00378 0.1361671469740634
845 0.00378 0.1361671469740634
846 0.00377 0.13580691642651296
847 0.00377 0.13580691642651296
848 0.00376 0.13544668587896252
849 0.00376 0.13544668587896252
850 0.00376 0.13544668587896252
851 0.00375 0.1350864553314121
852 0.00375 0.1350864553314121
853 0.00374 0.13472622478386168
854 0.00374 0.13472622478386168
855 0.00373 0.13436599423631124
856 0.00373 0.13436599423631124
857 0.00372 0.13400576368876083
858 0.00372 0.13400576368876083
859 0.00372 0.13400576368876083
860 0.00371 0.1336455331412104
861 0.00371 0.1336455331412104
862 0.0037 0.13328530259365995
863 0.0037 0.13328530259365995
864 0.00369 0.1329250720461095
865 0.00369 0.1329250720461095
866 0.00369 0.1329250720461095
867 0.00368 0.13256484149855907
868 0.00368 0.13256484149855907
869 0.00367 0.13220461095100866
870 0.00367 0.13220461095100866
871 0.00366 0.13184438040345822
872 0.00366 0.13184438040345822
873 0.00366 0.13184438040345822
874 0.00365 0.13148414985590778
875 0.00365 0.13148414985590778
876 0.00364 0.13112391930835735
877 0.00364 0.13112391930835735
878 0.00364 0.13112391930835735
879 0.00363 0.1307636887608069
880 0.00363 0.1307636887608069
